origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
福州,杭州,2025-11-12,FOC,长乐国际机场,WUH,天河国际机场,2025-11-12 12:55:00,2025-11-12 14:50:00,115,MF8251,厦航,经济舱,充足,737,中型机,波音,650,1,60
福州,杭州,2025-11-12,WUH,天河国际机场,HGH,萧山国际机场,2025-11-12 18:10:00,2025-11-12 19:40:00,90,3U1377,川航,经济舱,充足,737,中型机,波音,650,2,60
福州,杭州,2025-11-12,FOC,长乐国际机场,XMN,高崎国际机场,2025-11-12 19:30:00,2025-11-12 20:30:00,60,MF8580,厦航,经济舱,充足,737,中型机,波音,860,1,63
福州,杭州,2025-11-12,XMN,高崎国际机场,HGH,萧山国际机场,2025-11-12 22:10:00,2025-11-12 23:55:00,105,MF8595,厦航,经济舱,充足,737,中型机,波音,860,2,63
杭州,福州,2025-11-17,HGH,萧山国际机场,CGO,新郑国际机场,2025-11-17 18:15:00,2025-11-17 20:00:00,105,CZ3840,南航,经济舱,充足,737,中型机,波音,884,1,67
杭州,福州,2025-11-17,CGO,新郑国际机场,FOC,长乐国际机场,2025-11-17 21:35:00,2025-11-17 23:50:00,135,MF8274,厦航,经济舱,充足,737,中型机,波音,884,2,67
杭州,福州,2025-11-17,HGH,萧山国际机场,SJW,正定国际机场,2025-11-17 10:45:00,2025-11-17 13:00:00,135,9C8556,春秋,经济舱,充足,320,中型机,空客,670,1,64
杭州,福州,2025-11-17,SJW,正定国际机场,FOC,长乐国际机场,2025-11-17 16:50:00,2025-11-17 19:35:00,165,9C7237,春秋,经济舱,充足,320,中型机,空客,670,2,64
杭州,福州,2025-11-17,HGH,萧山国际机场,CGO,新郑国际机场,2025-11-17 06:50:00,2025-11-17 08:45:00,115,GJ8179,长龙,经济舱,充足,320,中型机,空客,610,1,66
杭州,福州,2025-11-17,CGO,新郑国际机场,FOC,长乐国际机场,2025-11-17 21:00:00,2025-11-17 23:10:00,130,EU2431,成都航,经济舱,充足,320,中型机,空客,610,2,66
