city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
太原,汉庭太原五一路山大二院酒店,太原市杏花岭区五一路145号精营南横街巷口,37.873493,112.573547,2020,2,192,4.9,汉庭,SPA服务;洗衣机和烘干机;电视可投屏
太原,凯里亚德酒店(太原南中环西街店),山西省太原市晋源区金胜镇吴家堡一号院S2商业楼,37.792112,112.524113,2022,3,197,4.6,,SPA服务;免费停车;泳池;电视可投屏
太原,美豪·丽致酒店(太原南站武宿机场店),太原市小店区太榆路99号印象城4号楼,37.788046,112.604625,2021,4,371,4.7,,免费停车;泳池;电视可投屏
太原,太原凯宾斯基饭店,长风街115-1号，近天美新天地、北美新天地,37.819327,112.562441,2020,5,565,4.7,,健身房;电视可投屏
太原,锦江之星酒店(太原万达广场龙潭公园店),北大街195号,37.888373,112.553508,2019,2,104,4.5,锦江之星,SPA服务;免费停车;机器人送餐服务
太原,太原IF PARK国金中心长治路亚朵酒店,山西省太原市小店区长治路口往西100米,37.802619,112.558964,2024,4,340,5.0,亚朵,免费停车;泳池
太原,太原南站南中环地铁站兰欧国际酒店,山西省太原市小店区科技街3号臣功环境A座,37.796653,112.566818,2024,4,266,4.7,,机器人送餐服务;泳池
太原,汉庭太原东中环朝阳街酒店,朝阳街90号8栋1层部分、2-6层全部,37.854839,112.610771,2024,3,229,4.9,汉庭,SPA服务;健身房;洗衣机和烘干机;电视可投屏
太原,太原滨河西路山西博物院亚朵S酒店,太原万柏林区滨河西路25号,37.870519,112.532782,2024,4,402,4.9,亚朵,健身房;免费停车;机器人送餐服务
太原,太原中环禧悦酒店,南中环街418号,37.792918,112.564380,2020,5,452,4.5,,SPA服务;健身房;免费停车;机器人送餐服务
太原,如家-太原并州南路大营盘店,太原市小店区并州南路35号,37.837414,112.572799,2019,2,129,4.4,如家,SPA服务;健身房;泳池;电视可投屏
太原,宇辰智能酒店(太原南站武宿机场店),"太原小店区武宿立交桥东北侧60米, 中国",37.766623,112.632336,2024,3,163,5.0,,SPA服务;健身房;免费停车;机器人送餐服务
太原,桔子太原综改示范区酒店,"太原小店区康宁街2号泰辰商贸一层, 中国",37.741317,112.583697,2024,3,318,4.5,桔子,SPA服务;健身房;免费停车;泳池
太原,太原五一广场希尔顿欢朋酒店,中国山西省太原迎泽区并州北路6号,37.856988,112.573171,2024,4,378,4.7,希尔顿,泳池;洗衣机和烘干机;电视可投屏
太原,锦江之星太原府西街地铁站酒店,西街甲1号,37.873651,112.560811,2015,2,127,4.4,锦江之星,免费停车;泳池;洗衣机和烘干机
太原,太原茂业天地长风街地铁站锦江都城酒店,山西省太原市小店区长治路126号,37.821905,112.562078,2015,3,168,4.7,,SPA服务;泳池
太原,如家·neo-太原迎泽大街大南门地铁站店,山西太原迎泽区南海街8号,37.861011,112.556021,2023,2,189,4.7,如家,泳池;洗衣机和烘干机
太原,尚客优酒店山西太原小店区财经大学南校区店,山西省太原市小店区西吴社区清枫华景小区,37.783502,112.578750,2018,3,121,4.8,,机器人送餐服务;泳池
太原,全季太原红灯笼体育场酒店,健康南街贾家庄城改商业楼1号楼,37.753300,112.521000,2023,3,300,5.0,全季,SPA服务;健身房
太原,山西潇河新城温德姆至尊酒店(潇河国际会议会展中心店),山西省·太原市 山西转型综合改革示范区潇河产业园潇河大街89号1幢,37.611805,112.538275,2022,5,596,4.8,,健身房;免费停车
