origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
珠海,成都,2025-11-12,ZUH,金湾机场,KHN,昌北国际机场,2025-11-12 13:00:00,2025-11-12 14:35:00,95,SC1200,山航,经济舱,充足,737,中型机,波音,600,1,125
珠海,成都,2025-11-12,KHN,昌北国际机场,TFU,天府机场,2025-11-12 21:25:00,2025-11-12 23:55:00,150,SC9080,山航,经济舱,充足,320,中型机,空客,600,2,125
珠海,成都,2025-11-12,ZUH,金湾机场,CTU,双流国际机场,2025-11-12 15:15:00,2025-11-12 17:50:00,155,3U8764,川航,经济舱,充足,321,中型机,空客,720,1,116
珠海,成都,2025-11-12,ZUH,金湾机场,TFU,天府机场,2025-11-12 20:40:00,2025-11-12 23:10:00,150,MF4548,厦航,经济舱,充足,737,中型机,波音,554,1,112
珠海,成都,2025-11-12,ZUH,金湾机场,CTU,双流国际机场,2025-11-12 15:15:00,2025-11-12 17:50:00,155,EU7352,成都航,经济舱,充足,321,中型机,空客,720,1,117
珠海,成都,2025-11-12,ZUH,金湾机场,TFU,天府机场,2025-11-12 07:25:00,2025-11-12 09:45:00,140,SC7949,山航,经济舱,充足,737,中型机,波音,947,1,119
珠海,成都,2025-11-12,ZUH,金湾机场,CTU,双流国际机场,2025-11-12 15:15:00,2025-11-12 17:50:00,155,CZ9148,南航,头等舱,充足,321,中型机,空客,1720,1,114
珠海,成都,2025-11-12,ZUH,金湾机场,TFU,天府机场,2025-11-12 10:55:00,2025-11-12 13:40:00,165,CA2678,国航,经济舱,充足,737,中型机,波音,759,1,118
珠海,成都,2025-11-12,ZUH,金湾机场,TFU,天府机场,2025-11-12 19:50:00,2025-11-12 22:25:00,155,CA2694,国航,经济舱,充足,737,中型机,波音,547,1,113
珠海,成都,2025-11-12,ZUH,金湾机场,TFU,天府机场,2025-11-12 08:30:00,2025-11-12 11:05:00,155,MF4536,厦航,经济舱,充足,737,中型机,波音,1020,1,121
珠海,成都,2025-11-12,ZUH,金湾机场,TFU,天府机场,2025-11-12 20:40:00,2025-11-12 23:10:00,150,CZ3787,南航,经济舱,充足,737,中型机,波音,551,1,111
成都,珠海,2025-11-18,TFU,天府机场,ZUH,金湾机场,2025-11-18 16:50:00,2025-11-18 18:55:00,125,CA2693,国航,经济舱,充足,320NEO,中型机,空客,891,1,139
成都,珠海,2025-11-18,CTU,双流国际机场,ZUH,金湾机场,2025-11-18 08:50:00,2025-11-18 11:15:00,145,EU7823,成都航,经济舱,充足,320,中型机,空客,840,1,137
成都,珠海,2025-11-18,CTU,双流国际机场,KHN,昌北国际机场,2025-11-18 14:50:00,2025-11-18 16:55:00,125,CA4531,国航,经济舱,充足,320NEO,中型机,空客,1275,1,151
成都,珠海,2025-11-18,KHN,昌北国际机场,ZUH,金湾机场,2025-11-18 20:40:00,2025-11-18 22:25:00,105,SC1199,山航,经济舱,充足,737,中型机,波音,1275,2,151
成都,珠海,2025-11-18,TFU,天府机场,ZUH,金湾机场,2025-11-18 10:50:00,2025-11-18 12:55:00,125,SC7950,山航,经济舱,充足,737,中型机,波音,860,1,138
成都,珠海,2025-11-18,CTU,双流国际机场,ZUH,金湾机场,2025-11-18 12:10:00,2025-11-18 14:20:00,130,GJ3181,长龙,头等舱,充足,320,中型机,空客,2080,1,143
成都,珠海,2025-11-18,TFU,天府机场,ZUH,金湾机场,2025-11-18 17:30:00,2025-11-18 19:40:00,130,CZ3730,南航,经济舱,充足,737,中型机,波音,1030,1,141
成都,珠海,2025-11-18,CTU,双流国际机场,ZUH,金湾机场,2025-11-18 12:10:00,2025-11-18 14:20:00,130,3U8763,川航,经济舱,充足,320,中型机,空客,1024,1,142
成都,珠海,2025-11-18,TFU,天府机场,ZUH,金湾机场,2025-11-18 17:30:00,2025-11-18 19:40:00,130,GJ3402,长龙,经济舱,充足,737,中型机,波音,1100,1,145
成都,珠海,2025-11-18,CTU,双流国际机场,YCU,盐湖国际机场,2025-11-18 10:00:00,2025-11-18 11:25:00,85,TV9703,西藏航,经济舱,充足,319,中型机,空客,746,1,146
成都,珠海,2025-11-18,YCU,盐湖国际机场,ZUH,金湾机场,2025-11-18 14:25:00,2025-11-18 17:00:00,155,KY3083,昆明航,经济舱,充足,737,中型机,波音,746,2,146
成都,珠海,2025-11-18,CTU,双流国际机场,ZUH,金湾机场,2025-11-18 08:50:00,2025-11-18 11:15:00,145,TV9981,西藏航,经济舱,充足,320,中型机,空客,812,1,135
