city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
重庆,湖广会馆,B0017822LZ,清代古建筑群，移民文化展示，了解重庆历史文化根源,历史文化,,29.557921,106.586915,4.7,09:00,18:00,,1.0,2.5,30
重庆,八一路好吃街,B0G2XXRPD4,重庆著名小吃街，汇集重庆小面、酸辣粉等地道美食。,休闲体验,,29.556310,106.577448,4.8,10:00,23:00,,1.0,2.5,0
重庆,重庆两江夜游,B0H3S7N77H,乘船夜游长江与嘉陵江，欣赏两岸璀璨夜景的经典项目。,休闲体验,,29.560000,106.580000,4.5,19:30,21:30,,0.5,2.0,158
重庆,洪崖洞民俗风貌区,B0FFG8V7SH,重庆标志性建筑群，吊脚楼风格，夜景璀璨，体验山城魅力,历史文化,,29.562204,106.579027,4.7,09:00,23:00,,1.0,2.5,0
重庆,南山一棵树景区,B0FFGAMI8G,重庆最佳观景台，360度俯瞰渝中半岛全景，欣赏山城夜景绝佳地点。,自然风光,,29.545316,106.602505,4.6,09:00,23:00,,1.0,2.5,30
重庆,李子坝轻轨站,B0IAL19QWL,网红轻轨穿楼奇观，重庆独特的立体交通景观。,城市地标,,29.553340,106.538016,4.5,全天开放,全天开放,,0.0,1.5,0
重庆,重庆美术馆,B0FFFYS1T2,重庆市级美术馆，展示当代艺术作品，位于解放碑核心商圈。,艺术展览,,29.560017,106.576909,4.7,09:00,17:00,周一,1.0,2.5,0
重庆,山城步道·建兴坡大梯道,B0FFFE4P2C,重庆特色山城步道，体验爬坡上坎的山城生活，城市徒步,休闲体验,,29.551340,106.548454,4.2,00:00,24:00,,0.5,2.0,0
重庆,重庆中国三峡博物馆,B001709RVF,重庆历史文化宝库，三峡文物精品荟萃，了解重庆深厚历史,历史文化,,29.562014,106.550513,4.7,09:00,17:00,周一,1.5,3.0,0
重庆,重庆十八梯传统风貌区,B0G1XDI8P4,重庆最具代表性的山城街区，展现老重庆市井生活和建筑特色。,历史文化,,29.551015,106.573042,4.7,全天开放,全天开放,,1.0,2.5,0
重庆,重庆市人民大礼堂,B00170BPJJ,重庆地标建筑，仿古宫殿式建筑，新中国建筑艺术经典,历史文化,,29.561674,106.553277,4.7,08:00,18:00,,0.0,1.5,8
重庆,白公馆旧址,B0FFK75W6R,革命历史遗迹，缅怀革命先烈，了解重庆抗战历史,历史文化,,29.576464,106.432065,4.7,09:00,16:30,,0.5,2.0,0
重庆,长嘉汇弹子石老街,B0FFHCL1T9,滨江历史街区，融合传统巴渝文化与现代商业的特色街区。,历史文化,,29.579709,106.588015,4.7,10:00,22:00,,1.0,2.5,0
重庆,解放碑步行街,B0FFG33I2E,重庆最繁华商业中心，购物休闲胜地，感受都市活力,城市地标,,29.557253,106.575329,4.7,全天开放,全天开放,,0.5,2.0,0
重庆,朝天门码头,B00170I3Z0,两江交汇处，重庆历史悠久的港口，可乘坐两江游船观夜景。,自然风光,,29.563361,106.589421,4.0,全天开放,全天开放,,1.0,2.5,0
重庆,红岩革命纪念馆,B00170L7NV,中国革命历史纪念馆，展示抗日战争和解放战争时期重庆红岩精神。,历史文化,,29.551553,106.497421,5.0,09:00,17:00,周一,1.0,2.5,0
重庆,重庆朝天门广场,B00170L11G,长江和嘉陵江交汇处，重庆的标志性地标和码头。,城市地标,,29.566880,106.587866,4.8,全天开放,全天开放,,1.0,2.5,0
