origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
济南,重庆,2025-11-12,JGK,济南西站,ZAF,郑州东站,2025-11-12 13:34:00,2025-11-12 15:22:00,108,G457,高铁,二等座,充足,729,1,198
济南,重庆,2025-11-12,ZAF,郑州东站,CUW,重庆北站,2025-11-12 16:04:00,2025-11-12 22:16:00,372,G3409,高铁,二等座,充足,729,2,198
济南,重庆,2025-11-12,JGK,济南西站,CUW,重庆北站,2025-11-12 07:28:00,2025-11-12 14:11:00,403,G311,高铁,二等座,充足,739,1,187
济南,重庆,2025-11-12,JNK,济南站,JGK,济南西站,2025-11-12 10:46:00,2025-11-12 11:02:00,16,G1248,高铁,二等座,充足,749,1,202
济南,重庆,2025-11-12,JGK,济南西站,CUW,重庆北站,2025-11-12 11:34:00,2025-11-12 19:40:00,486,G3487,高铁,二等座,充足,749,2,202
济南,重庆,2025-11-12,JGK,济南西站,CUW,重庆北站,2025-11-12 07:28:00,2025-11-12 14:11:00,403,G311,高铁,二等座,充足,751,1,190
济南,重庆,2025-11-12,CUW,重庆北站,CXW,重庆西站,2025-11-12 14:44:00,2025-11-12 15:07:00,23,G2249,高铁,二等座,充足,751,2,190
济南,重庆,2025-11-12,CNK,长清站,WZE,万州北站,2025-11-12 12:05:00,2025-11-12 19:00:00,415,G3425,高铁,二等座,充足,726,1,195
济南,重庆,2025-11-12,WZE,万州北站,CUW,重庆北站,2025-11-12 19:16:00,2025-11-12 20:25:00,69,G1477,高铁,二等座,充足,726,2,195
济南,重庆,2025-11-12,JGK,济南西站,CUW,重庆北站,2025-11-12 11:34:00,2025-11-12 19:40:00,486,G3487,高铁,二等座,充足,739,1,193
济南,重庆,2025-11-12,JGK,济南西站,CUW,重庆北站,2025-11-12 11:49:00,2025-11-12 20:19:00,510,G3425,高铁,二等座,充足,749,1,199
济南,重庆,2025-11-12,JGK,济南西站,ZAF,郑州东站,2025-11-12 15:18:00,2025-11-12 17:20:00,122,G3417,高铁,二等座,充足,726,1,194
济南,重庆,2025-11-12,ZAF,郑州东站,CUW,重庆北站,2025-11-12 18:25:00,2025-11-12 23:20:00,295,G1533,高铁,二等座,充足,726,2,194
济南,重庆,2025-11-12,JGK,济南西站,CXW,重庆西站,2025-11-12 08:31:00,2025-11-12 16:44:00,493,G3473,高铁,二等座,充足,772,1,200
济南,重庆,2025-11-12,CNK,长清站,VXK,聊城西站,2025-11-12 08:14:00,2025-11-12 08:39:00,25,G6903,高铁,二等座,充足,747,1,191
济南,重庆,2025-11-12,VXK,聊城西站,CUW,重庆北站,2025-11-12 09:05:00,2025-11-12 16:13:00,428,G3473,高铁,二等座,充足,747,2,191
重庆,济南,2025-11-15,CUW,重庆北站,NOF,南阳东站,2025-11-15 10:09:00,2025-11-15 14:40:00,271,G1324,高铁,二等座,充足,725,1,227
重庆,济南,2025-11-15,NOF,南阳东站,CNK,长清站,2025-11-15 15:19:00,2025-11-15 18:45:00,206,G3422,高铁,二等座,充足,725,2,227
重庆,济南,2025-11-15,CUW,重庆北站,JNK,济南站,2025-11-15 08:57:00,2025-11-15 18:36:00,579,G316,高铁,二等座,充足,804.5,1,241
重庆,济南,2025-11-15,CXW,重庆西站,ZAF,郑州东站,2025-11-15 14:34:00,2025-11-15 20:30:00,356,G3476,高铁,二等座,充足,692,1,212
重庆,济南,2025-11-15,ZAF,郑州东站,JGK,济南西站,2025-11-15 20:47:00,2025-11-15 22:38:00,111,G2004,高铁,二等座,充足,692,2,212
