restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
素满香·素食自助餐厅(苏州·观前街店),苏州,31.310412,120.625730,100.0,餐饮服务;中餐厅;中餐厅,17:00,19:30,观前街,"120.625637,31.310624",31.310624,120.625637,4.6,必吃榜top10;有包间
得月楼(观前店),苏州,31.310410,120.625388,120.0,餐饮服务;中餐厅;中餐厅,16:30,21:00,观前街,"120.625637,31.310624",31.310624,120.625637,4.3,生日套餐服务;线上取号排队
珍珠饭店,苏州,31.309900,120.625823,100.0,餐饮服务;中餐厅;中餐厅,16:30,21:00,观前街,"120.625637,31.310624",31.310624,120.625637,4.5,户外座位;有等位区
先启半步颠小酒馆(观前街店),苏州,31.309922,120.625108,76.0,餐饮服务;中餐厅;四川菜(川菜),16:30,22:00,观前街,"120.625637,31.310624",31.310624,120.625637,4.4,必吃榜top10;户外座位
破店小酒馆(观前店),苏州,31.309360,120.626841,100.0,餐饮服务;中餐厅;四川菜(川菜),10:00,22:00,观前街,"120.625637,31.310624",31.310624,120.625637,4.3,有包间;生日套餐服务
回香楼清真餐厅,苏州,31.309343,120.624264,74.0,餐饮服务;中餐厅;清真菜馆,10:00,22:00,观前街,"120.625637,31.310624",31.310624,120.625637,4.1,有包间
东吴苏锦记(宫巷店),苏州,31.308622,120.626670,15.0,餐饮服务;中餐厅;中餐厅,10:00,21:00,观前街,"120.625637,31.310624",31.310624,120.625637,4.6,有包间
那些年一起吃串的地方(观前店),苏州,31.308799,120.623973,68.0,餐饮服务;中餐厅;中餐厅,16:30,03:00,观前街,"120.625637,31.310624",31.310624,120.625637,4.5,有包间;生日套餐服务
李百蟹·蟹粉(观前街店),苏州,31.310294,120.628397,84.0,餐饮服务;中餐厅;中餐厅,10:30,21:30,观前街,"120.625637,31.310624",31.310624,120.625637,4.6,必吃榜top10
天山印象餐厅,苏州,31.312575,120.627284,44.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,观前街,"120.625637,31.310624",31.310624,120.625637,4.1,有等位区;线上取号排队
同里状元居,苏州,31.158314,120.716303,56.0,餐饮服务;中餐厅;中餐厅,09:00,20:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.1,有包间;线上取号排队
同里承恩堂庭院私房菜,苏州,31.158649,120.720713,56.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.5,必吃榜top10;有等位区
亿江南餐厅,苏州,31.156787,120.719058,65.0,餐饮服务;餐饮相关场所;餐饮相关,09:00,21:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.1,户外座位;有包间
新鑫面餐馆,苏州,31.151863,120.718253,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,3.5,户外座位;线上取号排队
同里湖度假村同里一号船餐厅,苏州,31.156125,120.726825,100.0,餐饮服务;外国餐厅;西餐厅(综合风味),10:00,22:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.3,必吃榜top10;生日套餐服务
同里湖大饭店卡夫卡餐厅,苏州,31.163313,120.728278,126.0,餐饮服务;外国餐厅;西餐厅(综合风味),14:00,23:59,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,3.9,户外座位
同里湖大饭店怡景轩中餐厅,苏州,31.163440,120.728300,170.0,餐饮服务;中餐厅;江苏菜,17:30,20:30,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.2,户外座位;线上取号排队
同里湖大饭店意旋西餐厅,苏州,31.163403,120.728350,147.0,餐饮服务;外国餐厅;西餐厅(综合风味),06:30,10:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.1,有包间
茉里融合性餐厅,苏州,31.152002,120.726468,69.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.2,有等位区
同里湖度假村(同里一号船餐厅),苏州,31.155828,120.730190,135.0,餐饮服务;中餐厅;浙江菜,11:00,21:00,珍珠塔景园,"120.718122,31.160042",31.160042,120.718122,4.1,线上取号排队
萨莉亚意式餐厅(苏州观前街店),苏州,31.310619,120.622635,100.0,餐饮服务;外国餐厅;意式菜品餐厅,10:00,21:30,怡园,"120.621266,31.307521",31.307521,120.621266,4.6,必吃榜top10
橘鸟轻食餐厅,苏州,31.304606,120.624018,100.0,餐饮服务;外国餐厅;外国餐厅,11:00,21:00,怡园,"120.621266,31.307521",31.307521,120.621266,3.5,生日套餐服务
温德姆花园酒店-鼎丰阁中餐厅,苏州,31.307645,120.625715,100.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,怡园,"120.621266,31.307521",31.307521,120.621266,3.8,有等位区;生日套餐服务
老阊门菜馆(养育巷店),苏州,31.306681,120.616020,100.0,餐饮服务;中餐厅;中餐厅,17:00,20:30,怡园,"120.621266,31.307521",31.307521,120.621266,4.5,有等位区
自留地洋房咖啡餐厅(平江路店),苏州,31.313597,120.636821,59.0,餐饮服务;咖啡厅;咖啡厅,10:30,20:30,耦园,"120.638350,31.316230",31.316230,120.638350,4.3,有包间;有等位区
Grande A'moo(仁恒仓街店),苏州,31.312907,120.638670,105.0,餐饮服务;外国餐厅;意式菜品餐厅,10:00,22:00,耦园,"120.638350,31.316230",31.316230,120.638350,4.6,有包间;生日套餐服务
茴悦Fennel&Laurel(仁恒仓街店),苏州,31.312871,120.638349,113.0,餐饮服务;餐饮相关场所;餐饮相关,10:30,21:00,耦园,"120.638350,31.316230",31.316230,120.638350,4.8,有等位区;生日套餐服务
墨客园·餐厅,苏州,31.315297,120.634429,434.0,餐饮服务;茶艺馆;茶艺馆,17:00,20:30,耦园,"120.638350,31.316230",31.316230,120.638350,4.1,有包间
馥郁食里,苏州,31.312708,120.639472,100.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,耦园,"120.638350,31.316230",31.316230,120.638350,4.6,线上取号排队
