restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
鼎苑自助餐厅,郑州,34.786308,113.672932,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,河南博物院,"113.672097,34.788263",34.788263,113.672097,2.5,户外座位;有等位区
享舍茶餐厅(世纪星大楼店),郑州,34.786292,113.671079,100.0,餐饮服务;快餐厅;茶餐厅,17:00,21:30,河南博物院,"113.672097,34.788263",34.788263,113.672097,3.8,有等位区;生日套餐服务
世纪星花园餐厅,郑州,34.786256,113.671176,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,河南博物院,"113.672097,34.788263",34.788263,113.672097,4.1,有包间
美食餐厅(郑州时代国际广场70栋店),郑州,34.786608,113.670287,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,河南博物院,"113.672097,34.788263",34.788263,113.672097,3.5,必吃榜top10;有等位区
农大家园教工餐厅(文化路52号院店),郑州,34.785268,113.668041,100.0,餐饮服务;中餐厅;中餐厅,06:00,22:00,河南博物院,"113.672097,34.788263",34.788263,113.672097,3.9,户外座位
农大家园教职工餐厅,郑州,34.784879,113.666814,100.0,餐饮服务;中餐厅;中餐厅,08:00,22:00,河南博物院,"113.672097,34.788263",34.788263,113.672097,4.0,必吃榜top10
冒张张油卤串串(国贸360店),郑州,34.783597,113.675687,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,23:00,河南博物院,"113.672097,34.788263",34.788263,113.672097,4.7,生日套餐服务
虹盐RED SALT新派印巴餐厅,郑州,34.793421,113.677088,69.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,河南博物院,"113.672097,34.788263",34.788263,113.672097,4.5,有等位区
文通冰室(国贸360店),郑州,34.784943,113.679565,39.0,餐饮服务;冷饮店;冷饮店,10:30,22:00,河南博物院,"113.672097,34.788263",34.788263,113.672097,4.7,有包间;生日套餐服务
万达文华酒店品珍中餐厅,郑州,34.792621,113.678848,246.0,餐饮服务;餐饮相关场所;餐饮相关,17:30,21:30,河南博物院,"113.672097,34.788263",34.788263,113.672097,4.4,户外座位;线上取号排队
稻本稻无人餐厅(升龙城店),郑州,34.721237,113.632227,100.0,餐饮服务;中餐厅;中餐厅,09:30,21:00,郑州博物馆(嵩山路馆),"113.632600,34.723400",34.723400,113.632600,3.5,必吃榜top10;生日套餐服务
音乐餐吧,郑州,34.725040,113.629748,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,郑州博物馆(嵩山路馆),"113.632600,34.723400",34.723400,113.632600,3.5,有等位区
小青荷餐厅,郑州,34.721666,113.636146,100.0,餐饮服务;中餐厅;中餐厅,08:00,22:00,郑州博物馆(嵩山路馆),"113.632600,34.723400",34.723400,113.632600,3.9,线上取号排队
赞巴啦花卉市场二楼餐厅,郑州,34.726575,113.626975,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,郑州博物馆(嵩山路馆),"113.632600,34.723400",34.723400,113.632600,3.6,有包间;生日套餐服务
昆仑乐居商务酒店中餐厅(淮河路店),郑州,34.729111,113.631083,155.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,郑州博物馆(嵩山路馆),"113.632600,34.723400",34.723400,113.632600,4.1,有等位区;生日套餐服务
米皮记清真餐厅(淮南街),郑州,34.728594,113.636312,11.0,餐饮服务;中餐厅;清真菜馆,10:00,22:00,郑州博物馆(嵩山路馆),"113.632600,34.723400",34.723400,113.632600,4.3,有等位区;生日套餐服务
郑州市第二人民医院院本部营养餐厅(连心里店),郑州,34.721965,113.639981,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,郑州博物馆(嵩山路馆),"113.632600,34.723400",34.723400,113.632600,3.9,户外座位
撞吧音乐餐厅,郑州,34.726061,113.640451,100.0,体育休闲服务;娱乐场所;酒吧,11:00,21:00,郑州博物馆(嵩山路馆),"113.632600,34.723400",34.723400,113.632600,3.9,必吃榜top10;有包间
画上音乐餐吧,郑州,34.717961,113.626270,29.0,餐饮服务;中餐厅;中餐厅,16:00,02:00,郑州博物馆(嵩山路馆),"113.632600,34.723400",34.723400,113.632600,4.8,有等位区
素颐香素食自助餐厅,郑州,34.725310,113.641557,24.0,餐饮服务;餐饮相关场所;餐饮相关,17:30,19:30,郑州博物馆(嵩山路馆),"113.632600,34.723400",34.723400,113.632600,4.4,户外座位;有包间
小滋味餐厅,郑州,34.740996,113.539988,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,郑州博物馆新馆,"113.546720,34.739600",34.739600,113.546720,3.6,有等位区
郑州奥体建国饭店-海鲜自助餐厅,郑州,34.739770,113.537534,100.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,郑州博物馆新馆,"113.546720,34.739600",34.739600,113.546720,4.0,有等位区
郑地奥体建国饭店全日制餐厅,郑州,34.740659,113.537609,100.0,餐饮服务;餐饮相关场所;餐饮相关,17:30,21:00,郑州博物馆新馆,"113.546720,34.739600",34.739600,113.546720,4.2,必吃榜top10;有等位区
酒巭餐厅,郑州,34.739579,113.561973,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,郑州博物馆新馆,"113.546720,34.739600",34.739600,113.546720,3.6,必吃榜top10;生日套餐服务
牡丹餐厅(翊尔酒管公司),郑州,34.739995,113.562140,100.0,餐饮服务;中餐厅;中餐厅,07:30,15:00,郑州博物馆新馆,"113.546720,34.739600",34.739600,113.546720,4.1,有等位区;线上取号排队
M艺术餐厅七德胜·牛肉面,郑州,34.739800,113.563173,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,郑州博物馆新馆,"113.546720,34.739600",34.739600,113.546720,4.0,户外座位
