city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
杭州,杭州滨江星光大道亚朵酒店,浙江省杭州市滨江区滨盛路1786号汉氏大厦,30.209201,120.205245,2022,4,491,4.7,亚朵
杭州,杭州良韵君亭酒店,浙江省杭州市余杭区良渚街道书韵名邸1-1室,30.349502,120.012755,2020,3,370,4.3,
杭州,杭州西溪喜来登度假大酒店,紫金港路西溪天堂国际旅游综合体1号,30.267616,120.088785,2023,5,1255,4.7,
杭州,杭州鸬鸟希尔顿花园酒店,鸬鸟镇寻梨街8号,30.469522,119.769431,2017,5,394,4.5,希尔顿
杭州,德豪设计酒店(临平东湖国际商业中心店),浙江省杭州市临平区东湖街道星光街1082号1幢4楼,30.431516,120.314651,2023,3,166,4.8,
杭州,杭州瑞立江河汇酒店,上城区之江路1299号（江干文体中心旁，近市民中心、万象城),30.256419,120.225490,2016,5,761,4.7,
杭州,全季杭州义桥中泰科技广场酒店,义桥镇东方路168号1幢1层，3层，19-23层,30.067487,120.207167,2024,3,282,4.8,全季
杭州,千岛湖秀水度假酒店,千岛湖镇阳光路阳光水岸5号楼,29.624588,119.039113,2014,4,183,4.7,
杭州,杭州靖江大酒店,萧山区靖江街道伟神路50号,30.229744,120.473752,2017,3,135,4.5,
杭州,汉庭杭州滨江宝龙城酒店,江南大道3788号1-3楼,30.184201,120.162140,2024,3,273,4.8,汉庭
杭州,如家-杭州西湖武林广场武林门地铁站店,浙江省杭州市西湖区北山街道体育场路508号,30.270777,120.152942,2019,3,213,4.0,如家
杭州,桔子杭州西湖凤起路酒店,凤起路108号9-23,30.264900,120.176000,2021,3,309,4.7,桔子
杭州,杭州印象西子酒店(西湖景区店),杭州上城区佑圣观路165号,30.245254,120.174529,2024,3,340,4.4,
杭州,杭州万豪行政公寓,仓前街道余杭塘路2609号EFC欧美金融城10幢,30.282766,119.999425,2023,5,759,4.9,万豪
杭州,杭州滨江希尔顿欢朋酒店,杭州 滨江区 缤纷街599号 ，近江南大道。,30.214829,120.224650,2017,4,399,4.8,希尔顿
杭州,如家neo-杭州武林广场朝晖路运河店,杭州市拱墅区流水东苑11幢,30.277893,120.184128,2018,2,150,4.2,如家
杭州,杭州西湖湖滨银泰亚朵酒店,中河中路228号京晋大厦,30.255412,120.172154,2017,4,552,4.6,亚朵
杭州,千岛湖星岛印象度假酒店,淳安县千岛湖镇梦姑路88号(千岛湖旅游度假区管委会斜对面),29.600082,119.022247,2018,4,173,4.4,
杭州,汉庭杭州临安青山湖科技城酒店,杭州市临安区青山湖科技城大圆路东侧长西线北侧雅观新天地7号楼，一层部分，四至九层,30.320219,119.784151,2025,3,208,4.5,汉庭
