city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
杭州,孤山公园,B0FFKQNUS4,西湖中最大岛屿，历史文化景点集中，环境清幽。,历史文化,,30.251654,120.142481,4.9,全天开放,全天开放,,1.0,2.5,0
杭州,灵隐寺,B023B02842,中国著名佛教古刹，距今约1700年历史，香火鼎盛，建筑宏伟。,历史文化,,30.240826,120.101406,4.9,06:30,18:15,,2.5,4.0,75
杭州,永福寺,B023B1H638,隐于茶园竹海间的禅意古寺，环境清静雅致，适合冥想放松。,历史文化,,30.238978,120.097524,4.8,06:30,18:00,,0.5,2.0,0
杭州,杨公堤,B0FFJXZGIH,西湖西侧景观大道，相对苏堤更加幽静，适合漫步休闲。,自然风光,,30.232456,120.136580,4.9,全天开放,全天开放,,0.5,2.0,0
杭州,杭州湖滨银泰in77A区,B023B08RT2,杭州知名购物中心，位于西湖边，品牌齐全，交通便利。,休闲体验,,30.253160,120.162484,4.8,10:00,22:00,,1.0,2.5,0
杭州,浙江自然博物院,B023B15DKJ,华东地区重要自然科学博物馆，展品丰富。,历史文化,,30.276814,120.164581,4.8,09:00,17:00,周一,1.5,3.0,0
杭州,九溪烟树,B0FFHMH4J8,西湖新十景之一，九条溪流汇集，秋季景色尤为迷人。,自然风光,,30.202395,120.113350,4.8,全天开放,全天开放,,1.5,3.0,0
杭州,雷峰塔景区,B023B09LKR,重建的千年古塔，登塔可俯瞰西湖全景，与《白蛇传》传说密切相关。,历史文化,,30.230934,120.148849,4.8,08:00,20:00,,0.5,2.0,40
杭州,杭州工艺美术博物馆,B023B0I02U,展示杭州传统手工艺和现代工艺美术作品，包含丝绸、刺绣、雕刻等多种工艺门类。,历史文化,,30.315645,120.136930,4.7,09:00,16:30,周二,1.0,2.5,0
杭州,苏堤春晓,B023B02070,西湖十景之首，苏东坡主持修建的湖堤，春季杨柳依依最为著名。,历史文化,,30.243880,120.137960,4.8,全天开放,全天开放,,0.5,2.0,0
