origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
南宁,重庆,2025-11-12,NNG,吴圩机场,CKG,江北国际机场,2025-11-12 08:00:00,2025-11-12 09:45:00,105,CZ6797,南航,经济舱,充足,737,中型机,波音,370,1,150
南宁,重庆,2025-11-12,NNG,吴圩机场,CKG,江北国际机场,2025-11-12 21:30:00,2025-11-12 23:10:00,100,CA3527,国航,经济舱,充足,737,中型机,波音,480,1,154
南宁,重庆,2025-11-12,NNG,吴圩机场,CKG,江北国际机场,2025-11-12 21:30:00,2025-11-12 23:39:00,129,ZH9381,深航,经济舱,充足,737,中型机,波音,450,1,152
南宁,重庆,2025-11-12,NNG,吴圩机场,CAN,白云国际机场,2025-11-12 07:20:00,2025-11-12 08:30:00,70,CZ3291,南航,经济舱,充足,737,中型机,波音,2910,1,158
南宁,重庆,2025-11-12,CAN,白云国际机场,CKG,江北国际机场,2025-11-12 10:10:00,2025-11-12 12:10:00,120,3U8746,川航,公务舱,充足,320,中型机,空客,2910,2,158
南宁,重庆,2025-11-12,NNG,吴圩机场,KMG,长水机场,2025-11-12 11:10:00,2025-11-12 12:45:00,95,MU9746,东航,经济舱,充足,737-800,中型机,波音,574,1,155
南宁,重庆,2025-11-12,KMG,长水机场,CKG,江北国际机场,2025-11-12 22:20:00,2025-11-12 23:50:00,90,MU5450,东航,经济舱,充足,320,中型机,空客,574,2,155
南宁,重庆,2025-11-12,NNG,吴圩机场,CKG,江北国际机场,2025-11-12 08:00:00,2025-11-12 09:45:00,105,3U1827,川航,经济舱,充足,737,中型机,波音,390,1,151
南宁,重庆,2025-11-12,NNG,吴圩机场,CKG,江北国际机场,2025-11-12 21:30:00,2025-11-12 23:34:00,124,KY9351,昆明航,经济舱,充足,737,中型机,波音,476,1,153
重庆,南宁,2025-11-14,CKG,江北国际机场,NNG,吴圩机场,2025-11-14 06:55:00,2025-11-14 08:45:00,110,EU7269,成都航,经济舱,充足,320,中型机,空客,400,1,160
重庆,南宁,2025-11-14,CKG,江北国际机场,NNG,吴圩机场,2025-11-14 08:15:00,2025-11-14 09:55:00,100,G56102,华夏,经济舱,充足,737,中型机,波音,410,1,161
重庆,南宁,2025-11-14,CKG,江北国际机场,CAN,白云国际机场,2025-11-14 17:10:00,2025-11-14 19:15:00,125,CZ3464,南航,超级经济舱,充足,321,中型机,空客,2518,1,168
重庆,南宁,2025-11-14,CAN,白云国际机场,NNG,吴圩机场,2025-11-14 20:50:00,2025-11-14 22:35:00,105,CZ3296,南航,经济舱,充足,737,中型机,波音,2518,2,168
重庆,南宁,2025-11-14,CKG,江北国际机场,NNG,吴圩机场,2025-11-14 21:10:00,2025-11-14 22:50:00,100,3U1828,川航,经济舱,充足,737,中型机,波音,490,1,164
重庆,南宁,2025-11-14,CKG,江北国际机场,NNG,吴圩机场,2025-11-14 06:55:00,2025-11-14 08:45:00,110,3U8137,川航,经济舱,充足,320,中型机,空客,360,1,159
重庆,南宁,2025-11-14,CKG,江北国际机场,NNG,吴圩机场,2025-11-14 08:15:00,2025-11-14 09:55:00,100,CA3528,国航,经济舱,充足,737,中型机,波音,410,1,162
重庆,南宁,2025-11-14,CKG,江北国际机场,JUZ,衢州机场,2025-11-14 13:30:00,2025-11-14 15:40:00,130,G54855D,华夏,经济舱,充足,321,中型机,空客,350,1,165
重庆,南宁,2025-11-14,JUZ,衢州机场,NNG,吴圩机场,2025-11-14 17:35:00,2025-11-14 20:05:00,150,G54855D,华夏,经济舱,充足,CRJ900,小型机,庞巴迪,350,2,165
重庆,南宁,2025-11-14,CKG,江北国际机场,NNG,吴圩机场,2025-11-14 21:10:00,2025-11-14 22:50:00,100,CZ6798,南航,经济舱,充足,737,中型机,波音,489,1,163
