restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
布仔客餐厅,厦门,24.445557,118.069775,74.0,餐饮服务;中餐厅;中餐厅,10:30,23:30,龙头路小吃街,"118.070021,24.445423",24.445423,118.070021,3.9,有包间
鼓浪屿龙头鱼丸店只此一家,厦门,24.444990,118.070245,15.0,餐饮服务;餐饮相关场所;餐饮相关,08:30,20:30,龙头路小吃街,"118.070021,24.445423",24.445423,118.070021,4.4,必吃榜top10;线上取号排队
楼上餐厅,厦门,24.445150,118.070721,100.0,餐饮服务;中餐厅;中餐厅,10:30,22:00,龙头路小吃街,"118.070021,24.445423",24.445423,118.070021,3.6,线上取号排队
真爱码头小吃(龙头路店),厦门,24.444813,118.070582,136.0,餐饮服务;中餐厅;中餐厅,09:00,21:00,龙头路小吃街,"118.070021,24.445423",24.445423,118.070021,4.3,户外座位;有包间
林四喜·闽南传家菜(鼓浪屿店),厦门,24.444973,118.070923,100.0,餐饮服务;中餐厅;福建菜,17:00,21:00,龙头路小吃街,"118.070021,24.445423",24.445423,118.070021,4.6,户外座位;生日套餐服务
小敏沙茶面,厦门,24.445354,118.071331,19.0,餐饮服务;餐饮相关场所;餐饮相关,08:00,20:00,龙头路小吃街,"118.070021,24.445423",24.445423,118.070021,4.3,必吃榜top10
福星餐厅,厦门,24.444853,118.071253,133.0,餐饮服务;中餐厅;中餐厅,10:00,23:00,龙头路小吃街,"118.070021,24.445423",24.445423,118.070021,3.7,必吃榜top10
音乐海鲜餐厅,厦门,24.443658,118.069567,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,龙头路小吃街,"118.070021,24.445423",24.445423,118.070021,3.6,有等位区;生日套餐服务
大洋海鲜餐厅·锋味厦门菜(鼓浪屿总店),厦门,24.443972,118.071379,28.0,餐饮服务;中餐厅;海鲜酒楼,10:30,21:30,龙头路小吃街,"118.070021,24.445423",24.445423,118.070021,4.4,户外座位;生日套餐服务
沈家闽南肠粉,厦门,24.443839,118.071394,16.0,餐饮服务;中餐厅;中餐厅,07:30,22:00,龙头路小吃街,"118.070021,24.445423",24.445423,118.070021,4.7,必吃榜top10;有包间
黄家花园餐厅,厦门,24.440881,118.069643,101.0,餐饮服务;餐饮相关场所;餐饮相关,16:30,20:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,4.2,生日套餐服务
六悦花园中餐厅(鼓浪屿店),厦门,24.440870,118.066559,64.0,餐饮服务;中餐厅;中餐厅|餐饮服务;冷饮店;冷饮店,11:00,21:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,4.3,必吃榜top10;户外座位
猫岛主趣味餐厅,厦门,24.442736,118.068569,59.0,餐饮服务;中餐厅;中餐厅,07:00,23:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,4.8,有包间;线上取号排队
老厦门海鲜餐厅(鼓浪屿店),厦门,24.442886,118.070977,100.0,餐饮服务;中餐厅;海鲜酒楼,09:00,21:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,4.3,有等位区;生日套餐服务
古厝花园餐厅,厦门,24.443323,118.069694,100.0,餐饮服务;中餐厅;海鲜酒楼,11:00,21:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,3.8,线上取号排队
赵小姐的店(鼓浪屿音乐厅店),厦门,24.443387,118.071405,100.0,餐饮服务;糕饼店;糕饼店,09:30,21:00,菽庄花园,"118.068954,24.439553",24.439553,118.068954,4.4,必吃榜top10;户外座位
