city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
北京,北京世纪金源香山商旅酒店,北正黄旗59号,39.991396,116.202953,2010,5,606,4.8,,免费停车;泳池
北京,锦江之星北京王府井步行街酒店,灯市口大街75号,39.918908,116.412248,2020,2,530,4.6,锦江之星,SPA服务;健身房;电视可投屏
北京,北京大兴机场丽筠酒店,苑景西二路2号院4号楼,39.525658,116.413190,2024,5,466,4.7,,SPA服务;健身房;机器人送餐服务
北京,北京国贸朝阳大悦城亚朵酒店,北京市朝阳区甘露园57号,39.918994,116.513625,2021,4,570,4.8,亚朵,SPA服务;泳池;洗衣机和烘干机
北京,如家精选北京环球度假区宋庄店,北京北京通州区小堡村南3号院3号楼如家精选酒店,39.943503,116.723803,2022,3,290,4.8,如家,机器人送餐服务;洗衣机和烘干机
北京,北京西站希尔顿惠庭酒店,北京市丰台区西站南路2号,39.888859,116.321479,2022,4,688,4.4,希尔顿,SPA服务;健身房;洗衣机和烘干机;电视可投屏
北京,如家·neo-北京长安街北京站店,北京市东城区西街1号,39.905582,116.426321,2019,2,335,4.7,如家,机器人送餐服务;泳池;洗衣机和烘干机;电视可投屏
北京,北京哈利波特奥里给民宿,北京通州自由筑-三期自由筑三期（详细地址请联系房东）,39.875934,116.697119,2020,3,258,4.9,,机器人送餐服务;洗衣机和烘干机
北京,和颐至尚酒店-北京建国门店,北京市朝阳区建外街道建华南路和颐至尚酒店(北京建国门店),39.907091,116.443966,2020,4,576,4.6,,健身房;电视可投屏
北京,全季北京前门四合院酒店,北京东城区北芦草园胡同33号,39.894600,116.407000,2019,3,630,4.7,全季,SPA服务;免费停车;机器人送餐服务;电视可投屏
北京,北京王府井希尔顿酒店,王府井东街8号 ，近澳门中心及王府半岛。,39.914538,116.413536,2009,5,1437,4.6,希尔顿,免费停车;洗衣机和烘干机
北京,锦江之星（北京站广渠门内地铁站店）,东花市北里东区1号(东花市大街与白桥大街交汇处)。,39.898026,116.438324,2015,2,232,4.6,锦江之星,泳池;洗衣机和烘干机;电视可投屏
北京,北京中信金陵酒店,大华山镇西峪甲1号 ，近平谷西峪水上乐园,40.311076,117.101383,2012,5,709,4.7,,SPA服务;泳池;洗衣机和烘干机;电视可投屏
北京,秋果酒店智选 (北京北七家温都水城店),北七家镇宏福10号院8号楼1号,40.100075,116.366817,2021,3,236,4.6,,SPA服务;机器人送餐服务;泳池;电视可投屏
北京,北京乐多港万豪酒店,城南街道南口路29号,40.232499,116.188641,2018,5,833,4.6,万豪,SPA服务;洗衣机和烘干机;电视可投屏
北京,北京新侨饭店,崇文门西大街1号 ，近崇文门地铁站。,39.901455,116.416885,2008,4,519,4.7,,免费停车;机器人送餐服务;电视可投屏
北京,美朋·轻奢酒店(北京垡头地铁站店),北京朝阳区垡头路285号19号,39.857450,116.514365,2024,4,322,4.8,,洗衣机和烘干机;电视可投屏
