city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
郑州,郑州高新皇冠假日酒店,牡丹路26号,34.827628,113.563243,2022,5,556,4.8,
郑州,全季郑州会展中心未来路酒店,河南省郑州市金水区未来路60号,34.772300,113.707000,2020,3,328,4.6,全季
郑州,郑州金水希尔顿欢朋酒店,农业路27号（农业路与信息学院路交叉口西河南省农业厅旁），紧邻河南省博物馆,34.787778,113.657658,2018,4,290,4.3,希尔顿
郑州,锦江之星酒店(凤凰茶城凤凰台南地铁站店),郑州管城回族区石化路与未来路交叉口东北角5米,34.733212,113.704863,2024,3,157,4.5,锦江之星
郑州,郑州航空港希尔顿花园酒店,河南省郑州市航空港皛店路29号附2号,34.489252,113.924137,2025,4,385,4.5,希尔顿
郑州,如家-郑州火车站二七广场地铁站店,河南郑州二七区苑陵街52号（万博商城南门对面，苑陵商场楼下）,34.748404,113.664174,2022,2,221,4.6,如家
郑州,郑州高新假日酒店,高新区河阳路186号 （紧邻网络安全科技馆）,34.819372,113.484180,2021,5,533,4.8,
郑州,新密黄帝宫御温泉度假酒店,新密市刘寨镇银基国际旅游度假区（郑尧高速-轩辕丘出口5公里处）,34.481991,113.550337,2019,4,616,4.7,
郑州,桔子郑州省政府万象城酒店,郑东新区正光北街与德厚街交叉口西南角煤建大厦B座东单元1层局部，3-14层,34.771074,113.755528,2024,3,330,4.9,桔子
郑州,郑州北龙湖金融中心金融岛亚朵酒店,郑州市郑东新区龙翔一街与如意河东二街交叉口西南角（好睦邻.如意坊）7号楼1层147-149号、3、4、5层整层）,34.801804,113.740044,2024,4,402,4.8,亚朵
郑州,郑州光华大酒店,高新技术产业开发区瑞达路68号。,34.798408,113.567656,2021,4,296,4.6,
郑州,郑州高铁东站亚朵酒店,郑州市管城区东风南路与创业路交叉口双子塔北塔裙楼,34.760173,113.767623,2020,4,468,4.7,亚朵
郑州,如家精选郑州东站店,河南郑州郑东新区心怡路与东站南街交叉口,34.757727,113.773536,2018,3,278,4.6,如家
郑州,锦江之星郑州火车站二七广场地铁站酒店,二马路77号,34.749441,113.659562,2015,2,149,4.5,锦江之星
郑州,郑州爱玛金酒店,经济技术开发区第九大街167号,34.707160,113.765391,2023,3,211,4.4,
郑州,锦江之星（郑州高铁东站郑东万象城店）,农业南路106号（金水东路与农业南路交叉口向南50米）,34.762718,113.755074,2015,3,245,4.8,锦江之星
郑州,郑州建国饭店,河南省郑州市金水大道东段机场路86号（金水立交桥向西350米路北）,34.763266,113.715505,2011,5,408,4.8,
