city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
重庆,中美合作所集中营旧址-渣滓洞监狱,B00170AODT,国民党关押共产党员和进步人士的监狱，红色革命教育重要遗址。,历史文化,,29.585922,106.432707,4.3,09:00,16:30,,0.5,2.0,0
重庆,南滨路,B0FFG8696H,长江南岸滨江大道，观赏渝中半岛夜景的最佳位置,自然风光,,29.541622,106.576856,4.5,全天开放,全天开放,,0.5,2.0,0
重庆,重庆中国三峡博物馆,B001709RVF,重庆历史文化宝库，三峡文物精品荟萃，了解重庆深厚历史,历史文化,,29.562014,106.550513,4.8,09:00,17:00,周一,1.5,3.0,0
重庆,朝天门码头,B00170I3Z0,两江交汇处，重庆历史悠久的港口，可乘坐两江游船观夜景。,自然风光,,29.563361,106.589421,4.0,全天开放,全天开放,,1.0,2.5,0
重庆,重庆市人民大礼堂,B00170BPJJ,重庆地标建筑，仿古宫殿式建筑，新中国建筑艺术经典,历史文化,,29.561674,106.553277,4.7,08:00,18:00,,0.0,1.5,8
重庆,红岩革命纪念馆,B00170L7NV,中国革命历史纪念馆，展示抗日战争和解放战争时期重庆红岩精神。,历史文化,,29.551553,106.497421,5.0,09:00,17:00,周一,1.0,2.5,0
重庆,重庆动物园,B001701F98,西南地区最大的动物园，大熊猫繁育基地，适合亲子游览。,休闲体验,,29.504023,106.505799,4.8,08:00,17:00,,1.5,3.0,25
重庆,湖广会馆,B0017822LZ,清代古建筑群，移民文化展示，了解重庆历史文化根源,历史文化,,29.557921,106.586915,4.7,09:00,18:00,,1.0,2.5,30
重庆,涂鸦一条街,B0FFLNMAZT,重庆最大户外涂鸦艺术街，色彩斑斓的墙面艺术，文艺青年打卡胜地。,艺术展览,,29.488979,106.539867,4.7,全天开放,全天开放,,0.0,1.5,0
重庆,千厮门大桥,B0FFGBJ8U6,横跨嘉陵江的地标大桥，是观赏洪崖洞全景和江景的最佳观景点。,城市地标,,29.569264,106.576790,4.5,全天开放,全天开放,,0.0,1.5,0
