origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
合肥,郑州,2025-11-12,HFH,合肥站,ZAF,郑州东站,2025-11-12 18:48:00,2025-11-12 21:37:00,169,G2812,高铁,二等座,充足,276.0,1,581
合肥,郑州,2025-11-12,HFH,合肥站,ZIF,郑州航空港站,2025-11-12 10:17:00,2025-11-12 13:04:00,167,G3110,高铁,二等座,充足,240.0,1,554
合肥,郑州,2025-11-12,HFH,合肥站,ZAF,郑州东站,2025-11-12 08:35:00,2025-11-12 11:39:00,184,G1886,高铁,二等座,充足,280.0,1,584
合肥,郑州,2025-11-12,ENH,合肥南站,ZAF,郑州东站,2025-11-12 11:31:00,2025-11-12 14:18:00,167,G1318,高铁,二等座,充足,267.5,1,566
合肥,郑州,2025-11-12,HFH,合肥站,ZIF,郑州航空港站,2025-11-12 09:43:00,2025-11-12 12:12:00,149,G3192,高铁,二等座,充足,258.0,1,556
合肥,郑州,2025-11-12,ENH,合肥南站,ZZF,郑州站,2025-11-12 17:21:00,2025-11-12 20:50:00,209,G3128,高铁,二等座,充足,296.0,1,606
合肥,郑州,2025-11-12,ENH,合肥南站,ZAF,郑州东站,2025-11-12 16:54:00,2025-11-12 20:04:00,190,G3114,高铁,二等座,充足,289.5,1,598
合肥,郑州,2025-11-12,ENH,合肥南站,ZKF,周口东站,2025-11-12 17:33:00,2025-11-12 19:30:00,117,G1962,高铁,二等座,充足,262.5,1,592
合肥,郑州,2025-11-12,ZKF,周口东站,ZZF,郑州站,2025-11-12 19:46:00,2025-11-12 20:56:00,70,G2402,高铁,二等座,充足,262.5,2,592
合肥,郑州,2025-11-12,ENH,合肥南站,ZAF,郑州东站,2025-11-12 20:16:00,2025-11-12 23:19:00,183,G2392,高铁,一等座,充足,709.5,1,539
合肥,郑州,2025-11-12,HFH,合肥站,FXU,阜阳西站,2025-11-12 15:59:00,2025-11-12 17:09:00,70,G7164,高铁,二等座,充足,237.0,1,580
合肥,郑州,2025-11-12,FXU,阜阳西站,ZAF,郑州东站,2025-11-12 17:45:00,2025-11-12 19:46:00,121,G1578,高铁,二等座,充足,237.0,2,580
郑州,合肥,2025-11-18,ZAF,郑州东站,ENH,合肥南站,2025-11-18 08:37:00,2025-11-18 12:13:00,216,G2379,高铁,二等座,充足,257.5,1,641
郑州,合肥,2025-11-18,ZAF,郑州东站,ENH,合肥南站,2025-11-18 07:56:00,2025-11-18 11:15:00,199,G2397,高铁,二等座,充足,239.5,1,624
郑州,合肥,2025-11-18,ZAF,郑州东站,ENH,合肥南站,2025-11-18 16:42:00,2025-11-18 19:58:00,196,G2805,高铁,二等座,充足,289.5,1,661
郑州,合肥,2025-11-18,ZZF,郑州站,ENH,合肥南站,2025-11-18 11:44:00,2025-11-18 14:45:00,181,G2401,高铁,一等座,充足,777.5,1,643
郑州,合肥,2025-11-18,ZZF,郑州站,FXU,阜阳西站,2025-11-18 14:11:00,2025-11-18 16:08:00,117,G3138,高铁,二等座,充足,308.0,1,667
郑州,合肥,2025-11-18,FXU,阜阳西站,ENH,合肥南站,2025-11-18 16:23:00,2025-11-18 17:43:00,80,G859,高铁,二等座,充足,308.0,2,667
郑州,合肥,2025-11-18,ZAF,郑州东站,ENH,合肥南站,2025-11-18 14:36:00,2025-11-18 17:25:00,169,G1317,高铁,二等座,充足,267.5,1,633
郑州,合肥,2025-11-18,ZAF,郑州东站,ENH,合肥南站,2025-11-18 17:07:00,2025-11-18 20:40:00,213,G1946,高铁,二等座,充足,314.5,1,669
郑州,合肥,2025-11-18,ZAF,郑州东站,COH,合肥北城站,2025-11-18 09:24:00,2025-11-18 12:07:00,163,G2693,高铁,二等座,充足,242.0,1,616
郑州,合肥,2025-11-18,ZZF,郑州站,ENH,合肥南站,2025-11-18 14:11:00,2025-11-18 17:30:00,199,G3138,高铁,二等座,充足,321.0,1,668
郑州,合肥,2025-11-18,XPF,郑州西站,ENH,合肥南站,2025-11-18 11:57:00,2025-11-18 15:37:00,220,G2230,高铁,二等座,充足,299.5,1,666
