city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
郑州,郑州文庙,B01730ISHP,明清古建筑群，现为郑州博物馆文庙馆区，展示古代教育文化。,历史文化,,34.748659,113.688345,4.6,09:00,17:00,周一,1.0,2.5,0
郑州,大卫城购物中心,B0IB2CT0E0,郑州知名综合购物中心，品牌齐全，购物餐饮一体化。,休闲体验,,34.758202,113.666031,4.8,10:00,22:00,,1.5,3.0,0
郑州,如意湖景区,B01730J4AI,郑东新区CBD核心景观湖，夜景灯光秀闻名。,城市地标,,34.772895,113.724204,4.8,14:00,22:00,,1.0,2.5,0
郑州,黄河博物馆,B01730K030,全面展示黄河治理历史和文化的专业博物馆。,历史文化,,34.871840,113.677764,4.6,09:00,17:00,周一,1.0,2.5,0
郑州,北龙湖湿地公园,,郑东新区生态湿地公园，环境优美，适合休闲漫步观景。,自然风光,,34.812300,113.789100,4.4,全天开放,全天开放,,1.0,2.5,0
郑州,郑州黄河文化公园,B01730839D,黄河南岸大型文化主题公园，可登高观河景，感受黄河文化。,历史文化,,34.953667,113.512589,4.5,06:30,21:00,,1.5,3.0,45
郑州,二七广场,B01730IES4,郑州市中心标志性广场，二七纪念塔是郑州地标建筑。,城市地标,,34.751860,113.666451,4.9,09:00,17:00,,1.0,2.5,0
郑州,河南博物院,B01730HZRE,中国首批国家一级博物馆，中原文化精品荟萃，藏品丰富。,历史文化,,34.788263,113.672097,4.9,09:00,17:00,周一,2.0,3.5,0
郑州,郑州博物馆新馆,B0FFKCGLHK,现代化设计的综合性博物馆，以郑州地方历史文化为主题的文化展陈。,历史文化,,34.739600,113.546720,4.7,09:00,17:00,周一,1.0,2.5,0
郑州,郑州商代遗址,B01731907V,3600年前商代都城遗址，中国现存最早的古代城垣。,历史文化,,34.755497,113.671988,4.4,全天开放,全天开放,,0.5,2.0,0
