restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
文通冰室(柏威年店),大连,38.917672,121.630530,41.0,餐饮服务;冷饮店;冷饮店,10:30,21:00,青泥洼桥商圈,"121.631086,38.916526",38.916526,121.631086,4.7
大树餐厅(柏威年店),大连,38.917691,121.630150,100.0,餐饮服务;中餐厅;中餐厅,10:30,21:00,青泥洼桥商圈,"121.631086,38.916526",38.916526,121.631086,4.6
新疆儿子娃娃餐厅(锦华街店),大连,38.915330,121.629402,85.0,餐饮服务;中餐厅;中餐厅,11:30,21:00,青泥洼桥商圈,"121.631086,38.916526",38.916526,121.631086,4.2
Amore Pizza(柏威年店),大连,38.917817,121.629352,80.0,餐饮服务;外国餐厅;西餐厅(综合风味),11:30,20:30,青泥洼桥商圈,"121.631086,38.916526",38.916526,121.631086,4.2
杭小点·点心葱油面(柏威年店),大连,38.917896,121.629365,65.0,餐饮服务;中餐厅;浙江菜,09:30,21:30,青泥洼桥商圈,"121.631086,38.916526",38.916526,121.631086,4.8
嘉和屋时尚餐厅(锦华街店),大连,38.915142,121.629056,28.0,餐饮服务;快餐厅;快餐厅,09:00,21:00,青泥洼桥商圈,"121.631086,38.916526",38.916526,121.631086,4.4
顺和祥清真花园餐厅(大连柏威年店),大连,38.918042,121.629067,92.0,餐饮服务;中餐厅;清真菜馆,10:30,21:00,青泥洼桥商圈,"121.631086,38.916526",38.916526,121.631086,4.6
ABURI火炙寿司(柏威年店),大连,38.918134,121.629134,105.0,餐饮服务;外国餐厅;日本料理,09:30,21:30,青泥洼桥商圈,"121.631086,38.916526",38.916526,121.631086,4.4
千日贺茶餐厅(柏威年店),大连,38.918074,121.628955,59.0,餐饮服务;快餐厅;茶餐厅,10:30,21:00,青泥洼桥商圈,"121.631086,38.916526",38.916526,121.631086,4.4
无限虾享风光街店,大连,38.914657,121.628668,100.0,餐饮服务;中餐厅;中餐厅,16:00,21:00,青泥洼桥商圈,"121.631086,38.916526",38.916526,121.631086,4.7
渔情渔礼海鲜餐厅,大连,39.078632,122.004641,121.0,餐饮服务;中餐厅;海鲜酒楼,09:00,00:30,黄金海岸,"122.003474,39.076061",39.076061,122.003474,3.8
金石滩鲁能希尔顿·厨艺全日餐厅,大连,39.075001,121.997921,244.0,餐饮服务;外国餐厅;日本料理,06:30,21:00,黄金海岸,"122.003474,39.076061",39.076061,122.003474,4.2
金石滩海鲜大排档12号餐厅,大连,39.080485,122.012637,72.0,餐饮服务;中餐厅;海鲜酒楼,11:00,21:00,黄金海岸,"122.003474,39.076061",39.076061,122.003474,4.3
清源餐馆(蓝海湾店),大连,39.087721,122.012230,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,黄金海岸,"122.003474,39.076061",39.076061,122.003474,3.6
