restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
中鸿盛宴·鸟巢餐厅(亚运村店),北京,39.992378,116.395075,171.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.5
国风·家餐厅(鸟巢观景店),北京,39.992725,116.395475,556.0,餐饮服务;中餐厅;中餐厅,16:30,22:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.6
鸟巢文化中心国风家餐厅,北京,39.992875,116.397025,756.0,餐饮服务;中餐厅;广东菜(粤菜),11:30,21:30,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.0
北京社科院餐厅,北京,39.989342,116.385246,40.0,餐饮服务;中餐厅;中餐厅,16:30,20:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.2
北京北辰洲际酒店·意秀意大利餐厅,北京,39.998325,116.388176,414.0,餐饮服务;外国餐厅;意式菜品餐厅,17:30,22:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.3
翔云楼餐厅,北京,39.994451,116.381719,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,3.3
粤秀轩中餐厅,北京,39.999089,116.386255,288.0,餐饮服务;中餐厅;中餐厅,17:30,22:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.1
北京格兰云天酒店爱丽舍西餐厅(亚运村店),北京,39.992708,116.400185,100.0,餐饮服务;咖啡厅;咖啡厅,06:30,21:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.1
AmazingThai正泰餐厅(北投新奥购物中心店),北京,39.999286,116.395925,87.0,餐饮服务;外国餐厅;泰国/越南菜品餐厅,11:00,21:00,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.7
小肥羊(北投新奥购物中心店),北京,40.000038,116.396371,104.0,餐饮服务;中餐厅;火锅店,10:00,21:30,国家游泳中心（水立方）,"116.390397,39.992834",39.992834,116.390397,4.4
山西驻京办餐厅,北京,39.927321,116.393306,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,3.9
晋府宾馆餐厅,北京,39.927334,116.393352,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,3.4
Eatalia Carpe Diem意塔利意大利餐厅,北京,39.933060,116.395723,169.0,餐饮服务;外国餐厅;意式菜品餐厅,11:00,22:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.5
邻家乐餐厅,北京,39.934005,116.388577,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,3.6
龙鸿餐厅,北京,39.933970,116.388425,34.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.3
望春食阁,北京,39.927349,116.400152,100.0,餐饮服务;中餐厅;中餐厅,17:00,20:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.3
古铜老院铜锅涮肉·清真(地安门店),北京,39.934360,116.396446,85.0,餐饮服务;中餐厅;清真菜馆|餐饮服务;中餐厅;火锅店,11:00,22:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.7
院落(地安门店),北京,39.933384,116.384409,97.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.4
茶花妹子云南餐厅(地安门店),北京,39.935500,116.396060,67.0,餐饮服务;中餐厅;云贵菜,10:00,22:30,北海公园,"116.391802,39.928775",39.928775,116.391802,4.6
成都驻京办餐厅(蜀都宾馆店),北京,39.925170,116.400666,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.4
得月楼,北京,39.895540,116.394553,57.0,餐饮服务;中餐厅;中餐厅,10:00,23:00,北京大栅栏,"116.395042,39.895715",39.895715,116.395042,4.0
京B·东篱精酿啤酒音乐餐厅,北京,39.896192,116.394755,85.0,餐饮服务;中餐厅;中餐厅,16:30,03:00,北京大栅栏,"116.395042,39.895715",39.895715,116.395042,4.5
