city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
厦门,厦门美峰滨海浪漫线亚朵酒店,厦门市同安区滨海西路2575号,24.612996,118.138832,2022,4,403,4.9,亚朵,SPA服务;电视可投屏
厦门,厦门艾美酒店,南山冠军路7号,24.500407,118.093951,2010,5,569,4.6,,洗衣机和烘干机;电视可投屏
厦门,全季厦门中山路步行街酒店,福建省厦门市思明区中山路244号,24.454100,118.083000,2016,3,324,4.7,全季,免费停车;洗衣机和烘干机
厦门,如家·neo-厦门集美杏林西路店,厦门市集美区杏西路19号,24.564699,118.037083,2018,2,204,4.7,如家,洗衣机和烘干机;电视可投屏
厦门,如家·neo-厦门文化艺术中心人才市场地铁站店,厦门市思明区湖滨东路319号人才中心院内,24.489564,118.102441,2019,2,197,4.6,如家,SPA服务;健身房;机器人送餐服务;洗衣机和烘干机
厦门,稀岸轻奢公寓酒店(翔安马巷店),马巷街道巷西三里117号,24.671150,118.250059,2022,3,75,4.7,,健身房;免费停车;泳池;洗衣机和烘干机
厦门,厦门屿上别厝·甄选酒店(近鼓浪屿嵩屿码头),中国（福建）自由贸易试验区厦门片区嵩屿街道贞庵村嵩屿社48号,24.451813,118.042691,2024,3,38,4.6,,健身房;电视可投屏
厦门,厦门泰地万怡酒店,海沧区海沧大道 843 号,24.480354,118.044711,2018,5,472,4.5,,免费停车;泳池;洗衣机和烘干机;电视可投屏
厦门,全季厦门中山路银行中心酒店,厦门思明区湖滨西路15号,24.462400,118.078000,2019,3,311,4.8,全季,免费停车;机器人送餐服务;洗衣机和烘干机
厦门,厦门希尔顿逸林酒店,五缘湾木浦路105号,24.529908,118.186795,2015,5,518,4.6,希尔顿,SPA服务;机器人送餐服务;泳池
厦门,中华全国总工会厦门安养中心（环岛路店）,厦门-思明区-环岛南路2699号,24.431220,118.136285,2019,5,620,4.6,,SPA服务;健身房;泳池;洗衣机和烘干机
厦门,厦门五缘湾万达广场亚朵酒店,福建省厦门市湖里区东黄路219号,24.509010,118.182649,2024,4,376,4.5,亚朵,SPA服务;机器人送餐服务;泳池;洗衣机和烘干机
厦门,汉庭厦门火车站酒店,厦门市思明区厦禾路866号,24.467669,118.111365,2020,2,238,4.8,汉庭,健身房;免费停车;泳池;洗衣机和烘干机
厦门,厦门汐海岸海景酒店（集美学村园博苑店）,厦门集美区杏林村西潭路99号,24.554624,118.052642,2023,4,339,4.6,,免费停车;机器人送餐服务;泳池;洗衣机和烘干机
厦门,全季厦门软件园二期会展路酒店,会展路458号(何厝地铁站1号口步行440米),24.486063,118.188591,2024,3,326,4.8,全季,机器人送餐服务;洗衣机和烘干机;电视可投屏
厦门,厦门万豪酒店及会议中心,观滨路236号，近集美大桥，环东海域沙滩旁。,24.610180,118.139747,2018,5,905,4.4,万豪,SPA服务;泳池;洗衣机和烘干机;电视可投屏
厦门,安曼酒店(同安店),"厦门同安区吕厝一里1号, 中国",24.659410,118.162028,2024,4,230,4.5,,泳池;电视可投屏
厦门,厦门磐基希尔顿酒店,嘉禾路199号，直通莲花路口地铁站，近明发商业广场、万象城,24.481923,118.120685,2019,5,698,4.6,希尔顿,SPA服务;免费停车;泳池
厦门,厦门喜来登酒店,嘉禾路386-1号 ，临近SM城市广场二期,24.495081,118.128705,2006,5,695,4.5,,免费停车;泳池;洗衣机和烘干机;电视可投屏
厦门,厦门集美学村嘉庚体育馆亚朵酒店,福建省厦门市集美区海凤路151号,24.594174,118.109375,2023,4,357,4.7,亚朵,SPA服务;健身房;机器人送餐服务;泳池
