restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
湖南博物院-观众餐厅,长沙,28.211884,112.993458,100.0,风景名胜;风景名胜相关;旅游景点,11:00,21:00,湖南博物院,"112.993499,28.211876",28.211876,112.993499,2.6
长沙博物馆-观众餐厅屋顶花园,长沙,28.211987,112.993304,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,湖南博物院,"112.993499,28.211876",28.211876,112.993499,3.5
ROOTS茹滋欧陆料理(省博店),长沙,28.212692,112.991268,182.0,餐饮服务;外国餐厅;外国餐厅,17:30,20:30,湖南博物院,"112.993499,28.211876",28.211876,112.993499,4.8
智慧营养餐厅(湖南省电影公司生活区店),长沙,28.213204,112.996003,100.0,餐饮服务;中餐厅;中餐厅,07:00,19:00,湖南博物院,"112.993499,28.211876",28.211876,112.993499,4.1
将相和茶餐厅,长沙,28.208091,112.991575,40.0,餐饮服务;快餐厅;茶餐厅,09:30,24:00,湖南博物院,"112.993499,28.211876",28.211876,112.993499,4.2
成竹苑中餐厅(绿地中心店),长沙,28.210729,112.988012,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,湖南博物院,"112.993499,28.211876",28.211876,112.993499,4.3
MARKGRAF马奎斯侯爵(省博物院·绿地中心店),长沙,28.210686,112.988004,93.0,餐饮服务;外国餐厅;西餐厅(综合风味),10:00,21:00,湖南博物院,"112.993499,28.211876",28.211876,112.993499,4.5
华远华时代麦当劳餐厅,长沙,28.212908,112.987754,25.0,餐饮服务;快餐厅;麦当劳,07:00,22:00,湖南博物院,"112.993499,28.211876",28.211876,112.993499,4.6
山角落大饭店(CFC富兴时代店),长沙,28.215875,112.988225,53.0,餐饮服务;中餐厅;湖南菜(湘菜),07:00,21:00,湖南博物院,"112.993499,28.211876",28.211876,112.993499,4.2
探崎精致餐厅(CFC富兴时代店),长沙,28.215336,112.987734,100.0,餐饮服务;外国餐厅;日本料理,10:00,22:00,湖南博物院,"112.993499,28.211876",28.211876,112.993499,4.7
清逸阁-茶餐厅,长沙,28.180734,112.936597,59.0,餐饮服务;餐饮相关场所;餐饮相关,09:30,20:00,岳麓山风景名胜区,"112.936153,28.183606",28.183606,112.936153,4.2
山隐栖苑(岳麓山店),长沙,28.187193,112.936348,100.0,住宿服务;住宿服务相关;住宿服务相关,09:00,22:00,岳麓山风景名胜区,"112.936153,28.183606",28.183606,112.936153,4.1
润泽天餐厅(麓山店),长沙,28.178501,112.937813,227.0,餐饮服务;中餐厅;湖南菜(湘菜),17:30,20:30,岳麓山风景名胜区,"112.936153,28.183606",28.183606,112.936153,4.4
步虚楼,长沙,28.177706,112.932422,190.0,餐饮服务;中餐厅;湖南菜(湘菜),10:00,22:00,岳麓山风景名胜区,"112.936153,28.183606",28.183606,112.936153,4.0
住山山食,长沙,28.190276,112.932871,40.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,20:30,岳麓山风景名胜区,"112.936153,28.183606",28.183606,112.936153,4.2
上山食物餐厅,长沙,28.190796,112.931429,66.0,餐饮服务;中餐厅;中餐厅,10:30,20:30,岳麓山风景名胜区,"112.936153,28.183606",28.183606,112.936153,4.4
师大湘味人间餐厅,长沙,28.185475,112.945675,100.0,餐饮服务;中餐厅;中餐厅,09:00,22:00,岳麓山风景名胜区,"112.936153,28.183606",28.183606,112.936153,4.3
陶妹餐馆,长沙,28.185229,112.945757,24.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,20:00,岳麓山风景名胜区,"112.936153,28.183606",28.183606,112.936153,4.3
湖南师范大学-清真餐厅,长沙,28.184976,112.947099,15.0,餐饮服务;中餐厅;清真菜馆,09:00,22:00,岳麓山风景名胜区,"112.936153,28.183606",28.183606,112.936153,4.1
麓山里森林餐厅,长沙,28.180230,112.924241,85.0,餐饮服务;中餐厅;中餐厅,09:30,21:30,岳麓山风景名胜区,"112.936153,28.183606",28.183606,112.936153,4.6
炊烟小炒黄牛肉升级店(华夏店),长沙,28.203477,112.993842,100.0,餐饮服务;中餐厅;湖南菜(湘菜),17:00,21:00,湖南烈士公园,"112.996432,28.209521",28.209521,112.996432,4.6
弘苑餐茶会馆(芙蓉中路辅路店),长沙,28.206673,112.986763,56.0,餐饮服务;茶艺馆;茶艺馆|餐饮服务;中餐厅;中餐厅,11:00,21:00,湖南烈士公园,"112.996432,28.209521",28.209521,112.996432,4.1
杜甫江阁茶馆,长沙,28.185008,112.968767,76.0,餐饮服务;中餐厅;中餐厅,09:00,22:00,杜甫江阁,"112.968624,28.184442",28.184442,112.968624,4.1
