origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
宁波,北京,2025-11-12,NGB,栎社国际机场,PKX,大兴国际机场,2025-11-12 20:15:00,2025-11-12 22:30:00,135,MF7087,厦航,经济舱,充足,737,中型机,波音,1660,1,106
宁波,北京,2025-11-12,NGB,栎社国际机场,PKX,大兴国际机场,2025-11-12 20:40:00,2025-11-12 23:05:00,145,CZ8962,南航,经济舱,充足,321,中型机,空客,1375,1,105
宁波,北京,2025-11-12,NGB,栎社国际机场,PEK,首都国际机场,2025-11-12 09:30:00,2025-11-12 11:50:00,140,SC5144,山航,经济舱,充足,737,中型机,波音,1820,1,110
宁波,北京,2025-11-12,NGB,栎社国际机场,PKX,大兴国际机场,2025-11-12 14:55:00,2025-11-12 17:30:00,155,MU5179,东航,经济舱,充足,320,中型机,空客,1770,1,109
宁波,北京,2025-11-12,NGB,栎社国际机场,PEK,首都国际机场,2025-11-12 17:30:00,2025-11-12 20:00:00,150,SC5699,山航,经济舱,充足,330,大型机,空客,1820,1,112
宁波,北京,2025-11-12,NGB,栎社国际机场,PEK,首都国际机场,2025-11-12 12:10:00,2025-11-12 14:40:00,150,CA1840,国航,经济舱,充足,737,中型机,波音,1822,1,115
宁波,北京,2025-11-12,NGB,栎社国际机场,PEK,首都国际机场,2025-11-12 17:30:00,2025-11-12 20:00:00,150,ZH1542,深航,经济舱,充足,330,大型机,空客,1820,1,111
宁波,北京,2025-11-12,NGB,栎社国际机场,PEK,首都国际机场,2025-11-12 12:10:00,2025-11-12 14:40:00,150,SC5140,山航,经济舱,充足,737,中型机,波音,1820,1,114
宁波,北京,2025-11-12,NGB,栎社国际机场,DLC,周水子机场,2025-11-12 10:20:00,2025-11-12 12:20:00,120,CZ5810,南航,超级经济舱,充足,320,中型机,空客,1749,1,122
宁波,北京,2025-11-12,DLC,周水子机场,PEK,首都国际机场,2025-11-12 14:00:00,2025-11-12 15:20:00,80,CA8905,国航,经济舱,充足,737,中型机,波音,1749,2,122
宁波,北京,2025-11-12,NGB,栎社国际机场,PKX,大兴国际机场,2025-11-12 14:55:00,2025-11-12 17:30:00,155,CZ1977,南航,经济舱,充足,320,中型机,空客,1820,1,113
北京,宁波,2025-11-15,PKX,大兴国际机场,NGB,栎社国际机场,2025-11-15 07:00:00,2025-11-15 09:05:00,125,MU6488,东航,经济舱,充足,320,中型机,空客,1088,1,124
北京,宁波,2025-11-15,PKX,大兴国际机场,NGB,栎社国际机场,2025-11-15 12:40:00,2025-11-15 14:50:00,130,KN5991,中联航,经济舱,充足,737,中型机,波音,1240,1,127
北京,宁波,2025-11-15,PEK,首都国际机场,NGB,栎社国际机场,2025-11-15 14:05:00,2025-11-15 16:20:00,135,CA1541,国航,经济舱,充足,320,中型机,空客,1820,1,137
北京,宁波,2025-11-15,PKX,大兴国际机场,NGB,栎社国际机场,2025-11-15 07:00:00,2025-11-15 09:05:00,125,CZ1978,南航,经济舱,充足,320,中型机,空客,1380,1,129
北京,宁波,2025-11-15,PEK,首都国际机场,NGB,栎社国际机场,2025-11-15 08:30:00,2025-11-15 10:55:00,145,CA1839,国航,经济舱,充足,737,中型机,波音,1530,1,132
北京,宁波,2025-11-15,PKX,大兴国际机场,NGB,栎社国际机场,2025-11-15 07:00:00,2025-11-15 09:05:00,125,KN6758,中联航,经济舱,充足,320,中型机,空客,1370,1,128
北京,宁波,2025-11-15,PKX,大兴国际机场,DLC,周水子机场,2025-11-15 07:30:00,2025-11-15 08:50:00,80,CZ6132,南航,经济舱,充足,320,中型机,空客,790,1,139
北京,宁波,2025-11-15,DLC,周水子机场,NGB,栎社国际机场,2025-11-15 11:15:00,2025-11-15 13:20:00,125,MU6560,东航,经济舱,充足,320,中型机,空客,790,2,139
北京,宁波,2025-11-15,PEK,首都国际机场,NGB,栎社国际机场,2025-11-15 08:30:00,2025-11-15 10:55:00,145,SC5139,山航,经济舱,充足,737,中型机,波音,1530,1,133
北京,宁波,2025-11-15,PEK,首都国际机场,NGB,栎社国际机场,2025-11-15 20:00:00,2025-11-15 22:05:00,125,CA1849,国航,经济舱,充足,737,中型机,波音,1820,1,134
北京,宁波,2025-11-15,PEK,首都国际机场,NGB,栎社国际机场,2025-11-15 20:00:00,2025-11-15 22:05:00,125,ZH1849,深航,经济舱,充足,737,中型机,波音,1820,1,136
