poi_name,latitude,longitude,address,poi_type
上下九步行街,23.114228,113.246895,,attraction
北京路步行街,23.120946,113.267679,,attraction
越秀公园,23.140096,113.265561,,attraction
中山纪念堂,23.132860,113.264692,,attraction
太古汇,23.134218,113.332479,,attraction
东山口文艺街区,23.129000,113.286000,,attraction
广州石室耶稣圣心大教堂,23.114589,113.260262,,attraction
黄埔军校旧址纪念馆,23.086062,113.424710,,attraction
南越王博物院(王墓展区),23.137823,113.261015,,attraction
千年古道遗址,23.124873,113.268844,,attraction
陶陶居酒家(第十甫路店),23.113365,113.242484,,attraction
云山醉餐厅(名汇店),23.114582,113.247940,,restaurant
萨莉亚意式餐厅(002上下九店),23.114666,113.248337,,restaurant
九龙茶餐厅·世界烹饪大师主理餐厅(东急新天地购物广场店),23.114505,113.248544,,restaurant
十甫轩中餐厅(十甫名都商城店),23.113319,113.245509,,restaurant
广州十甫voco酒店·TOCO cafe·巨嘴自助餐厅,23.113153,113.245444,,restaurant
囍串音乐餐吧,23.113075,113.245125,,restaurant
文记壹心鸡,23.115184,113.241926,,restaurant
陈添记,23.114907,113.241602,,restaurant
坚记面食店(伊府面),23.118214,113.250498,,restaurant
何蘭正·泰式茶餐厅(北京路店),23.121068,113.267693,,restaurant
凤来鲜椰子鸡主题餐厅(北京路店),23.121033,113.267523,,restaurant
文通冰室(北京路店),23.120918,113.266893,,restaurant
大头虾越式风味(光明广场店),23.121692,113.267495,,restaurant
木可花房(北京路店),23.120698,113.268698,,restaurant
永盈茶餐厅(惠福东店),23.121535,113.268576,,restaurant
大众食堂韩国料理(北京路步行街店),23.120519,113.268863,,restaurant
粤小满(光明广场店),23.122225,113.267375,,restaurant
阿姨牛杂,23.120272,113.268924,,restaurant
孖宝餐厅(北京路店),23.121331,113.269182,,restaurant
越秀公园.云道汤膳园林餐厅,23.141657,113.268382,,restaurant
绿岛西餐.生日主题.草坪露台餐厅,23.142096,113.268446,,restaurant
粤味道(解放北路店),23.137298,113.262015,,restaurant
九龙冰室(中国大酒店店),23.139943,113.260837,,restaurant
花城里·陌上花开,23.138076,113.269909,,restaurant
Meat times restaurant蜜坦餐厅,23.141163,113.270362,,restaurant
克茗冰室,23.140969,113.260656,,restaurant
哈莉曼餐厅,23.141023,113.270484,,restaurant
克茗冰室(广州城壹汇 · 流花店),23.141229,113.260475,,restaurant
中国大酒店-丽廊餐厅(流花路店),23.140133,113.259995,,restaurant
凯斯尔新疆餐厅,23.134685,113.261613,,restaurant
东方宾馆-咖啡磨自助餐厅(广州东方宾馆店),23.139025,113.258375,,restaurant
陶陶居酒家(解放北路店),23.133583,113.261670,,restaurant
富囍港式茶餐厅(越秀店),23.133575,113.260425,,restaurant
快乐小羊火锅餐厅(流花店),23.141243,113.258321,,restaurant
宇芝·葡萄酒主题融合餐厅(北京路店),23.131136,113.261513,,restaurant
太太茶餐厅(星河亚洲金融中心店),23.132695,113.259374,,restaurant
梳乎茶餐厅(亚洲金融中心店),23.132560,113.259242,,restaurant
绿竹茶餐厅,23.130588,113.259629,,restaurant
求其茶餐厅,23.130588,113.259456,,restaurant
周植记茶餐厅(广仁路店),23.128350,113.267806,,restaurant
点都德(北京路贰店),23.126571,113.268955,,restaurant
太平馆(北京路店),23.126347,113.268959,,restaurant
绿岛西餐·生日主题餐厅(新大新百货店),23.125801,113.268465,,restaurant
日落极致微餐厅日咖夜酒,23.125125,113.269625,,restaurant
芝仕堡意粉餐厅(老字号一条街店),23.126345,113.267659,,restaurant
京保餐厅·始创1994年,23.125349,113.268271,,restaurant
雷霆七号餐厅(天河北路店),23.140553,113.315546,,restaurant
喀秋莎俄罗斯西餐厅(广州分店),23.140583,113.315580,,restaurant
gaga Central(太古汇旗舰店),23.134451,113.332881,,restaurant
翠园(太古汇店),23.133972,113.332932,,restaurant
莆田餐厅PUTIEN(天河太古汇店),23.133982,113.331318,,restaurant
萨莉亚意式餐厅(242石牌桥店),23.132920,113.332130,,restaurant
张正发茶餐厅(广州天河店),23.132694,113.332189,,restaurant
猪哥咖啡餐室(太古汇店),23.133774,113.330771,,restaurant
Sunny Grounds阳光西厨,23.132186,113.331902,,restaurant
等我餸上门海鲜大排档(天河南店),23.132189,113.331517,,restaurant
石板街港澳餐厅(万菱汇店),23.132824,113.330010,,restaurant
表少茶餐厅(天河南店),23.131451,113.333356,,restaurant
MansionC曼森思餐厅,23.127180,113.285253,,restaurant
大橘肥猫茶餐厅(未来城店),23.126484,113.284485,,restaurant
九龙冰室(未来城店),23.127187,113.283287,,restaurant
南雄雄州土菜餐厅(粤北大厦店),23.131419,113.283697,,restaurant
九龙冰室(广州英雄广场店),23.125920,113.284598,,restaurant
盛客茶餐厅(五福商业大厦店),23.132201,113.288402,,restaurant
广东省人民医院职工餐厅,23.124901,113.287533,,restaurant
萨莉亚意式餐厅(中华广场店),23.125876,113.282639,,restaurant
火其林蔬味料理餐厅,23.126789,113.281801,,restaurant
旺角茶餐厅(日升大厦店),23.133376,113.287225,,restaurant
太哼冰室(万菱广场店),23.114886,113.262822,,restaurant
胜记海鲜饭店,23.111838,113.261435,,restaurant
搭台茶餐厅(海珠广场店),23.112610,113.262807,,restaurant
杨记茶餐厅,23.113892,113.256611,,restaurant
九龙冰室(广州星寰店),23.114047,113.264026,,restaurant
点都德(星寰店),23.113551,113.264038,,restaurant
翼品轩海南鸡饭(长堤店),23.111040,113.258709,,restaurant
haxnbauer海森堡德国餐厅(广州星寰店),23.113636,113.264520,,restaurant
海广楼粤菜餐厅,23.116348,113.264768,,restaurant
客家餐馆(高第西鞋街店),23.118181,113.263428,,restaurant
8道精品粤菜餐吧,23.121988,113.292999,,restaurant
广州市上川言粤现代菜,23.122160,113.293018,,restaurant
ilili Bistro,23.121997,113.292728,,restaurant
孔雀楼餐厅,23.138957,113.256959,,restaurant
恒旺自选餐厅,23.083208,113.431319,,restaurant
华逸茶餐厅,23.074308,113.425782,,restaurant
长洲人家农家菜馆(金洲北路店),23.074295,113.425732,,restaurant
龙记港式茶餐厅(长洲岛店),23.074165,113.416949,,restaurant
良澄晟宴餐厅,23.095602,113.438176,,restaurant
新洲餐厅,23.088022,113.407714,,restaurant
RICK BELLA餐厅(鱼珠港北区店),23.101556,113.419258,,restaurant
大林苑精细潮菜(广州首店),23.101671,113.418249,,restaurant
长洲岛帐篷餐厅,23.068401,113.425651,,restaurant
颂季餐厅,23.101548,113.415402,,restaurant
围苑饭堂(北京路店),23.124060,113.270218,,restaurant
八珍餐厅(广大路店),23.126140,113.267649,,restaurant
旺嘢冰室(骏亿汇店),23.123499,113.267525,,restaurant
绿茶餐厅(广州越秀五月花店),23.125839,113.267017,,restaurant
潮粤軒餐厅,22.988580,113.277198,,restaurant
湘遇佳味餐厅,22.981550,113.265371,,restaurant
潮园餐厅,22.988778,113.277390,,restaurant
广州锋·态度酒店餐厅,23.150938,113.258589,,restaurant
iFUNANYA FOOD(伊芙娜亚餐厅),23.151352,113.256330,,restaurant
一撮盐餐厅和咖啡厅,23.146393,113.257404,,restaurant
广州白云机场铂尔曼大酒店·恬园创意中餐厅,23.388786,113.303939,,restaurant
广州白云机场铂尔曼大酒店·U8风味餐厅,23.388920,113.303728,,restaurant
中图餐厅(广州白云国际机场T1航站楼),23.382661,113.305204,,restaurant
曼迈莱泰国餐厅(广州东部中心·广汇新世界店),23.133988,113.599260,,restaurant
四季悦融合菜餐厅(广汇天地店),23.134272,113.599019,,restaurant
MINBURN明本·澳門,23.133767,113.599015,,restaurant
阿拉木图餐厅,23.145460,113.258026,,restaurant
德马士克轻音乐餐厅,23.145499,113.257968,,restaurant
桐舍酒店西餐厅(富立国际大厦店),23.145325,113.259407,,restaurant
明辉餐馆,23.093496,113.314336,,restaurant
天台餐厅(第二师范学院店),23.097542,113.315580,,restaurant
禺山酒店(禺山购物中心店),22.940722,113.366235,,restaurant
萨莉亚意式餐厅(015大北路店),22.940618,113.366439,,restaurant
葡苑西餐厅,22.942360,113.366925,,restaurant
烤尚宫韩式自助餐厅(美食城店),23.376713,113.207555,,restaurant
雅新美食(金城广场店),23.378887,113.208881,,restaurant
中华酒店中餐厅,23.382846,113.203017,,restaurant
萨莉亚意式餐厅(299白云站粤胜广场A区店),23.191281,113.246364,,restaurant
萨莉亚意式餐厅(广州白云站店),23.192478,113.247958,,restaurant
广州白云站逸衡酒店·衡食餐厅,23.193638,113.244280,,restaurant
有米餐室新式茶餐厅,23.395991,113.217650,,restaurant
丽华冰室,23.397792,113.215302,,restaurant
三班籽坛酸菜鱼(花都店),23.393800,113.220016,,restaurant
九记三文鱼(珠村店),23.118469,113.418351,,restaurant
尚品海鲜酒楼,23.121009,113.417834,,restaurant
家味餐厅(珠村店),23.121114,113.417412,,restaurant
知味园餐厅(隆德大厦店),23.133739,113.330800,,restaurant
贞悦品中式炖汤应季菜餐厅,22.764866,113.610661,,restaurant
悦香园港式中餐厅,22.765033,113.610435,,restaurant
幸运海东南亚餐厅(邮轮母港店),22.772071,113.609848,,restaurant
圣丰索菲特·南粤宫中餐厅,23.138114,113.315791,,restaurant
威尔登酒店潮濠中餐厅(萝岗店),23.196692,113.561938,,restaurant
港华冰室(黄埔克拉广场店),23.195747,113.559589,,restaurant
粤苑名點(碧桂园克拉广场店),23.195942,113.559363,,restaurant
小院里餐厅,23.463175,113.165925,,restaurant
万喜红川粤菜餐厅,23.461010,113.164497,,restaurant
湘味餐厅(祥和街店),23.459836,113.165743,,restaurant
希尔顿欢朋酒店·自助早餐厅,23.331510,113.288599,,restaurant
实在湘(广州白云国际机场人和地铁站凯里亚德酒店店),23.333869,113.290031,,restaurant
福满来餐厅,23.331234,113.285392,,restaurant
维度酒店公寓(广州北京路步行街越秀公园店),23.141297,113.270371,环市中路268号 ，近越秀公园,hotel
麗枫酒店·广州金融城天河公园地铁站店,23.122901,113.361862,黄埔大道员村二横路1号东璟花园（天河公园南门斜对面）,hotel
广州花都万豪万枫酒店,23.398005,113.217646,广州市花都区公益路21号,hotel
美豪丽致酒店(广州花都文旅城狮岭店),23.463106,113.166543,广州市花都区狮岭镇阳光南路13号,hotel
榆漫居·高空城景Service Apartment(广州天河体育中心石牌桥地铁站店),23.133973,113.329790,"广州天河区天河路373号7层, 中国",hotel
新濠美国际酒店(广州市桥地铁站钻汇广场店),22.941250,113.366452,"广州番禺区市桥大北路118号, 中国",hotel
广州珠江新城希尔顿欢朋酒店,23.126354,113.342619,广州 天河区 黄埔大道西495号 近石牌东路,hotel
如家精选-广州白云山白云大道北地铁站店,23.225614,113.302653,广东省广州市广东省广州市白云区永平街道白云大道北1392号,hotel
全季广州番禺市桥地铁站酒店,22.955410,113.360497,"广州市番禺区市桥街道东环路471号, 中国",hotel
广州南沙大酒店,22.766739,113.613836,南沙海滨新城商贸大道南二路1号（南沙天后宫旁） ，近港前大道,hotel
广州黄埔瑾程酒店,23.196334,113.561527,永和大道花轮一路1号，近广深高速,hotel
广州人和白云机场希尔顿欢朋酒店,23.331582,113.288792,广州市白云区方华公路1318号,hotel
广州火车站希尔顿欢朋酒店,23.150488,113.262023,白云区解放北路1389号,hotel
广州天河体育中心希尔顿欢朋酒店,23.141132,113.315759,天河北路5-9号正升大厦,hotel
如家NEO-广州中山大学鹭江地铁站店,23.095946,113.312352,广东省广州市海珠区赤岗街道华润万家(客村店)愉景雅苑,hotel
如家·neo-广州天河客运站地铁站店,23.173725,113.340815,天河区元岗路310号自编15栋,hotel
汉庭广州越秀公园酒店,23.145542,113.258515,人民北路696-698号自编6号楼(2号线广州火车站地铁站-市政通道六二号口；11号线至流花地铁站D出口）,hotel
汉庭广州东山口地铁站酒店,23.122330,113.291612,广州市越秀区东华北路50号,hotel
汉庭广州天河珠村地铁站酒店,23.119457,113.417960,广州市天河区中山大道中1025号君易大厦5-6层,hotel
桔子广州北京路步行街起义路酒店,23.119949,113.264087,起义路133号侨力大厦三层五层六层,hotel
白云国际机场,23.387375,113.307392,花东镇机场大道东888号,airport
黄花机场,28.179749,113.235474,黄花镇机场大道308号,airport
长乐国际机场,25.928896,119.674042,空港大道,airport
潮汕机场,23.170197,113.259109,机场路131号白云商业中心首层B1,airport
长水机场,25.099565,102.935835,大板桥街道长水社区,airport
长沙站,28.193580,113.014603,车站中路406号,train_station
广州白云站,23.190910,113.246341,石槎路与潭涌路交叉口东南侧(石潭地铁站出入口旁),train_station
广州站,23.149243,113.257331,流花街道环市西路159号,train_station
广州北站,23.377273,113.203846,站前路1号,train_station
长沙南站,28.147093,113.065510,花侯路,train_station
广州新塘站,23.134057,113.606262,新塘地铁站E3口步行120米,train_station
广州南站,22.988344,113.269097,南站北路,train_station
广州白云国际机场,23.387375,113.307392,花东镇机场大道东888号,airport
长沙黄花机场,28.179749,113.235474,黄花镇机场大道308号,airport
福禧茶餐厅,28.191205,113.012477,,restaurant
南茶北饭(科佳电脑城店),28.192326,113.010582,,restaurant
好口味餐馆(长沙公寓店),28.190254,113.012442,,restaurant
湘味颂餐厅,28.190158,113.012252,,restaurant
紫东阁乐天大酒店(紫韵茶餐厅),28.197640,113.013476,,restaurant
车站美食餐厅,28.145051,113.063126,,restaurant
长沙乡厨餐厅,28.144634,113.071766,,restaurant
长沙乡厨烧烤餐厅,28.152676,113.060013,,restaurant
家味餐馆,28.153587,113.059848,,restaurant
长沙南站希尔顿欢朋酒店·西餐厅,28.142508,113.057616,,restaurant
港味道茶餐厅(东璟花园店),23.122928,113.361741,,restaurant
公子周衢味鲜辣坊(乐雅苑店),23.123356,113.360335,,restaurant
朗里餐馆(泰然楼店),23.124856,113.359089,,restaurant
广州阳光酒店自助餐厅(员村店),23.122510,113.366486,,restaurant
御宴中餐厅(广州阳光酒店),23.122441,113.366540,,restaurant
肯德基车速取餐厅(沙汕DT店),23.173558,113.340981,,restaurant
猫出没Cat's Up·猫主题餐厅,23.171299,113.340200,,restaurant
泰拾光·落日主题泰国餐厅,23.172019,113.343226,,restaurant
椰享拾光·精致椰子鸡(天河新天地店),23.171574,113.343771,,restaurant
萨莉亚意式餐厅(天河新天地店),23.171565,113.343926,,restaurant
西北谷茶餐厅,23.141476,113.272774,,restaurant
库斯帕餐厅KHUSHBOO RESTAURANT,23.149832,113.262173,,restaurant
希尔顿欢朋酒店·欢朋餐厅,23.149500,113.262126,,restaurant
文明餐厅(恒生大厦店),23.146570,113.265508,,restaurant
珺满福饭店(永昇苑店),23.225475,113.301675,,restaurant
辉辉广式茶餐厅(永昇苑店),23.224528,113.302362,,restaurant
汽车穿梭餐厅,23.227363,113.301735,,restaurant
榕記·茶餐厅,23.226734,113.304435,,restaurant
港记港式茶餐厅,23.226761,113.304434,,restaurant
民记煲仔饭(北京路步行街店),23.120474,113.265251,,restaurant
点都德(聚福楼),23.120454,113.265327,,restaurant
富临食府(惠福东路),23.120676,113.265291,,restaurant
超记煲仔饭(惠福东路店),23.120733,113.265670,,restaurant
誉约小馆·招牌海南鸡,23.120833,113.265698,,restaurant
香港启泰(时代广场店),23.140533,113.317672,,restaurant
get holiday 夹脚鞋与鱼子酱,23.140456,113.319335,,restaurant
江南园茶餐厅(雅居乐·鸿禧华庭第1期店),22.953600,113.361785,,restaurant
闲记茶餐厅(市桥店),22.952276,113.361172,,restaurant
Concerto 番禺店,22.951497,113.359082,,restaurant
新顺发餐厅(市桥店),22.954572,113.365491,,restaurant
点都德(汇盈广场店),22.950529,113.360292,,restaurant
椿兰意茶餐厅,23.126625,113.343725,,restaurant
音乐餐吧,23.127911,113.343284,,restaurant
开心冰室(广州天河领展广场店),23.124285,113.343945,,restaurant
潮家兴隆江餐厅(海安路街市店),23.124770,113.340382,,restaurant
孖记茶档(领展·珠江新城店),23.124035,113.344353,,restaurant
西关民俗馆,23.119581,113.236027,,attraction
泮溪酒家,23.121321,113.236214,,restaurant
顺记冰室(荔枝湾店),23.121364,113.236807,,restaurant
禧粤博雅荟私厨,23.121817,113.234791,,restaurant
点都德(荔红楼),23.117959,113.231403,,restaurant
南越王博物院（王宫展区）,23.126878,113.269853,,attraction
伯顿西餐厅(新大新国风北京路店),23.125939,113.268547,,restaurant
点都德(北京路壹店),23.126218,113.271378,,restaurant
国香粤味茶餐厅,23.127325,113.267925,,restaurant
拿福食府(广大路店),23.126882,113.267679,,restaurant
天河城,23.132333,113.322605,,attraction
绿茶餐厅(广州天河城店),23.132316,113.322802,,restaurant
港丽餐厅(天河城),23.132300,113.322385,,restaurant
粤海喜来登酒店·盛宴自助餐厅,23.132377,113.322218,,restaurant
deli&leisure悠乐餐厅宴会厅(天河城店),23.131964,113.322664,,restaurant
敏华冰厅(天河城店),23.131845,113.322562,,restaurant
泰香米泰国餐厅(天河城店),23.131850,113.322861,,restaurant
粤海喜来登酒店·采悦轩中餐厅,23.132707,113.322167,,restaurant
悠·乐(天河又一城店),23.131926,113.323116,,restaurant
粤海喜来登酒店·班妮海鲜餐厅,23.132999,113.322371,,restaurant
文通冰室(体育西路LAB店),23.132085,113.321283,,restaurant
广东省博物馆,23.114743,113.326346,,attraction
丽轩中餐厅,23.116173,113.327470,,restaurant
炳胜公馆(珠江新城店),23.114802,113.328308,,restaurant
炳胜品味(珠江新城旗舰店),23.114953,113.328317,,restaurant
意轩·意式餐厅(珠江新城店),23.116427,113.327203,,restaurant
易鸿欢乐餐厅,23.116415,113.325245,,restaurant
铭门盛宴艺术海鲜姿造(珠江新城店),23.114306,113.328962,,restaurant
徐博馆,23.114407,113.329132,,restaurant
克茗冰室(K11店),23.117511,113.325991,,restaurant
OST餐厅(广州周大福金融中心店),23.117788,113.326131,,restaurant
海心沙2号餐厅·宴会厅,23.111725,113.327939,,restaurant
正佳广场,23.132145,113.327019,,attraction
顾里奇客俄罗斯西餐厅,23.132148,113.327017,,restaurant
荔雅图Li Chateau(正佳广场店),23.132126,113.327019,,restaurant
翠华餐厅(正佳广场店),23.132202,113.327063,,restaurant
唯馨花厨(正佳广场店),23.132086,113.327063,,restaurant
九龙冰室(正佳广场店),23.132125,113.327449,,restaurant
文通冰室(正佳广场店),23.131747,113.326965,,restaurant
陶陶居(正佳店),23.131723,113.327286,,restaurant
牛扒先生·厚切雪花牛扒西餐厅(正佳广场店),23.131541,113.326537,,restaurant
拉丁餐厅(正佳广场店),23.132942,113.326957,,restaurant
广州正佳广场万豪酒店·万豪粤菜餐厅,23.132717,113.326294,,restaurant
