city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
郑州,全季郑州东站省政府酒店,河南省郑州市郑东新区正光路北、民生西街西（便民服务中心）一楼101号,34.767800,113.746000,2023,3,457,4.8,全季,健身房;机器人送餐服务
郑州,郑州新郑国际机场华夏大道亚朵酒店,郑州市航空港区华夏大道西侧2号云港路南侧金融广场亚朵酒店,34.536927,113.826736,2021,4,323,4.7,亚朵,健身房;免费停车;洗衣机和烘干机;电视可投屏
郑州,汉庭郑州沙口路酒店,郑州市金水区沙口路103号,34.778489,113.632973,2019,2,183,4.5,汉庭,SPA服务;健身房;机器人送餐服务;洗衣机和烘干机
郑州,桔子郑州二七广场大卫城酒店,西大街西口1层、5-10层,34.751695,113.668010,2024,3,372,4.8,桔子,免费停车;机器人送餐服务;洗衣机和烘干机
郑州,郑州爱玛金酒店,经济技术开发区第九大街167号,34.707160,113.765391,2023,3,211,4.4,,健身房;机器人送餐服务;电视可投屏
郑州,如家商旅-郑州象湖大学城方特绿博园店,郑州市郑开大道与锦绣路交叉口西南角伟业国际B座,34.772125,113.863671,2020,3,185,4.8,如家,机器人送餐服务;泳池;洗衣机和烘干机;电视可投屏
郑州,郑州高新假日酒店,高新区河阳路186号 （紧邻网络安全科技馆）,34.819372,113.484180,2021,5,533,4.8,,免费停车;电视可投屏
郑州,如家-郑州桐柏路金水西路月季公园地铁站店,河南郑州中原区桐柏北路115 号,34.768965,113.616208,2019,2,123,4.3,如家,健身房;机器人送餐服务;洗衣机和烘干机;电视可投屏
郑州,郑州会展中心商都路亚朵酒店,河南省郑州市金水区商都路6号,34.748433,113.732490,2025,4,375,5.0,亚朵,SPA服务;免费停车;机器人送餐服务;洗衣机和烘干机
郑州,郑州高新皇冠假日酒店,牡丹路26号,34.827628,113.563243,2022,5,556,4.8,,免费停车;机器人送餐服务;洗衣机和烘干机
郑州,如家-郑州未来路中原国际博览中心店,河南省郑州市管城回族区城东路街道商城东路胖胖公寓,34.751806,113.707762,2024,3,206,4.8,如家,健身房;免费停车;泳池;洗衣机和烘干机
郑州,郑州中州雅致酒店(中牟电影小镇店),中牟县官渡大街与中兴路交汇处西北角,34.722506,114.008375,2016,3,107,4.9,,SPA服务;健身房;泳池;洗衣机和烘干机
郑州,郑州温德姆花园酒店,郑东新区九如东路22-1号院（九如东路与龙湖外环路交叉口），紧邻CBD会展中心,34.777824,113.742526,2019,5,499,4.6,,健身房;免费停车;机器人送餐服务;泳池
郑州,全季郑州龙子湖高校区酒店,龙子湖博学路与修业街交叉口全季酒店1楼,34.790156,113.800906,2024,3,475,4.8,全季,机器人送餐服务;洗衣机和烘干机;电视可投屏
郑州,郑州省博物院花园路亚朵酒店,郑州金水区经五路21-5号与农业路交叉口南100米路西,34.784188,113.677554,2020,4,367,4.8,亚朵,SPA服务;机器人送餐服务;洗衣机和烘干机;电视可投屏
郑州,全季酒店(郑州中牟绿博大道方特旅游度假区店),"中牟绿博大道与恒通路交叉口西100米盛和家园3号院, 中国",34.760072,113.890748,2024,3,267,4.8,全季,健身房;电视可投屏
郑州,郑州滨河国际假日酒店(经开蝶湖公园店),南三环与第十五大街交叉口向西20米路南,34.702484,113.789610,2023,3,222,4.8,,机器人送餐服务;电视可投屏
郑州,郑州航空港希尔顿花园酒店,河南省郑州市航空港皛店路29号附2号,34.489252,113.924137,2025,4,385,4.5,希尔顿,SPA服务;健身房;泳池
郑州,郑州新郑国际机场希尔顿欢朋酒店,航空港区迎宾大道6号,34.534382,113.829695,2025,4,476,4.9,希尔顿,SPA服务;免费停车;泳池;洗衣机和烘干机
