city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
绍兴,诸暨祥生世纪酒店,苎萝东路195号,29.702256,120.253708,2019,5,486,4.5,
绍兴,桔子绍兴文理学院鲁迅故里酒店,常禧路26号临近文理学院南山校区、河东河西校区,29.990900,120.569000,2020,3,243,4.8,桔子
绍兴,安玥酒店(绍兴大滩地铁站颐高广场店),越城区颐高广场2幢,30.024749,120.581137,2020,4,167,3.8,
绍兴,绍兴越城希尔顿花园酒店,浙江省绍兴市越城区解放北路328号,30.003190,120.581716,2025,4,387,5.0,希尔顿
绍兴,全季诸暨西施故里酒店,浙江省绍兴市诸暨市苎萝东路22号,29.702600,120.241000,2018,3,385,4.8,全季
绍兴,如家-绍兴人民中路鲁迅故里店,绍兴市越城区人民中路360号（人民路与中兴路交叉口，绍兴银行东侧100米）,29.995812,120.588996,2016,2,149,4.6,如家
绍兴,如家-嵊州吾悦广场官河南路店,官河南路399号（官河南路与领带园二路交口东南角）,29.567261,120.827427,2015,2,144,4.8,如家
绍兴,如家neo-绍兴客运中心鲁迅故里店,浙江省绍兴市越城区中兴北路195号,30.015040,120.593455,2022,2,146,4.3,如家
绍兴,如家-绍兴北站袍江新区奥体中心店,浙江省绍兴市越城区袍江汤公路64号,30.090379,120.602315,2023,2,108,4.1,如家
绍兴,锦江之星（绍兴鲁迅故里城市广场地铁站酒店）,浙江省绍兴市越城区胜利西路748号,30.004240,120.567050,2024,2,166,4.8,锦江之星
绍兴,云和夜泊酒店(绍兴鲁迅故里迎恩门店),浙江省绍兴市越城区北海街道迎恩门风情水街安玥里-6,30.015451,120.568541,2023,5,473,4.7,
绍兴,永利活禅酒店(鲁迅故里店),越城区人民东路175号,29.993871,120.603001,2018,3,116,4.1,
绍兴,全季绍兴上虞e游小镇酒店,曹娥街道五星中路888号,30.029300,120.826000,2021,3,260,4.0,全季
绍兴,汉庭绍兴鲁迅故里酒店,人民中路208号一楼部分，7-14楼全部,29.996300,120.586000,2022,2,293,4.8,汉庭
绍兴,锦江之星诸暨宝龙广场高铁站酒店,诸三路98号,29.729078,120.212837,2011,2,424,4.5,锦江之星
绍兴,维也纳智好酒店（浙江绍兴柯桥北站店）,柯桥区环镇东路与羊山路交叉口北50米诚隆大厦,30.110281,120.548716,2022,3,225,4.4,
绍兴,绍兴鲁迅故里雷迪森世嘉酒店(仓桥直街店),"绍兴越城区府山西路105号, 中国",30.008626,120.569232,2024,4,263,4.2,
绍兴,绍兴安昌古镇观堂,绍兴市柯桥区柯北大道2188号,30.136878,120.495558,2021,5,552,4.7,
绍兴,绍兴木棉花·凯悦臻选酒店,浙江省绍兴市越城区北海街道马臻南路28号,30.000139,120.565449,2025,5,1197,4.7,
绍兴,绍兴越城鲁迅故里开元名庭酒店,"绍兴越城区府山街道胜利东路1号, 中国",30.004758,120.582328,2020,4,341,4.3,
