poi_name,latitude,longitude,address,poi_type
湖南大学,28.183606,112.936153,,attraction
太平老街,28.190528,112.973865,,attraction
火宫殿,28.190528,112.973865,,attraction
橘子洲风景名胜区,28.196505,112.963081,,attraction
谢子龙影像艺术馆,28.117792,112.947121,,attraction
岳麓书院,28.180397,112.940805,,attraction
长沙文和友,28.189233,112.969737,,attraction
文和友老长沙龙虾馆,28.190000,112.980000,,attraction
梅溪湖城市岛,28.181974,112.885848,,attraction
湖南省地质博物馆,28.207576,112.946176,,attraction
火宫殿·湘菜首府(坡子街店),28.190791,112.974259,,restaurant
斯利美爆姐家(坡子街店),28.190953,112.973159,,restaurant
北二楼长沙大排档(坡子街店),28.191433,112.973384,,restaurant
豪客来牛排(长沙悦方ID MALL餐厅),28.189394,112.974530,,restaurant
彭记肉丸店(黄兴南路店),28.189147,112.974185,,restaurant
肆姐面粉馆(星月楼店),28.190257,112.972072,,restaurant
战斧牛排餐厅(悦方IDmall店),28.189385,112.975270,,restaurant
炊烟小炒黄牛肉升级店(步行街黄兴铜像店),28.191183,112.976184,,restaurant
昱龙大盆牛蛙馆,28.192819,112.973742,,restaurant
清逸阁-茶餐厅,28.180734,112.936597,,restaurant
山隐栖苑(岳麓山店),28.187193,112.936348,,restaurant
润泽天餐厅(麓山店),28.178501,112.937813,,restaurant
步虚楼,28.177706,112.932422,,restaurant
住山山食,28.190276,112.932871,,restaurant
上山食物餐厅,28.190796,112.931429,,restaurant
师大湘味人间餐厅,28.185475,112.945675,,restaurant
陶妹餐馆,28.185229,112.945757,,restaurant
湖南师范大学-清真餐厅,28.184976,112.947099,,restaurant
麓山里森林餐厅,28.180230,112.924241,,restaurant
小青橘洲餐厅,28.198253,112.963659,,restaurant
茶仙坊茶餐厅,28.198523,112.962848,,restaurant
渔歌餐厅,28.198575,112.963025,,restaurant
橘洲1910花园法餐厅,28.191580,112.962160,,restaurant
蒸有范(长沙万达广场店),28.198429,112.970513,,restaurant
绿茶餐厅(长沙开福万达店),28.198376,112.970920,,restaurant
百特喜意大利餐厅(万达广场店),28.198357,112.970928,,restaurant
秘笙惠灵顿牛排餐厅(开福万达店),28.198766,112.970925,,restaurant
炊烟小炒黄牛肉升级店(万达广场店),28.198704,112.971193,,restaurant
壹盏灯(华远店),28.191277,112.969168,,restaurant
大杨餐馆(上黎家坡巷店),28.186493,112.971892,,restaurant
黔边炉贵州酸汤牛肉火锅(五一店),28.188372,112.970360,,restaurant
文和友(海信广场),28.189065,112.969660,,restaurant
长沙君悦酒店咖啡厅自助餐厅,28.188979,112.970630,,restaurant
李自健美术馆天鹅湖艺餐厅,28.118930,112.948709,,restaurant
品缦酒店(长沙岳麓洋湖湿地公园地铁站店)·餐厅,28.117071,112.944480,,restaurant
寻味.湘聚品质湖南菜餐厅(湘熙水郡店),28.115783,112.945326,,restaurant
锦湘阁茶餐厅(湘熙水郡店),28.115835,112.949261,,restaurant
沸沸茗品(洋湖店),28.114394,112.948922,,restaurant
雅园.小院花园餐厅,28.123487,112.948995,,restaurant
山公馆餐厅(中盈广场店),28.123516,112.949123,,restaurant
洋湖景里餐厅(洋湖店),28.121219,112.941493,,restaurant
张记梓缘餐馆(中盈广场店),28.124425,112.948934,,restaurant
宜家瑞典风味餐厅(长沙荟聚店),28.117651,112.938537,,restaurant
野巷子无界餐厅(黄兴广场店),28.188144,112.973622,,restaurant
集贤宾馆-餐厅,28.181474,112.942030,,restaurant
回到森林计划,28.173140,112.943420,,restaurant
忆家餐馆,28.177695,112.949156,,restaurant
芙蓉瑜舍酒店-餐厅,28.192438,112.970620,,restaurant
笨罗卜浏阳菜馆(黄兴铜像育英街店),28.190549,112.977668,,restaurant
华逸府营养餐厅(天心佳园店),28.189566,112.980911,,restaurant
六月庭院餐厅,28.189134,112.979606,,restaurant
富桂厨房,28.188791,112.979494,,restaurant
啢啢小館,28.188727,112.979678,,restaurant
东方红餐馆(东茅街),28.189681,112.981743,,restaurant
蟹主隆恩 市井湘菜(丰盈西里店),28.188613,112.979078,,restaurant
态酒店(长沙五一广场IFS国金中心店)·餐厅,28.191046,112.978550,,restaurant
汇自然餐厅(马王街店),28.189316,112.982248,,restaurant
一品香餐馆(东门捷径巷),28.189750,112.982414,,restaurant
玉芙蓉中餐厅,28.180015,112.885583,,restaurant
希尔顿欢朋酒店自助餐厅,28.183774,112.884482,,restaurant
宴武陵中餐厅,28.183951,112.884482,,restaurant
花之源茶餐厅(翡翠湾店),28.180607,112.883179,,restaurant
麓隐·溪湖中餐厅,28.183574,112.883046,,restaurant
山公馆餐厅(长沙金茂大厦店),28.182926,112.882184,,restaurant
长沙梅溪湖英迪格酒店·鹿艳全日餐厅,28.185030,112.883575,,restaurant
梅溪醉餐厅,28.179243,112.882954,,restaurant
周记餐馆(佳兆业·云顶梅溪湖天御店),28.176453,112.888390,,restaurant
玉树林中西餐厅(梅溪湖卓越店),28.175525,112.886964,,restaurant
八八大本营茶餐厅(缤纷荟店),28.198790,112.954506,,restaurant
湖韵茶餐厅(湖韵佳苑店),28.205406,112.949093,,restaurant
西湖锦鲤餐厅,28.210082,112.940116,,restaurant
晴朗橘子创意西餐厅(西湖公园店),28.203690,112.941019,,restaurant
西湖景里餐厅(西湖公园店),28.210252,112.939963,,restaurant
朱砂记(西湖公园店),28.203650,112.940851,,restaurant
枕山晓梦光影艺术餐厅,28.210108,112.939644,,restaurant
燕妮餐馆(望月湖店),28.205073,112.954170,,restaurant
悠居人文茶餐厅(英才园居住小区店),28.215560,112.946307,,restaurant
钰湘宴·剁椒鱼头(岳麓总店),28.212267,112.953595,,restaurant
好再来餐厅,28.201296,112.940213,,restaurant
车站美食餐厅,28.145051,113.063126,,restaurant
长沙乡厨餐厅,28.144634,113.071766,,restaurant
长沙乡厨烧烤餐厅,28.152676,113.060013,,restaurant
福禧茶餐厅,28.191205,113.012477,,restaurant
南茶北饭(科佳电脑城店),28.192326,113.010582,,restaurant
好口味餐馆(长沙公寓店),28.190254,113.012442,,restaurant
河北市场监管局餐厅,38.011075,114.478475,,restaurant
匠心鹅货火焰焖锅,38.017529,114.477682,,restaurant
众诚假日酒店-中餐厅,38.002198,114.489725,,restaurant
瑞庭餐厅,28.246075,113.135225,,restaurant
瑞君阁中餐厅,28.246083,113.135220,,restaurant
夏日玛莉西餐厅(长沙星沙永旺梦乐城店),28.244096,113.136080,,restaurant
国饮楼茶餐厅,28.122433,113.007547,,restaurant
塞纳左岸咖啡(中意一路店),28.122723,113.007456,,restaurant
全家园大酒店(长沙中意一路店),28.121786,113.007807,,restaurant
无为轩餐厅,28.203609,113.010415,,restaurant
茶和友茶餐厅(南湖公寓店),28.204060,113.012014,,restaurant
东庭湘粤餐厅,28.201991,113.010799,,restaurant
麓山大酒店餐厅,28.195638,112.954082,,restaurant
麓知味餐厅,28.195710,112.953745,,restaurant
豪客来牛排(长沙溁湾镇通程广场餐厅),28.195229,112.952641,,restaurant
东家布车·韩国烤肉料理(河西店),28.240592,112.954675,,restaurant
悠鹅港式烧腊餐厅(滨江店),28.240538,112.957068,,restaurant
杂咖(凯德壹中心店),28.241756,112.956313,,restaurant
长沙市天心区惠久餐馆,28.095462,112.984554,,restaurant
南泊旺人文茶餐厅,28.092727,112.991212,,restaurant
香山居餐厅(鑫远·紫樾香山店),28.099793,112.985037,,restaurant
回味时尚餐厅(通程商业广场店),28.194587,112.951994,,restaurant
Viva甜品派,28.183699,112.987247,,restaurant
长沙长聚梅花鹿主题餐厅,28.184507,112.987077,,restaurant
麻潮茶餐厅,28.181667,112.988592,,restaurant
香味圆·森林庭院餐厅,28.103799,113.036400,,restaurant
和聚轩餐馆,28.101479,113.044423,,restaurant
观止茶餐厅(中天瑞景南区店),28.110781,113.039709,,restaurant
风雅阁茶餐厅,28.142382,112.996080,,restaurant
星粤楼餐厅(竹塘西路店),28.144144,112.993094,,restaurant
随园·臻飨中餐厅(华银南苑融域店),28.144068,112.992670,,restaurant
友友餐馆(早谷塘店),28.200234,112.924639,,restaurant
溪山云境森林音乐餐厅,28.195286,112.923373,,restaurant
威哥餐馆,28.200569,112.925288,,restaurant
维也纳国际酒店·长沙铁道学院店,28.142465,112.995892,韶山南路133号 ，雨花社区大厦湘城大酒店，近铁道学院对面,hotel
朵兰达LAB酒店(长沙金融中心茶子山地铁站店),28.240424,112.955245,"长沙岳麓区观沙岭街道茶子山路龙湖铂金岛23栋A座一号口36楼, 中国",hotel
长沙天心万枫酒店,28.135619,112.986248,天心区芙蓉南路一段368号波波天下城1、5栋5-8楼,hotel
长沙嘉瑞得酒店（五一广场IFS国金中心店）,28.190409,112.970035,湘江中路2段36号坡子街海信广场东门,hotel
有读 | 书房酒店(五一广场IFS国金中心店),28.198872,112.982194,"长沙芙蓉区定王台街道中山路93号, 中国",hotel
长沙凯瑞君庭酒店,28.245656,113.135796,"长沙县星沙街道封刀岭社区开元东路209号, 中国",hotel
长沙以楼酒店,28.105274,113.040999,长沙市雨花区万家丽中路三段425号,hotel
