origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
长春,杭州,2025-11-12,CGQ,龙嘉国际机场,HGH,萧山国际机场,2025-11-12 18:45:00,2025-11-12 21:55:00,190,3U2240,川航,经济舱,充足,321,中型机,空客,640,1,4
长春,杭州,2025-11-12,CGQ,龙嘉国际机场,HGH,萧山国际机场,2025-11-12 16:00:00,2025-11-12 19:15:00,195,CZ6405,南航,经济舱,充足,321,中型机,空客,799,1,9
长春,杭州,2025-11-12,CGQ,龙嘉国际机场,HGH,萧山国际机场,2025-11-12 13:50:00,2025-11-12 16:50:00,180,G59010,华夏,经济舱,充足,737,中型机,波音,640,1,3
长春,杭州,2025-11-12,CGQ,龙嘉国际机场,HGH,萧山国际机场,2025-11-12 13:50:00,2025-11-12 16:50:00,180,3U2216,川航,经济舱,充足,737,中型机,波音,640,1,2
长春,杭州,2025-11-12,CGQ,龙嘉国际机场,HGH,萧山国际机场,2025-11-12 21:00:00,2025-11-12 23:50:00,170,ZH1756,深航,经济舱,充足,319,中型机,空客,750,1,6
长春,杭州,2025-11-12,CGQ,龙嘉国际机场,HGH,萧山国际机场,2025-11-12 21:00:00,2025-11-12 23:50:00,170,CA1756,国航,经济舱,充足,319,中型机,空客,740,1,5
长春,杭州,2025-11-12,CGQ,龙嘉国际机场,HGH,萧山国际机场,2025-11-12 18:45:00,2025-11-12 21:55:00,190,MF8070,厦航,经济舱,充足,321,中型机,空客,600,1,1
长春,杭州,2025-11-12,CGQ,龙嘉国际机场,HGH,萧山国际机场,2025-11-12 07:40:00,2025-11-12 10:55:00,195,CZ6545,南航,经济舱,充足,321,中型机,空客,899,1,10
长春,杭州,2025-11-12,CGQ,龙嘉国际机场,PKX,大兴国际机场,2025-11-12 13:40:00,2025-11-12 15:50:00,130,CZ6193,南航,经济舱,充足,320,中型机,空客,1099,1,14
长春,杭州,2025-11-12,PKX,大兴国际机场,HGH,萧山国际机场,2025-11-12 16:40:00,2025-11-12 18:50:00,130,CZ5657,南航,经济舱,充足,737,中型机,波音,1099,2,14
长春,杭州,2025-11-12,CGQ,龙嘉国际机场,WEH,大水泊国际机场,2025-11-12 15:30:00,2025-11-12 17:15:00,105,FM9236,上航,经济舱,充足,737-800,中型机,波音,520,1,11
长春,杭州,2025-11-12,WEH,大水泊国际机场,HGH,萧山国际机场,2025-11-12 21:05:00,2025-11-12 23:10:00,125,GJ8106,长龙,经济舱,充足,320,中型机,空客,520,2,11
杭州,长春,2025-11-16,HGH,萧山国际机场,CGQ,龙嘉国际机场,2025-11-16 20:20:00,2025-11-16 23:30:00,190,CZ6406,南航,经济舱,充足,321,中型机,空客,480,1,15
杭州,长春,2025-11-16,HGH,萧山国际机场,CGQ,龙嘉国际机场,2025-11-16 20:20:00,2025-11-16 23:30:00,190,MF1068,厦航,经济舱,充足,321,中型机,空客,483,1,16
杭州,长春,2025-11-16,HGH,萧山国际机场,CGQ,龙嘉国际机场,2025-11-16 07:20:00,2025-11-16 10:25:00,185,CA8547,国航,经济舱,充足,320,中型机,空客,780,1,19
杭州,长春,2025-11-16,HGH,萧山国际机场,CGQ,龙嘉国际机场,2025-11-16 17:05:00,2025-11-16 20:00:00,175,GJ8087,长龙,经济舱,充足,321,中型机,空客,528,1,17
杭州,长春,2025-11-16,HGH,萧山国际机场,CGQ,龙嘉国际机场,2025-11-16 19:07:00,2025-11-16 22:07:00,180,MF8069,厦航,经济舱,充足,321,中型机,空客,770,1,20
杭州,长春,2025-11-16,HGH,萧山国际机场,CGQ,龙嘉国际机场,2025-11-16 07:20:00,2025-11-16 10:25:00,185,ZH4747,深航,经济舱,充足,320,中型机,空客,1050,1,22
杭州,长春,2025-11-16,HGH,萧山国际机场,CGQ,龙嘉国际机场,2025-11-16 17:05:00,2025-11-16 20:00:00,175,TV2337,西藏航,经济舱,充足,321,中型机,空客,540,1,18
杭州,长春,2025-11-16,HGH,萧山国际机场,YNT,蓬莱机场,2025-11-16 07:35:00,2025-11-16 09:35:00,120,GJ8821,长龙,经济舱,充足,320,中型机,空客,730,1,24
杭州,长春,2025-11-16,YNT,蓬莱机场,CGQ,龙嘉国际机场,2025-11-16 11:05:00,2025-11-16 12:45:00,100,DR6537,苏南瑞丽航,经济舱,充足,737,中型机,波音,730,2,24
杭州,长春,2025-11-16,HGH,萧山国际机场,CGQ,龙嘉国际机场,2025-11-16 14:40:00,2025-11-16 17:40:00,180,3U2239,川航,经济舱,充足,321,中型机,空客,920,1,21
