poi_name,latitude,longitude,address,poi_type
象鼻山景区,25.267579,110.296573,,attraction
正阳步行街,25.275125,110.298130,,attraction
遇龙河竹筏漂流,24.809946,110.399652,,attraction
十里画廊,24.749369,110.476517,,attraction
兴坪古镇,24.916611,110.530606,,attraction
印象刘三姐,24.776000,110.496000,,attraction
东西巷,25.278717,110.299731,,attraction
漓江竹筏漂流（杨堤-兴坪段）,24.922688,110.520203,,attraction
独秀峰,25.281648,110.299118,,attraction
木龙湖,25.291612,110.299316,,attraction
桂林漓江大瀑布饭店-漓江轩餐厅,25.273048,110.296469,,restaurant
漓江大瀑布饭店-漓江轩餐厅,25.273095,110.296467,,restaurant
桂林漓江·瀑上酒店(象鼻山两江四湖店)·观澜餐厅,25.272913,110.296620,,restaurant
青年食代时尚餐厅(凯撒大楼店),25.273870,110.295807,,restaurant
忆咖啡观景餐厅(桂林象山公园店),25.270215,110.296206,,restaurant
黑胡椒印度餐厅(桂林店),25.273736,110.298110,,restaurant
小龙餐馆(文明路一巷),25.270760,110.293371,,restaurant
韩苑茶餐厅(依仁路店),25.276077,110.297095,,restaurant
璟象酒店.爱丽坊景观餐厅,25.268271,110.295394,,restaurant
天龙湾璞悦酒店(桂林象山公园店)·西餐厅,25.267216,110.292730,,restaurant
岛屿餐厅,25.269005,110.292957,,restaurant
独秀餐厅,25.282752,110.300426,,restaurant
香港澜记(东西巷店),25.278725,110.299395,,restaurant
酒拾烤肉(东西巷店),25.278702,110.299195,,restaurant
真鱻故事漓江风味烤鱼餐厅(东西巷店),25.278638,110.300524,,restaurant
ZUI漓江观景餐厅(诗与远方漓江院子店),25.284980,110.303467,,restaurant
桂食客15元自助餐厅,25.286911,110.301664,,restaurant
小辣椒餐馆(漓滨路店),25.275836,110.300338,,restaurant
跑路鸟茶餐室(尚水美食街店),25.275190,110.299915,,restaurant
迷迭香西餐厅(依仁路1-3号),25.275088,110.299183,,restaurant
太哼冰室(步行街口店),25.274727,110.299561,,restaurant
遇香园花园餐厅,24.813925,110.402126,,restaurant
喜鹊音乐餐厅,24.775933,110.495108,,restaurant
齐朔餐厅,24.777089,110.494646,,restaurant
齐翔餐厅,24.776975,110.494575,,restaurant
恒河·印象印度餐厅,24.776363,110.494390,,restaurant
哆哆骆融合餐厅,24.777685,110.494799,,restaurant
亚洲音乐餐厅,24.775439,110.494172,,restaurant
山色餐厅,24.775425,110.494175,,restaurant
蛙小侠(益田西街店),24.774744,110.493574,,restaurant
禾田苑·西街露天花园餐厅,24.774883,110.493468,,restaurant
曼谷街头泰餐厅(云舞·LISA’S酒店店),24.779057,110.494972,,restaurant
遇上梵间轻舍餐厅,24.744601,110.471863,,restaurant
阳朔胜地酒店河滨餐厅,24.741905,110.479428,,restaurant
岚洋茶餐厅,24.751775,110.491175,,restaurant
民族演艺餐厅,24.755992,110.491218,,restaurant
中餐厅·Chinese Restaurant,24.743266,110.491507,,restaurant
刘姐啤酒鱼 民族演艺餐厅(高铁专线十里画 廊店),24.756078,110.491208,,restaurant
