city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
南京,如家·neo-南京火车站小市地铁站店,南京市鼓楼区中央门东门街48号,32.094428,118.786716,2020,2,222,4.7,如家
南京,如家商旅(金标)-南京新街口地铁站洪武路步行街店,南京市秦淮区洪武路50号,32.038904,118.786725,2019,3,235,4.8,如家
南京,锦江之星酒店(南京奥体应天大街地铁站店),应天大街837号,32.017681,118.747197,2025,2,156,4.0,锦江之星
南京,丽怡酒店（南京南站九龙湖地铁站店）,中国/江苏/南京/江宁区/长亭街9号俊杰科创大厦1楼,31.915549,118.823177,2024,3,294,4.9,
南京,如家·neo-南京溧水万达广场店,江苏省南京市溧水区永阳镇高平大街55号A座,31.624988,119.049141,2020,2,171,4.8,如家
南京,全季南京鼓楼广场酒店,中山北路45号1、4楼部分，8～13楼,32.062452,118.779614,2025,3,479,4.9,全季
南京,南京夫子庙银桥亚朵酒店,江苏省南京市秦淮区应天大街588号银桥市场北侧,32.013630,118.765004,2022,4,457,4.6,亚朵
南京,锦江之星（南京新街口店）,中山南路219号,32.032978,118.784920,2016,2,153,4.4,锦江之星
南京,南京江宁希尔顿欢朋酒店,江宁区东山街道上高路88号 ，近汽车4S产业园、众彩物流园,31.974696,118.876525,2018,4,438,4.7,希尔顿
南京,南京白金汉爵大酒店(玄武大道店),栖霞区玄武大道888号,32.103049,118.891212,2020,4,310,4.7,
南京,汉庭南京江宁交院地铁站酒店,江宁区龙眠大道688号9栋,31.909738,118.906534,2022,3,373,4.5,汉庭
南京,南京江宁 Moxy 酒店,天元东路15号（近地铁1号线竹山路2号出口，5号线竹山路5号出口）,31.933570,118.846694,2021,4,331,4.7,
南京,南京夫子庙秦淮游船码头亚朵酒店,江苏省南京市秦淮区大石坝街35号,32.020255,118.792061,2024,4,614,4.7,亚朵
南京,全季南京六合龙池地铁站酒店,江苏省南京市六合区雄州南路333号龙池地铁站2号口,32.318400,118.820000,2019,3,302,4.8,全季
南京,全季南京总统府西安门地铁站酒店,中山东路482号（地铁二号线西安门地铁站2号出口往西300m）,32.040200,118.802000,2022,3,396,4.9,全季
南京,南京博物院航空航天大学亚朵酒店,南京市秦淮区御道街33号与瑞金路交接,32.031157,118.817099,2021,4,528,4.8,亚朵
南京,桔子南京夫子庙景区酒店,南京市秦淮区大石坝26号,32.022122,118.794281,2024,3,441,4.9,桔子
南京,全季酒店(南京医药谷龙泰路店),南京浦口区盘城街道龙泰路17号,32.178064,118.683858,2024,3,339,5.0,全季
南京,南京空港金陵嘉辰酒店,南京市溧水经济开发区新能源大道186号,31.723379,118.948722,2022,5,271,4.7,
南京,南京钟山宾馆,玄武区中山东路307号，近新街口和总统府,32.040825,118.810638,2014,5,395,4.9,
