city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
南昌,南昌万怡酒店,东湖区阳明路249号,28.688469,115.891126,2022,4,413,4.5,,SPA服务;健身房;免费停车;洗衣机和烘干机
南昌,全季南昌红谷滩铜锣湾广场酒店,江西省南昌市红谷滩新区飞虹路516号澳中大厦1楼部分，10-16楼全部,28.697100,115.865000,2023,3,343,4.8,全季,泳池;电视可投屏
南昌,全季酒店(南昌滕王阁八一馆店),"南昌西湖区抚河北路9号, 中国",28.667837,115.888200,2024,3,431,4.7,全季,SPA服务;免费停车
南昌,南昌江西宾馆,八一大道368号,28.681420,115.902607,2012,5,272,4.6,,SPA服务;电视可投屏
南昌,进贤华哲大酒店,江西省南昌市进贤县滨湖路199号,28.378747,116.261460,2015,4,264,4.5,,机器人送餐服务;泳池;电视可投屏
南昌,普瑞思S酒店(南昌红谷滩万达广场店),红谷滩新区世贸路1001号，近万达广场（红谷滩）,28.688318,115.843128,2017,3,199,3.9,,健身房;免费停车;机器人送餐服务;洗衣机和烘干机
南昌,桔子南昌经开区旭辉中心酒店,南昌经济技术开发区双港西大街899号旭辉江来中心B1,28.749400,115.836000,2023,3,293,5.0,桔子,健身房;免费停车;泳池;电视可投屏
南昌,麗枫酒店·南昌八一广场地铁站店,八一大道176号（赣州银行楼上）,28.668481,115.903709,2017,3,260,4.7,,免费停车;泳池
南昌,全季南昌高新京东大道地铁站酒店,江西省南昌高新技术产业开发区金圣路2号，一层局部，2-9层全部,28.685998,115.972828,2025,3,344,4.8,全季,SPA服务;健身房;免费停车
南昌,南昌华侨城福朋喜来登酒店,西湖区燕舞路 6 号,28.631985,115.886571,2022,4,422,4.8,万豪,健身房;免费停车;洗衣机和烘干机;电视可投屏
南昌,桔子南昌红谷滩万达广场酒店,南昌市红谷滩新区会展路888号莱蒙都会小区商业中心B12地块8栋,28.690100,115.847000,2020,3,381,4.8,桔子,SPA服务;免费停车;泳池;洗衣机和烘干机
南昌,汉庭南昌洪都北青山湖西地铁站店,东湖区洪都北大道693号,28.689400,115.926000,2020,2,184,4.9,汉庭,SPA服务;健身房;免费停车;洗衣机和烘干机
南昌,全季南昌滕王阁万寿宫酒店,站前西路299号南旅嘉福里1层部分、12层-15层,28.660925,115.897328,2024,3,403,4.7,全季,泳池;洗衣机和烘干机;电视可投屏
南昌,南昌红谷滩绿地中央公园亚朵酒店,南昌市新建区文化大道绿地中央公园69栋,28.695751,115.835093,2023,4,340,4.7,亚朵,免费停车;洗衣机和烘干机
南昌,南昌力高皇冠假日酒店,沿江中大道266号（近西湖区政府、南昌大桥、滕王阁）,28.658068,115.874420,2020,5,646,4.6,,免费停车;机器人送餐服务
南昌,桔子南昌滕王阁万寿宫酒店,招商大厦A号叠山路468号,28.683273,115.887246,2025,3,514,4.9,桔子,SPA服务;免费停车;泳池
南昌,南昌融创施柏阁酒店,红谷滩区南龙蟠街555号,28.580124,115.797484,2016,5,367,4.8,,健身房;泳池;洗衣机和烘干机;电视可投屏
南昌,如家·neo-南昌滕王阁儿童医院地铁站店,南昌市东湖区二经路4号,28.688720,115.894298,2020,2,155,4.6,如家,泳池;洗衣机和烘干机;电视可投屏
南昌,麗枫酒店(南昌梦时代青山湖大道地铁站店),青山湖南大道1129号,28.670728,115.950114,2020,3,213,4.6,,SPA服务;健身房;洗衣机和烘干机;电视可投屏
南昌,桔子南昌滕王阁朝阳洲南路酒店,南昌市西湖区朝阳洲南路233号玖玖星世界1层部分、11-18层整层,28.661400,115.879000,2023,3,312,4.9,桔子,SPA服务;免费停车;洗衣机和烘干机
