origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
三亚,南京,2025-11-12,SYX,凤凰国际机场,XMN,高崎国际机场,2025-11-12 12:25:00,2025-11-12 14:25:00,120,MF8398,厦航,经济舱,充足,321,中型机,空客,350,1,112
三亚,南京,2025-11-12,XMN,高崎国际机场,NKG,禄口国际机场,2025-11-12 16:50:00,2025-11-12 18:50:00,120,MF8559,厦航,经济舱,充足,737,中型机,波音,350,2,112
三亚,南京,2025-11-12,SYX,凤凰国际机场,NKG,禄口国际机场,2025-11-12 12:40:00,2025-11-12 15:45:00,185,MU3790,东航,经济舱,充足,320NEO,中型机,空客,400,1,110
三亚,南京,2025-11-12,SYX,凤凰国际机场,PVG,浦东国际机场,2025-11-12 15:00:00,2025-11-12 18:15:00,195,MU5374,东航,经济舱,充足,320,中型机,空客,448,1,113
三亚,南京,2025-11-12,PVG,浦东国际机场,NKG,禄口国际机场,2025-11-12 19:15:00,2025-11-12 20:10:00,55,MU2882,东航,经济舱,充足,320,中型机,空客,448,2,113
三亚,南京,2025-11-12,SYX,凤凰国际机场,NKG,禄口国际机场,2025-11-12 07:45:00,2025-11-12 10:55:00,190,HU7697,海航｜海南航空,经济舱,充足,737,中型机,波音,260,1,105
三亚,南京,2025-11-12,SYX,凤凰国际机场,NKG,禄口国际机场,2025-11-12 19:45:00,2025-11-12 22:50:00,185,MU3788,东航,经济舱,充足,321,中型机,空客,300,1,108
三亚,南京,2025-11-12,SYX,凤凰国际机场,NKG,禄口国际机场,2025-11-12 12:40:00,2025-11-12 15:45:00,185,HO1740,吉祥,经济舱,充足,320NEO,中型机,空客,320,1,109
三亚,南京,2025-11-12,SYX,凤凰国际机场,FOC,长乐国际机场,2025-11-12 15:40:00,2025-11-12 18:05:00,145,MF8776,厦航,经济舱,充足,737,中型机,波音,350,1,111
三亚,南京,2025-11-12,FOC,长乐国际机场,NKG,禄口国际机场,2025-11-12 19:25:00,2025-11-12 20:50:00,85,MF8085,厦航,经济舱,充足,737,中型机,波音,350,2,111
三亚,南京,2025-11-12,SYX,凤凰国际机场,NKG,禄口国际机场,2025-11-12 19:45:00,2025-11-12 22:50:00,185,HO1736,吉祥,经济舱,充足,321,中型机,空客,220,1,104
三亚,南京,2025-11-12,SYX,凤凰国际机场,NKG,禄口国际机场,2025-11-12 19:20:00,2025-11-12 22:30:00,190,MU2728,东航,经济舱,充足,320NEO,中型机,空客,283,1,106
三亚,南京,2025-11-12,SYX,凤凰国际机场,NKG,禄口国际机场,2025-11-12 08:50:00,2025-11-12 11:45:00,175,CZ6667,南航,经济舱,充足,320,中型机,空客,300,1,107
南京,三亚,2025-11-17,NKG,禄口国际机场,SYX,凤凰国际机场,2025-11-17 14:50:00,2025-11-17 18:00:00,190,MF3365,厦航,经济舱,充足,320,中型机,空客,1160,1,122
南京,三亚,2025-11-17,NKG,禄口国际机场,SYX,凤凰国际机场,2025-11-17 12:35:00,2025-11-17 15:50:00,195,QW6039,青岛航,经济舱,充足,320NEO,中型机,空客,1160,1,123
南京,三亚,2025-11-17,NKG,禄口国际机场,SYX,凤凰国际机场,2025-11-17 12:35:00,2025-11-17 15:50:00,195,CZ9417,南航,经济舱,充足,320NEO,中型机,空客,1230,1,124
南京,三亚,2025-11-17,NKG,禄口国际机场,SYX,凤凰国际机场,2025-11-17 18:40:00,2025-11-17 22:10:00,210,HU7698,海航｜海南航空,经济舱,充足,737,中型机,波音,950,1,120
南京,三亚,2025-11-17,NKG,禄口国际机场,SYX,凤凰国际机场,2025-11-17 14:50:00,2025-11-17 18:00:00,190,MU2727,东航,经济舱,充足,320,中型机,空客,1100,1,121
南京,三亚,2025-11-17,NKG,禄口国际机场,SYX,凤凰国际机场,2025-11-17 15:25:00,2025-11-17 18:45:00,200,MU3789,东航,经济舱,充足,321,中型机,空客,900,1,119
南京,三亚,2025-11-17,NKG,禄口国际机场,SYX,凤凰国际机场,2025-11-17 08:25:00,2025-11-17 11:40:00,195,MU3787,东航,经济舱,充足,320,中型机,空客,930,1,116
南京,三亚,2025-11-17,NKG,禄口国际机场,SYX,凤凰国际机场,2025-11-17 15:25:00,2025-11-17 18:45:00,200,HO1739,吉祥,经济舱,充足,321,中型机,空客,850,1,117
南京,三亚,2025-11-17,NKG,禄口国际机场,SYX,凤凰国际机场,2025-11-17 20:35:00,2025-11-17 23:55:00,200,CZ6668,南航,经济舱,充足,320,中型机,空客,906,1,118
南京,三亚,2025-11-17,NKG,禄口国际机场,SYX,凤凰国际机场,2025-11-17 08:25:00,2025-11-17 11:40:00,195,HO1735,吉祥,经济舱,充足,320,中型机,空客,880,1,115
