city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
成都,汉庭酒店（成都太古里春熙路步行街店）,成都市锦江区青年路69号,30.657104,104.071766,2025,3,335,4.5,汉庭,SPA服务;健身房;免费停车;泳池
成都,汉庭酒店(成都文殊院地铁站店),成都青羊区洛阳路29号,30.673888,104.067744,2024,2,296,4.9,汉庭,免费停车;泳池;洗衣机和烘干机;电视可投屏
成都,维也纳国际酒店·成都环球中心新会展店,四川成都高新区中和大道一段6号汇城国际,30.547706,104.077068,2017,3,235,4.8,,健身房;免费停车
成都,成都泰合国际大饭店（春熙路太古里店）,滨江中路15号,30.647345,104.068740,2014,5,356,4.7,,免费停车;机器人送餐服务;洗衣机和烘干机
成都,如家酒店(成都华西医大电信路店),武侯区电信路玉华村8号,30.638726,104.063549,2019,2,170,4.7,如家,SPA服务;泳池;洗衣机和烘干机
成都,成都龙泉驿百悦希尔顿酒店,中国四川省成都市龙泉驿区金桉路118号,30.577312,104.186056,2017,5,540,4.8,希尔顿,SPA服务;洗衣机和烘干机
成都,成都九眼桥亚朵网易严选酒店,成都锦江区通宝街泰合财富中心6栋一单元,30.635299,104.107025,2019,4,482,4.7,亚朵,泳池;洗衣机和烘干机
成都,恒尚精品酒店（犀浦地铁站夜市美食街店）,成都市郫都区犀浦街道恒山南街278号,30.754210,103.961986,2024,4,270,4.9,,免费停车;洗衣机和烘干机;电视可投屏
成都,桔子成都温江大学城酒店,四川省成都市温江区百信路169号附110号1-5层,30.674695,103.835292,2024,3,296,4.6,桔子,SPA服务;健身房;泳池;洗衣机和烘干机
成都,成都春熙路太升南路地铁站亚朵酒店,成都市锦江区东玉龙街52号,30.664720,104.080344,2024,4,466,4.3,亚朵,免费停车;泳池;电视可投屏
成都,如家酒店成都宽窄巷子花牌坊地铁站店,成都市金牛区一环路北一段61号,30.683349,104.048186,2025,2,210,4.6,如家,SPA服务;免费停车;机器人送餐服务
成都,成都天府丽都喜来登饭店,人民中路一段15号,30.665030,104.066480,2022,5,616,4.7,,健身房;免费停车;机器人送餐服务;泳池
成都,成都天府新区福朋喜来登酒店,四川省成都市天府新区隆祥西二街198号,30.433700,104.081918,2020,4,497,4.8,万豪,健身房;机器人送餐服务;电视可投屏
成都,成都启雅尚国际酒店(宽窄巷子店),成都市金牛区金鱼街18号,30.682246,104.040873,2017,5,323,4.8,,健身房;机器人送餐服务
成都,成都春熙路希尔顿欢朋酒店,华兴正街68号2-7楼（毗邻春熙路太古里）,30.659953,104.079319,2020,4,517,4.9,希尔顿,SPA服务;泳池;电视可投屏
成都,如家酒店·neo（成都宽窄巷子抚琴夜市店）,成都市金牛区一环路西三段128号（一环路西三段与抚琴东巷交汇处）,30.676929,104.042128,2020,2,163,4.7,如家,健身房;免费停车;泳池;电视可投屏
成都,成都领地希尔顿嘉悦里酒店,四川省成都市青羊区西御街5号,30.655994,104.064055,2019,5,774,4.8,希尔顿,健身房;免费停车;泳池;电视可投屏
成都,汉庭成都玉林生活广场酒店(原紫荆店),成都市高新区紫荆北路12号,30.619858,104.053401,2018,2,206,4.8,汉庭,健身房;机器人送餐服务
成都,成都武侯外双楠希尔顿欢朋酒店,晋阳路432号金楠天街,30.649418,103.994865,2025,4,432,4.8,希尔顿,健身房;免费停车;洗衣机和烘干机
成都,成都犀浦希尔顿欢朋酒店,中国四川省成都市郫都区福满路666号1栋,30.742397,103.991105,2022,4,454,4.9,希尔顿,SPA服务;免费停车;电视可投屏
