city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
大连,全季大连人民路酒店,大连市中山区人民路19号,38.922757,121.648028,2019,3,257,4.6,全季
大连,大连星海假日酒店,星海广场C1区32号(星海广场商圈，紧邻游艇俱乐部及圣亚海洋世界),38.879945,121.573674,2021,5,389,4.6,
大连,大连富力希尔顿酒店,港浦路1号 ，近人民路,38.929115,121.669530,2018,5,654,4.3,希尔顿
大连,全季大连青泥洼商业街酒店,辽宁省大连市中山区青泥街7号,38.916700,121.635000,2021,3,275,4.8,全季
大连,大连一方城堡豪华精选酒店,滨海西路600号,38.877780,121.594480,2014,5,1006,4.6,
大连,大连香格里拉大酒店,"人民路66号(位于人民路商业街,与中山广场相邻)。",38.925259,121.653809,2018,5,676,4.6,
大连,大连中山希尔顿欢朋酒店,中山区解放路223号,38.908247,121.640610,2007,4,368,4.6,希尔顿
大连,维也纳酒店（5.0深化版大连皮口港店）,皮口街道海北路东段50号,39.405224,122.353684,2020,3,198,4.5,
大连,大连金石滩鲁能希尔顿度假酒店,经济技术开发区海滨西路57号,39.074988,121.997931,2018,5,595,4.5,希尔顿
大连,大连东方大厦,辽河西路67号 ，近五彩城,39.050583,121.770554,2019,4,384,4.4,
大连,全季大连机场甘井子区政府酒店,辛吉街1号一至七层,38.957432,121.520067,2024,3,312,4.9,全季
大连,汉庭大连香炉礁酒店,香周路80号,38.933500,121.600000,2022,2,224,4.9,汉庭
大连,如家精选-大连葵英大厦劳动公园店,辽宁大连中山区解放路347号,38.900170,121.645045,2023,3,195,4.9,如家
大连,全季大连星海广场胜利路酒店,胜利路90号,38.902500,121.608000,2022,3,316,4.8,全季
大连,汉庭大连西安路商业街酒店,西安路30A号,38.918736,121.589926,2025,3,233,4.5,汉庭
大连,大连日航饭店,"大连市中山区长江路123号 ,近中山广场人民路商圈",38.926698,121.642900,2015,5,528,4.4,
大连,大连君悦酒店,"星海广场C3区33号 (近百年城雕, 星海广场西南侧近海)。",38.878710,121.584417,2014,5,1038,4.5,
大连,汉庭大连中山解放路酒店,大连市中山区葵英街道解放路318号,38.898600,121.647000,2020,2,215,4.7,汉庭
大连,全季酒店(大连人民广场店),"大连西岗区长江路706号, 中国",38.918345,121.607532,2024,3,302,4.8,全季
大连,大连硬石酒店,辽宁省大连经济技术开发区海滨西路65号,39.077135,122.001204,2020,5,391,4.5,
