origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
厦门,南昌,2025-11-12,XKS,厦门北站,NXG,南昌西站,2025-11-12 11:48:00,2025-11-12 16:46:00,298,G1486,高铁,二等座,充足,399,1,297
厦门,南昌,2025-11-12,XKS,厦门北站,NCG,南昌站,2025-11-12 07:25:00,2025-11-12 13:03:00,338,Z126,普快,硬座,充足,93,1,261
厦门,南昌,2025-11-12,XKS,厦门北站,NXG,南昌西站,2025-11-12 15:38:00,2025-11-12 20:26:00,288,G1694,高铁,二等座,充足,388,1,295
厦门,南昌,2025-11-12,XKS,厦门北站,NXG,南昌西站,2025-11-12 07:19:00,2025-11-12 11:42:00,263,G2046,高铁,二等座,充足,399,1,290
厦门,南昌,2025-11-12,XKS,厦门北站,NCG,南昌站,2025-11-12 17:30:00,2025-11-12 21:33:00,243,G5312,高铁,二等座,充足,398,1,286
厦门,南昌,2025-11-12,XMS,厦门站,NCG,南昌站,2025-11-12 14:00:00,2025-11-12 19:30:00,330,D9194,动车,二等座,充足,230.5,1,276
厦门,南昌,2025-11-12,XKS,厦门北站,NXG,南昌西站,2025-11-12 08:00:00,2025-11-12 12:46:00,286,G2278,高铁,二等座,充足,413,1,296
厦门,南昌,2025-11-12,XKS,厦门北站,NXG,南昌西站,2025-11-12 08:30:00,2025-11-12 13:22:00,292,G1754,高铁,二等座,充足,396,1,293
厦门,南昌,2025-11-12,XKS,厦门北站,NCG,南昌站,2025-11-12 14:24:00,2025-11-12 19:30:00,306,D9194,动车,二等座,充足,221.5,1,272
厦门,南昌,2025-11-12,XMS,厦门站,NCG,南昌站,2025-11-12 08:06:00,2025-11-12 13:31:00,325,D6522,动车,二等座,充足,221,1,273
南昌,厦门,2025-11-17,NCG,南昌站,FZG,抚州站,2025-11-17 15:13:00,2025-11-17 16:06:00,53,D9605,动车,二等座,充足,112.5,1,303
南昌,厦门,2025-11-17,FZG,抚州站,XKS,厦门北站,2025-11-17 16:43:00,2025-11-17 21:23:00,280,Z125,普快,硬座,充足,112.5,2,303
南昌,厦门,2025-11-17,NUG,南昌东站,JIG,吉安西站,2025-11-17 17:41:00,2025-11-17 18:38:00,57,G2775,高铁,二等座,充足,330.5,1,325
南昌,厦门,2025-11-17,JIG,吉安西站,XMS,厦门站,2025-11-17 19:15:00,2025-11-17 22:56:00,221,G2293,高铁,二等座,充足,330.5,2,325
南昌,厦门,2025-11-17,NUG,南昌东站,XMS,厦门站,2025-11-17 16:06:00,2025-11-17 22:27:00,381,G9874,高铁,二等座,充足,426.5,1,343
南昌,厦门,2025-11-17,NXG,南昌西站,XKS,厦门北站,2025-11-17 13:11:00,2025-11-17 17:52:00,281,G2048,高铁,二等座,充足,388,1,331
南昌,厦门,2025-11-17,NUG,南昌东站,QYS,泉州站,2025-11-17 17:36:00,2025-11-17 21:52:00,256,D6531,动车,二等座,充足,216.5,1,307
南昌,厦门,2025-11-17,QYS,泉州站,XKS,厦门北站,2025-11-17 22:10:00,2025-11-17 22:35:00,25,D2231,动车,二等座,充足,216.5,2,307
南昌,厦门,2025-11-17,NCG,南昌站,XKS,厦门北站,2025-11-17 14:38:00,2025-11-17 19:24:00,286,G2295,高铁,二等座,充足,346.5,1,324
南昌,厦门,2025-11-17,NUG,南昌东站,PTS,莆田站,2025-11-17 17:36:00,2025-11-17 21:24:00,228,D6531,动车,二等座,充足,216.5,1,308
南昌,厦门,2025-11-17,PTS,莆田站,XKS,厦门北站,2025-11-17 21:42:00,2025-11-17 22:35:00,53,D2231,动车,二等座,充足,216.5,2,308
南昌,厦门,2025-11-17,HOG,南昌南站,XKS,厦门北站,2025-11-17 14:13:00,2025-11-17 18:46:00,273,G5318,高铁,二等座,充足,381,1,330
南昌,厦门,2025-11-17,NCG,南昌站,XKS,厦门北站,2025-11-17 15:13:00,2025-11-17 19:55:00,282,D9605,动车,二等座,充足,230.5,1,318
南昌,厦门,2025-11-17,XKS,厦门北站,XMS,厦门站,2025-11-17 20:13:00,2025-11-17 20:35:00,22,G241,高铁,二等座,充足,230.5,2,318
南昌,厦门,2025-11-17,NXG,南昌西站,XKS,厦门北站,2025-11-17 13:26:00,2025-11-17 18:05:00,279,G1488,高铁,二等座,充足,399,1,334
