city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
广州,麗枫酒店·广州金融城天河公园地铁站店,黄埔大道员村二横路1号东璟花园（天河公园南门斜对面）,23.122901,113.361862,2023,3,302,4.8,,免费停车;洗衣机和烘干机
广州,如家·neo-广州天河客运站地铁站店,天河区元岗路310号自编15栋,23.173725,113.340815,2025,2,313,4.9,如家,SPA服务;电视可投屏
广州,美豪丽致酒店(广州花都文旅城狮岭店),广州市花都区狮岭镇阳光南路13号,23.463106,113.166543,2022,4,236,4.8,,免费停车;泳池;洗衣机和烘干机
广州,维度酒店公寓(广州北京路步行街越秀公园店),环市中路268号 ，近越秀公园,23.141297,113.270371,2023,3,279,4.7,,健身房;免费停车;电视可投屏
广州,广州火车站希尔顿欢朋酒店,白云区解放北路1389号,23.150488,113.262023,2023,4,656,4.6,希尔顿,健身房;免费停车;泳池
广州,广州南沙大酒店,南沙海滨新城商贸大道南二路1号（南沙天后宫旁） ，近港前大道,22.766739,113.613836,2016,5,642,4.5,,机器人送餐服务;泳池;洗衣机和烘干机;电视可投屏
广州,如家精选-广州白云山白云大道北地铁站店,广东省广州市广东省广州市白云区永平街道白云大道北1392号,23.225614,113.302653,2024,4,410,4.8,如家,SPA服务;健身房;免费停车;泳池
广州,广州黄埔瑾程酒店,永和大道花轮一路1号，近广深高速,23.196334,113.561527,2023,5,383,4.6,,SPA服务;机器人送餐服务
广州,桔子广州北京路步行街起义路酒店,起义路133号侨力大厦三层五层六层,23.119949,113.264087,2025,3,560,4.9,桔子,健身房;机器人送餐服务;泳池;洗衣机和烘干机
广州,广州花都万豪万枫酒店,广州市花都区公益路21号,23.398005,113.217646,2025,4,394,4.8,万豪,健身房;免费停车;机器人送餐服务;电视可投屏
广州,新濠美国际酒店(广州市桥地铁站钻汇广场店),"广州番禺区市桥大北路118号, 中国",22.941250,113.366452,2021,4,198,4.8,,SPA服务;健身房
广州,广州天河体育中心希尔顿欢朋酒店,天河北路5-9号正升大厦,23.141132,113.315759,2018,4,488,4.9,希尔顿,SPA服务;健身房;机器人送餐服务
广州,全季广州番禺市桥地铁站酒店,"广州市番禺区市桥街道东环路471号, 中国",22.955410,113.360497,2024,4,349,4.9,全季,SPA服务;免费停车;机器人送餐服务;电视可投屏
广州,广州珠江新城希尔顿欢朋酒店,广州 天河区 黄埔大道西495号 近石牌东路,23.126354,113.342619,2025,4,804,4.8,希尔顿,健身房;免费停车;电视可投屏
广州,广州人和白云机场希尔顿欢朋酒店,广州市白云区方华公路1318号,23.331582,113.288792,2024,4,438,4.8,希尔顿,泳池;电视可投屏
广州,榆漫居·高空城景Service Apartment(广州天河体育中心石牌桥地铁站店),"广州天河区天河路373号7层, 中国",23.133973,113.329790,2024,4,1088,4.9,,SPA服务;机器人送餐服务;泳池;电视可投屏
广州,汉庭广州越秀公园酒店,人民北路696-698号自编6号楼(2号线广州火车站地铁站-市政通道六二号口；11号线至流花地铁站D出口）,23.145542,113.258515,2024,3,406,4.9,汉庭,SPA服务;机器人送餐服务;泳池
广州,汉庭广州天河珠村地铁站酒店,广州市天河区中山大道中1025号君易大厦5-6层,23.119457,113.417960,2020,2,211,4.8,汉庭,健身房;免费停车;机器人送餐服务;电视可投屏
广州,如家NEO-广州中山大学鹭江地铁站店,广东省广州市海珠区赤岗街道华润万家(客村店)愉景雅苑,23.095946,113.312352,2025,2,318,4.9,如家,SPA服务;机器人送餐服务;洗衣机和烘干机
广州,汉庭广州东山口地铁站酒店,广州市越秀区东华北路50号,23.122330,113.291612,2020,2,362,5.0,汉庭,SPA服务;健身房;泳池;洗衣机和烘干机
