origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
宁波,苏州,2025-11-12,NGH,宁波站,IMH,上海松江站,2025-11-12 16:50:00,2025-11-12 18:48:00,118,G7584,高铁,二等座,充足,151.5,1,304
宁波,苏州,2025-11-12,IMH,上海松江站,SZH,苏州站,2025-11-12 19:16:00,2025-11-12 20:27:00,71,Z282,普快,硬座,充足,151.5,2,304
宁波,苏州,2025-11-12,NGH,宁波站,AOH,上海虹桥站,2025-11-12 16:11:00,2025-11-12 18:18:00,127,D3292,动车,无座,充足,155.0,1,301
宁波,苏州,2025-11-12,AOH,上海虹桥站,OHH,苏州北站,2025-11-12 18:37:00,2025-11-12 19:07:00,30,G1764,高铁,二等座,充足,155.0,2,301
宁波,苏州,2025-11-12,NGH,宁波站,SZH,苏州站,2025-11-12 06:43:00,2025-11-12 09:45:00,182,K336,普快,硬座,充足,62.5,1,305
宁波,苏州,2025-11-12,NGH,宁波站,SZH,苏州站,2025-11-12 18:17:00,2025-11-12 23:59:00,342,T136,普快,硬座,充足,208.5,1,299
宁波,苏州,2025-11-12,NGH,宁波站,OHH,苏州北站,2025-11-12 19:08:00,2025-11-12 21:28:00,140,G3060,高铁,二等座,充足,197.0,1,306
宁波,苏州,2025-11-12,NGH,宁波站,AOH,上海虹桥站,2025-11-12 16:11:00,2025-11-12 18:18:00,127,D3292,动车,无座,充足,160.0,1,303
宁波,苏州,2025-11-12,AOH,上海虹桥站,OHH,苏州北站,2025-11-12 18:52:00,2025-11-12 19:13:00,21,G28,高铁,二等座,充足,160.0,2,303
宁波,苏州,2025-11-12,NGH,宁波站,SZH,苏州站,2025-11-12 18:46:00,2025-11-12 21:53:00,187,D2282,动车,二等座,充足,148.0,1,300
宁波,苏州,2025-11-12,NGH,宁波站,OHH,苏州北站,2025-11-12 16:42:00,2025-11-12 19:30:00,168,G7590,高铁,二等座,充足,196.0,1,311
宁波,苏州,2025-11-12,NGH,宁波站,SZH,苏州站,2025-11-12 16:50:00,2025-11-12 19:55:00,185,G7584,高铁,二等座,充足,197.0,1,315
宁波,苏州,2025-11-12,NGH,宁波站,OHH,苏州北站,2025-11-12 18:09:00,2025-11-12 20:43:00,154,G7566,高铁,一等座,充足,703.0,1,312
苏州,宁波,2025-11-13,OHH,苏州北站,NGH,宁波站,2025-11-13 08:24:00,2025-11-13 10:58:00,154,G7505,高铁,二等座,充足,203.0,1,321
苏州,宁波,2025-11-13,OHH,苏州北站,NGH,宁波站,2025-11-13 12:12:00,2025-11-13 15:04:00,172,G7595,高铁,二等座,充足,206.0,1,329
苏州,宁波,2025-11-13,OHH,苏州北站,NGH,宁波站,2025-11-13 07:06:00,2025-11-13 09:35:00,149,G3059,高铁,一等座,充足,819.0,1,333
苏州,宁波,2025-11-13,OHH,苏州北站,NGH,宁波站,2025-11-13 09:54:00,2025-11-13 12:37:00,163,G7589,高铁,二等座,充足,196.0,1,326
苏州,宁波,2025-11-13,SZH,苏州站,AOH,上海虹桥站,2025-11-13 11:19:00,2025-11-13 11:54:00,35,G7591,高铁,二等座,充足,214.0,1,323
苏州,宁波,2025-11-13,AOH,上海虹桥站,NGH,宁波站,2025-11-13 12:09:00,2025-11-13 13:45:00,96,G7511,高铁,二等座,充足,214.0,2,323
苏州,宁波,2025-11-13,SZH,苏州站,NGH,宁波站,2025-11-13 13:55:00,2025-11-13 16:28:00,153,G7583,高铁,一等座,充足,342.0,1,335
苏州,宁波,2025-11-13,SZH,苏州站,NGH,宁波站,2025-11-13 08:02:00,2025-11-13 11:11:00,189,D2281,动车,一等座,充足,236.0,1,332
苏州,宁波,2025-11-13,OHH,苏州北站,AOH,上海虹桥站,2025-11-13 13:58:00,2025-11-13 14:22:00,24,G261,高铁,二等座,充足,208.0,1,325
苏州,宁波,2025-11-13,AOH,上海虹桥站,NGH,宁波站,2025-11-13 14:38:00,2025-11-13 16:28:00,110,G7583,高铁,二等座,充足,208.0,2,325
苏州,宁波,2025-11-13,OHH,苏州北站,NGH,宁波站,2025-11-13 09:39:00,2025-11-13 12:06:00,147,G7507,高铁,二等座,充足,196.0,1,319
苏州,宁波,2025-11-13,SZH,苏州站,NGH,宁波站,2025-11-13 18:08:00,2025-11-13 20:57:00,169,G7535,高铁,一等座,充足,342.0,1,337
