restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
仁众员工餐厅,成都,30.654170,104.078958,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,春熙路步行街,"104.078817,30.654685",30.654685,104.078817,3.7,必吃榜top10;线上取号排队
龙抄手(总店),成都,30.654531,104.077614,27.0,餐饮服务;中餐厅;特色/地方风味餐厅,09:00,21:30,春熙路步行街,"104.078817,30.654685",30.654685,104.078817,4.5,有包间
都氏家(IFS店),成都,30.654388,104.080336,178.0,餐饮服务;中餐厅;云贵菜|体育休闲服务;娱乐场所;酒吧,11:00,22:00,春熙路步行街,"104.078817,30.654685",30.654685,104.078817,4.5,生日套餐服务;线上取号排队
雍容荟活波龙活青龙自助餐(IFS黑金店),成都,30.654601,104.080517,595.0,餐饮服务;中餐厅;中餐厅|生活服务;美容美发店;美容美发店,18:00,21:00,春熙路步行街,"104.078817,30.654685",30.654685,104.078817,4.5,有等位区
BURANO布拉诺西餐(群光广场店),成都,30.654415,104.077083,156.0,餐饮服务;外国餐厅;西餐厅(综合风味),17:00,21:30,春熙路步行街,"104.078817,30.654685",30.654685,104.078817,4.4,必吃榜top10;线上取号排队
蕉南街·泰式餐厅(春熙路群光广场店),成都,30.654132,104.077153,63.0,餐饮服务;外国餐厅;泰国/越南菜品餐厅,16:30,21:30,春熙路步行街,"104.078817,30.654685",30.654685,104.078817,4.5,有包间
点都德(锦粤壹号IFS国金店),成都,30.654460,104.080868,130.0,餐饮服务;中餐厅;广东菜(粤菜),10:00,21:30,春熙路步行街,"104.078817,30.654685",30.654685,104.078817,4.6,有包间;生日套餐服务
烤匠麻辣烤鱼(IFS店),成都,30.654508,104.080877,95.0,餐饮服务;中餐厅;特色/地方风味餐厅,11:00,24:00,春熙路步行街,"104.078817,30.654685",30.654685,104.078817,4.7,必吃榜top10;生日套餐服务
澳门陈光记烧味饭店(群光店),成都,30.654007,104.076812,50.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,春熙路步行街,"104.078817,30.654685",30.654685,104.078817,4.3,必吃榜top10;户外座位
饕林餐厅(奎星楼店),成都,30.668445,104.053930,100.0,餐饮服务;中餐厅;中餐厅,17:00,21:30,奎星楼街,"104.053864,30.668365",30.668365,104.053864,4.6,必吃榜top10
冒椒火辣(奎星楼街店),成都,30.668316,104.053617,66.0,餐饮服务;中餐厅;特色/地方风味餐厅,11:30,22:00,奎星楼街,"104.053864,30.668365",30.668365,104.053864,4.5,有等位区
纯阳馆鱼香排骨面(吉祥街店),成都,30.668202,104.054804,13.0,餐饮服务;中餐厅;中餐厅,08:00,20:00,奎星楼街,"104.053864,30.668365",30.668365,104.053864,4.4,户外座位
成都吃客(奎星楼总店),成都,30.667881,104.055095,60.0,餐饮服务;中餐厅;四川菜(川菜),17:00,21:30,奎星楼街,"104.053864,30.668365",30.668365,104.053864,4.4,户外座位;线上取号排队
二宝公馆·鱼鲜川菜餐厅(宽窄店),成都,30.667067,104.054643,98.0,餐饮服务;中餐厅;四川菜(川菜),16:30,21:00,奎星楼街,"104.053864,30.668365",30.668365,104.053864,4.5,有包间;有等位区
饕林餐厅(宽窄巷子吉祥街店),成都,30.669547,104.052615,100.0,餐饮服务;中餐厅;中餐厅,17:00,21:30,奎星楼街,"104.053864,30.668365",30.668365,104.053864,4.6,生日套餐服务
五里关火锅(奎星楼店),成都,30.667604,104.055896,110.0,餐饮服务;中餐厅;火锅店,11:00,02:00,奎星楼街,"104.053864,30.668365",30.668365,104.053864,4.7,线上取号排队
