restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
绍兴味道绍兴菜·非遗餐厅(鲁迅故里店),绍兴,29.992004,120.584190,96.0,餐饮服务;中餐厅;中餐厅,16:30,21:00,鲁迅故里,"120.584419,29.993263",29.993263,120.584419,4.6,必吃榜top10;线上取号排队
醉越宴·非遗文化餐厅,绍兴,29.992161,120.583616,73.0,餐饮服务;中餐厅;中餐厅,10:00,21:00,鲁迅故里,"120.584419,29.993263",29.993263,120.584419,4.5,户外座位
绍兴第二医院福康餐厅,绍兴,29.990527,120.585247,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,鲁迅故里,"120.584419,29.993263",29.993263,120.584419,3.7,必吃榜top10;线上取号排队
樊楼越宴,绍兴,29.992762,120.580983,66.0,餐饮服务;中餐厅;中餐厅,10:00,02:00,鲁迅故里,"120.584419,29.993263",29.993263,120.584419,4.5,线上取号排队
优家自选餐厅(锦绣花园店),绍兴,29.989041,120.586015,79.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,鲁迅故里,"120.584419,29.993263",29.993263,120.584419,3.5,有等位区
菲滋意式餐厅(绍兴人民路店),绍兴,29.996281,120.580525,49.0,餐饮服务;外国餐厅;外国餐厅,10:00,22:00,鲁迅故里,"120.584419,29.993263",29.993263,120.584419,4.5,线上取号排队
绍兴遇见美食餐厅,绍兴,29.997472,120.581278,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,鲁迅故里,"120.584419,29.993263",29.993263,120.584419,4.3,必吃榜top10;有包间
港粤茶点港式茶餐厅,绍兴,29.988141,120.583983,100.0,餐饮服务;快餐厅;快餐厅,11:00,21:00,鲁迅故里,"120.584419,29.993263",29.993263,120.584419,3.5,有等位区
宝兴楼,绍兴,29.998368,120.581599,100.0,商务住宅;住宅区;住宅小区|商务住宅;楼宇;楼宇相关,11:00,21:00,鲁迅故里,"120.584419,29.993263",29.993263,120.584419,3.6,生日套餐服务
私家峰味特色苍蝇小馆(马弄店),绍兴,29.996615,120.589810,63.0,餐饮服务;中餐厅;中餐厅,16:00,21:00,鲁迅故里,"120.584419,29.993263",29.993263,120.584419,4.6,必吃榜top10
华慧餐馆,绍兴,30.004535,120.572806,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,绍兴饭店·越芸台茶馆,"120.572875,30.003757",30.003757,120.572875,3.6,必吃榜top10;线上取号排队
府山隐·四季餐厅,绍兴,30.002935,120.573083,100.0,餐饮服务;中餐厅;中餐厅,17:00,20:00,绍兴饭店·越芸台茶馆,"120.572875,30.003757",30.003757,120.572875,4.3,有等位区;生日套餐服务
绿茶餐厅(绍兴府山店),绍兴,30.002128,120.570821,58.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,绍兴饭店·越芸台茶馆,"120.572875,30.003757",30.003757,120.572875,4.7,必吃榜top10;有等位区
永利来餐室·澳门茶餐厅(越城店),绍兴,30.004566,120.575610,33.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,绍兴饭店·越芸台茶馆,"120.572875,30.003757",30.003757,120.572875,3.6,必吃榜top10
壹京餐厅,绍兴,30.000307,120.569311,100.0,餐饮服务;餐饮相关场所;餐饮相关,10:30,22:00,绍兴饭店·越芸台茶馆,"120.572875,30.003757",30.003757,120.572875,4.3,必吃榜top10;线上取号排队
伯安楼酒店,绍兴,30.008774,120.573636,60.0,餐饮服务;中餐厅;浙江菜,16:00,20:30,绍兴饭店·越芸台茶馆,"120.572875,30.003757",30.003757,120.572875,4.3,有包间;线上取号排队
小绍兴菜馆,绍兴,29.999677,120.577461,43.0,餐饮服务;中餐厅;中餐厅,16:30,21:00,绍兴饭店·越芸台茶馆,"120.572875,30.003757",30.003757,120.572875,4.4,有包间
杭越现代餐厅,绍兴,30.001418,120.566751,175.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,绍兴饭店·越芸台茶馆,"120.572875,30.003757",30.003757,120.572875,4.7,必吃榜top10
震元养生餐厅,绍兴,29.999362,120.577485,19.0,餐饮服务;中餐厅;中餐厅,10:00,19:00,绍兴饭店·越芸台茶馆,"120.572875,30.003757",30.003757,120.572875,3.8,户外座位
素满香素食自助餐厅(府山西路店),绍兴,30.008822,120.569289,100.0,餐饮服务;中餐厅;中式素菜馆,17:00,19:00,绍兴饭店·越芸台茶馆,"120.572875,30.003757",30.003757,120.572875,4.7,必吃榜top10;线上取号排队
柠檬餐馆,绍兴,30.044809,120.476777,67.0,餐饮服务;中餐厅;中餐厅,09:00,20:30,柯岩风景区,"120.474709,30.046148",30.046148,120.474709,4.1,有包间;有等位区
开元颐居鲁家客栈(柯岩店),绍兴,30.044878,120.479149,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,柯岩风景区,"120.474709,30.046148",30.046148,120.474709,3.9,有包间;生日套餐服务
肯德基(柯岩风景区店),绍兴,30.044534,120.479678,40.0,餐饮服务;甜品店;甜品店|餐饮服务;冷饮店;冷饮店,08:00,21:30,柯岩风景区,"120.474709,30.046148",30.046148,120.474709,4.2,必吃榜top10
凯世精品酒店-La Allure爱露西餐厅,绍兴,30.031672,120.474253,63.0,餐饮服务;外国餐厅;西餐厅(综合风味),11:00,21:00,柯岩风景区,"120.474709,30.046148",30.046148,120.474709,3.9,必吃榜top10
