city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
上海,上海虹桥国展北新泾地铁站亚朵酒店,上海市长宁区天山西路173号,31.216722,121.373111,2018,4,729,4.8,亚朵
上海,上海北外滩滨江国际广场亚朵酒店（V4.0）,上海市杨浦区杨树浦路1066号,31.252549,121.530663,2025,4,563,4.5,亚朵
上海,上海金桥海昌企鹅万信酒店,上海市浦东新区腾波路555弄47号,30.947674,121.930058,2024,5,680,4.2,
上海,锦江之星（上海奉贤金汇龙湖天街店）,上海市奉贤区聚秀路178弄聚秀佳苑(近金雄南路与聚秀路交叉口),30.965551,121.508332,2023,2,267,4.7,锦江之星
上海,上海豫园万丽酒店,上海市河南南路159号,31.227537,121.487980,2019,5,1385,4.6,
上海,上海浦东南万枫酒店,上海浦东新区沪南路938号,31.182867,121.554214,2024,4,496,4.8,
上海,上海大学上大路亚朵酒店,上海市宝山区上大路69弄2号楼,31.312942,121.403782,2024,4,643,4.7,亚朵
上海,汉庭上海静安寺地铁站酒店,上海市静安区万航渡路105号近北京西路,31.225343,121.442601,2019,3,360,4.3,汉庭
上海,上海鲁能JW万豪侯爵酒店,浦明路988号,31.216472,121.513642,2019,5,1943,4.7,万豪
上海,汉庭酒店(上海颛桥光华路店),"上海闵行区光华路689号, 中国",31.068132,121.385243,2024,3,339,4.9,汉庭
上海,和颐至尚-上海张江金科路店,浦东新区蔡伦路782号（近哈雷路）,31.193621,121.605979,2019,4,468,4.8,
上海,上海龙之梦万丽酒店,长宁路1018号,31.218752,121.417159,2020,5,914,4.5,
上海,全季上海中山公园江苏路酒店(原江苏路地铁站店),上海市长宁区长宁路350号,31.223936,121.427179,2019,3,386,4.3,全季
上海,上海杨浦滨江万豪酒店,上海市杨浦区宁国路25号,31.259921,121.538997,2024,5,823,4.5,万豪
上海,全季酒店(上海松江泗泾地铁站店),上海松江区泗宝路55弄1号,31.116117,121.259880,2024,3,505,4.8,全季
上海,如家商旅(金标)-上海北外滩店,上海市虹口区霍山路300号,31.255413,121.514005,2018,3,502,4.8,如家
上海,桔悦酒店(上海虹桥机场定边路地铁站店),上海嘉定区曹安公路1980号,31.256169,121.356570,2019,4,416,4.5,
上海,如家·neo-上海中山公园延安西路店,上海市长宁区延安西路1303号,31.210862,121.426397,2019,2,404,4.7,如家
