city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
南京,中华门城堡,B00190AMPR,世界上保存最完好的古代城堡式城门，南京明城墙的重要组成部分。,历史文化,,32.012800,118.781821,4.7,08:30,22:00,,1.0,2.5,40.0
南京,南京眼步行桥,BY00004EC5,长江上的双螺旋景观步行桥，现代建筑地标，观赏江景城市天际线。,城市地标,,31.995131,118.703146,4.5,全天开放,全天开放,,1.0,2.5,0.0
南京,美龄宫,B0FFF0AJVN,"蒋介石与宋美龄官邸，法式建筑风格，有""远东第一别墅""之称。",历史文化,,32.045458,118.846557,4.6,07:30,18:00,,1.0,2.5,30.0
南京,秦淮河画舫游船,,秦淮河水上观光体验，欣赏两岸古建筑和夜景，感受六朝古都风韵。,历史文化,,32.020660,118.788899,4.5,09:00,17:00,,0.5,2.0,0.0
南京,南京静海寺纪念馆,B001906U94,《南京条约》签订地，近代史重要见证。,历史文化,,32.092359,118.744723,4.5,09:00,17:00,周一,0.0,1.5,0.0
南京,南京1912街区,B00190AMUB,民国风情商业街区，汇集餐饮娱乐购物，夜景绚丽是年轻人聚集地。,休闲体验,,32.044777,118.795778,4.7,全天开放,全天开放,,1.5,3.0,0.0
南京,阅江楼景区,B001905325,明代楼阁建筑，长江边制高点，视野开阔。,历史文化,,32.094477,118.748018,4.7,08:00,17:30,,1.0,2.5,40.0
南京,中国科学院紫金山天文台,B00190ACB9,中国现代天文学发源地，可俯瞰南京全景，科普教育基地,历史文化,,32.064698,118.830719,4.7,全天开放,全天开放,,0.5,2.0,15.0
南京,灵谷景区,B0FFHDXY5Z,南朝古寺遗址，现为国民革命军阵亡将士公墓，灵谷塔为标志性建筑。,历史文化,,32.056287,118.866392,4.8,06:30,18:30,,1.0,2.5,0.0
南京,狮子桥步行街,B00190B6AO,南京著名美食街区，汇聚各类特色小吃和夜市美食，体验地道南京味道。,休闲体验,,32.067825,118.777783,4.3,全天开放,全天开放,,1.0,2.5,0.0
