restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
山西驻京办餐厅,北京,39.927321,116.393306,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,3.9,户外座位;生日套餐服务
晋府宾馆餐厅,北京,39.927334,116.393352,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,3.4,有等位区;生日套餐服务
Eatalia Carpe Diem意塔利意大利餐厅,北京,39.933060,116.395723,169.0,餐饮服务;外国餐厅;意式菜品餐厅,11:00,22:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.5,户外座位;有包间
邻家乐餐厅,北京,39.934005,116.388577,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,3.6,必吃榜top10;有包间
龙鸿餐厅,北京,39.933970,116.388425,34.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.3,必吃榜top10;有等位区
望春食阁,北京,39.927349,116.400152,100.0,餐饮服务;中餐厅;中餐厅,17:00,20:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.3,有包间;线上取号排队
古铜老院铜锅涮肉·清真(地安门店),北京,39.934360,116.396446,85.0,餐饮服务;中餐厅;清真菜馆|餐饮服务;中餐厅;火锅店,11:00,22:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.7,有包间;线上取号排队
院落(地安门店),北京,39.933384,116.384409,97.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.4,户外座位
茶花妹子云南餐厅(地安门店),北京,39.935500,116.396060,67.0,餐饮服务;中餐厅;云贵菜,10:00,22:30,北海公园,"116.391802,39.928775",39.928775,116.391802,4.6,必吃榜top10
成都驻京办餐厅(蜀都宾馆店),北京,39.925170,116.400666,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,北海公园,"116.391802,39.928775",39.928775,116.391802,4.4,有包间;生日套餐服务
伊峰餐馆(鼓楼店),北京,39.943748,116.388507,100.0,餐饮服务;中餐厅;清真菜馆,05:30,22:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.5,户外座位;线上取号排队
DAddario达达里奥意大利餐厅(后海店),北京,39.939364,116.388671,136.0,餐饮服务;外国餐厅;外国餐厅,11:30,21:30,什刹海,"116.385121,39.941893",39.941893,116.385121,4.7,有等位区
珠穆朗玛餐厅,北京,39.945551,116.386140,88.0,餐饮服务;中餐厅;中餐厅,17:00,20:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.5,有等位区
京城小院胡同菜露台小馆,北京,39.938065,116.379287,82.0,餐饮服务;中餐厅;中餐厅,11:00,22:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.6,必吃榜top10
葫芦娃牛板筋火锅(鼓楼店),北京,39.946717,116.389982,74.0,餐饮服务;中餐厅;火锅店,10:30,22:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.7,有等位区;线上取号排队
鐘餐厅(鼓楼西大街店),北京,39.940920,116.393099,153.0,餐饮服务;外国餐厅;外国餐厅,17:00,21:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.5,线上取号排队
鼎香润,北京,39.947191,116.380111,66.0,餐饮服务;中餐厅;北京菜,11:00,21:30,什刹海,"116.385121,39.941893",39.941893,116.385121,4.6,必吃榜top10
拉兹RAJ印度音乐餐厅,北京,39.940937,116.393636,122.0,餐饮服务;外国餐厅;印度风味,11:00,02:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.7,户外座位;生日套餐服务
PapàDanilo达尼罗叔叔·意大利面(鼓楼店),北京,39.942844,116.393822,153.0,餐饮服务;外国餐厅;意式菜品餐厅,11:00,21:00,什刹海,"116.385121,39.941893",39.941893,116.385121,4.5,户外座位;线上取号排队
老杨餐厅,北京,39.942450,116.376358,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,什刹海,"116.385121,39.941893",39.941893,116.385121,3.8,有等位区;线上取号排队
萬春金福下午茶,北京,39.921094,116.397019,72.0,餐饮服务;餐饮相关场所;餐饮相关,09:30,16:00,景山公园,"116.396551,39.925875",39.925875,116.396551,4.9,线上取号排队
坤宁宫东院餐厅,北京,39.921089,116.397327,100.0,餐饮服务;中餐厅;中餐厅,08:00,16:30,景山公园,"116.396551,39.925875",39.925875,116.396551,4.4,有包间;生日套餐服务
沙滩餐厅,北京,39.925352,116.403318,31.0,餐饮服务;中餐厅;中餐厅,07:00,22:00,景山公园,"116.396551,39.925875",39.925875,116.396551,4.2,有包间;生日套餐服务
景运门故宫餐厅,北京,39.918509,116.398455,56.0,餐饮服务;中餐厅;中餐厅,08:30,15:30,景山公园,"116.396551,39.925875",39.925875,116.396551,3.9,有包间;线上取号排队
冰窖餐厅,北京,39.917514,116.395284,80.0,餐饮服务;中餐厅;中餐厅,10:30,15:00,景山公园,"116.396551,39.925875",39.925875,116.396551,3.9,户外座位;生日套餐服务
北京奥林匹克塔空中餐厅,北京,40.007949,116.394113,485.0,餐饮服务;中餐厅;中餐厅,11:00,21:30,北京奥林匹克公园,"116.393096,40.009926",40.009926,116.393096,4.3,线上取号排队
布鲁豪斯欢乐家庭餐厅,北京,40.012851,116.394914,199.0,餐饮服务;中餐厅;中餐厅,10:00,20:00,北京奥林匹克公园,"116.393096,40.009926",40.009926,116.393096,4.1,必吃榜top10;户外座位
家膳餐厅(亚洲金融大厦店),北京,40.007486,116.389677,31.0,餐饮服务;餐饮相关场所;餐饮相关,07:30,19:30,北京奥林匹克公园,"116.393096,40.009926",40.009926,116.393096,3.9,生日套餐服务;线上取号排队
中国科学技术馆-观众餐厅,北京,40.006021,116.398478,43.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北京奥林匹克公园,"116.393096,40.009926",40.009926,116.393096,4.1,户外座位;线上取号排队
鹅岛精酿啤酒餐厅Goose Island Taproom(北辰荟店),北京,40.004480,116.387388,126.0,体育休闲服务;娱乐场所;酒吧,11:00,21:00,北京奥林匹克公园,"116.393096,40.009926",40.009926,116.393096,4.5,线上取号排队
欢喜Curry咖喱餐厅(北辰荟店),北京,40.003699,116.387849,79.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,北京奥林匹克公园,"116.393096,40.009926",40.009926,116.393096,4.3,必吃榜top10
奥北餐厅,北京,40.006525,116.384075,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,北京奥林匹克公园,"116.393096,40.009926",40.009926,116.393096,3.2,必吃榜top10;线上取号排队
橙堡地中海餐厅,北京,40.003303,116.387743,146.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,北京奥林匹克公园,"116.393096,40.009926",40.009926,116.393096,4.4,有包间
酷车潮玩美式餐厅(北投新奥购物中心店),北京,40.001815,116.394743,86.0,体育休闲服务;娱乐场所;娱乐场所|餐饮服务;中餐厅;中餐厅,10:00,22:00,北京奥林匹克公园,"116.393096,40.009926",40.009926,116.393096,4.2,必吃榜top10
萨莉亚意式餐厅(北投新奥购物中心店),北京,40.001730,116.396090,100.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,北京奥林匹克公园,"116.393096,40.009926",40.009926,116.393096,4.6,必吃榜top10
清华大学甲所餐厅,北京,40.001088,116.322559,100.0,餐饮服务;中餐厅;中餐厅,17:00,20:30,清华大学,"116.325899,40.003220",40.003220,116.325899,4.9,必吃榜top10
清华大学熙春园餐厅,北京,40.002051,116.321323,91.0,餐饮服务;中餐厅;中餐厅,17:00,20:00,清华大学,"116.325899,40.003220",40.003220,116.325899,4.3,有等位区
清华大学荷园餐厅,北京,40.002773,116.321093,20.0,餐饮服务;中餐厅;中餐厅,17:00,19:00,清华大学,"116.325899,40.003220",40.003220,116.325899,4.6,有包间
清华大学清青快餐厅,北京,40.006939,116.328559,28.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,清华大学,"116.325899,40.003220",40.003220,116.325899,4.6,必吃榜top10
清华大学观畴园(餐厅),北京,40.006900,116.322438,48.0,餐饮服务;餐饮相关场所;餐饮相关,17:00,20:30,清华大学,"116.325899,40.003220",40.003220,116.325899,4.4,有包间
清华大学澜园教工餐厅,北京,39.998575,116.325267,33.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,清华大学,"116.325899,40.003220",40.003220,116.325899,4.6,户外座位
寓园教工餐厅,北京,39.998357,116.319091,17.0,餐饮服务;中餐厅;中餐厅,17:00,19:00,清华大学,"116.325899,40.003220",40.003220,116.325899,4.5,户外座位;线上取号排队
清华大学南园餐厅,北京,39.995864,116.327299,12.0,餐饮服务;中餐厅;中餐厅,17:00,19:30,清华大学,"116.325899,40.003220",40.003220,116.325899,4.5,必吃榜top10;线上取号排队
清华大学桃李园餐厅,北京,40.010939,116.326059,100.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,清华大学,"116.325899,40.003220",40.003220,116.325899,4.8,必吃榜top10
华清永生餐厅(创新大厦店),北京,39.995580,116.330193,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,清华大学,"116.325899,40.003220",40.003220,116.325899,4.2,户外座位
金满山前门涮肉(前门总店),北京,39.899557,116.400132,100.0,餐饮服务;中餐厅;火锅店,10:00,22:30,天安门广场,"116.397755,39.903182",39.903182,116.397755,4.4,必吃榜top10
护国寺小吃(肉市街店),北京,39.898374,116.398690,32.0,餐饮服务;快餐厅;快餐厅,05:30,21:30,天安门广场,"116.397755,39.903182",39.903182,116.397755,4.3,必吃榜top10;户外座位
