city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
北京,北京西国贸大酒店,丰管路16号,39.855607,116.308886,2019,5,778,4.5,,SPA服务;健身房;电视可投屏
北京,桔子北京天安门大栅栏酒店,大栅栏街道西街11号,39.895744,116.394075,2022,3,836,4.9,桔子,免费停车;机器人送餐服务
北京,全季北京国贸酒店,北京市朝阳区西大望路甲12号,39.902800,116.473000,2019,3,477,4.6,全季,SPA服务;洗衣机和烘干机
北京,如家-北京广安门内地铁站店,西城区广义街4号,39.892786,116.357856,2015,2,269,4.4,如家,免费停车;电视可投屏
北京,华灯·自然之约酒店（朝阳大悦城青年路地铁站店）,北京朝阳区甘露园中街雅成三里天鹅湾南区二号楼底商106室,39.920372,116.523057,2025,3,408,4.8,,免费停车;洗衣机和烘干机;电视可投屏
北京,汉庭北京西单中心酒店,北京市西城区太仆寺街甲71号,39.912500,116.377000,2015,2,582,4.8,汉庭,SPA服务;免费停车;机器人送餐服务
北京,希岸酒店(北京南站马家堡路店),北京丰台区马家堡路122号26号楼1层,39.847955,116.379932,2020,3,319,4.8,,SPA服务;健身房;洗衣机和烘干机
北京,秋果酒店智选 (北京北七家温都水城店),北七家镇宏福10号院8号楼1号,40.100075,116.366817,2021,3,236,4.6,,免费停车;机器人送餐服务
北京,汉庭北京朝阳站火车站酒店(原朝阳公园桥东店),北京市朝阳区石佛营东里甲1号,39.936047,116.502811,2018,2,261,4.8,汉庭,健身房;电视可投屏
北京,锦江之星(北京回龙观东大街地铁站店),"北京昌平区科星西路与龙锦二街交叉口西南中顺大厦一层, 中国",40.086692,116.357209,2024,2,336,4.9,锦江之星,健身房;机器人送餐服务
北京,汉庭北京会议中心望京来广营酒店,来广营西路18号,40.022800,116.449000,2022,2,273,4.9,汉庭,免费停车;机器人送餐服务;泳池
北京,北京国贸双井亚朵酒店,"北京朝阳区北京市朝阳区东三环南路5号, 中国",39.890911,116.461003,2024,4,570,4.8,亚朵,健身房;机器人送餐服务;电视可投屏
北京,全季北京亚运村鸟巢酒店,北京市朝阳区小营东路3号凯基伦大厦四层,39.993900,116.427000,2019,3,414,4.6,全季,免费停车;机器人送餐服务;泳池;洗衣机和烘干机
北京,桔子北京王府井酒店,北京市东城区灯市口大街57号,39.918800,116.413000,2019,3,611,4.7,桔子,SPA服务;机器人送餐服务;洗衣机和烘干机
北京,北京朝阳望京SOHO亚朵酒店,北京市朝阳区望京园610号,39.989343,116.476707,2019,4,557,4.7,亚朵,SPA服务;健身房;机器人送餐服务
北京,锦江之星（北京天安门和平门地铁站店）,西城区南新华街安平里3号,39.896361,116.383040,2016,2,368,4.5,锦江之星,SPA服务;免费停车;泳池;洗衣机和烘干机
北京,锦江之星北京首都国际机场新国展地铁站酒店,北京市顺义区天竺镇府前二街1号院14楼,40.062471,116.587459,2025,2,217,4.8,锦江之星,SPA服务;免费停车;洗衣机和烘干机;电视可投屏
北京,全季北京中关村科技大学酒店,志新东路甲8号,39.992100,116.369000,2019,3,689,4.9,全季,SPA服务;机器人送餐服务;洗衣机和烘干机
北京,北京天坛东门站希尔顿花园酒店,北京市东城区左安门内大街3号,39.883391,116.433820,2023,5,660,3.9,希尔顿,机器人送餐服务;洗衣机和烘干机;电视可投屏
北京,北京大兴希尔顿酒店,中国北京市大兴区高米店南里18号楼,39.768750,116.339146,2020,5,838,4.5,希尔顿,机器人送餐服务;电视可投屏
