origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
深圳,北京,2025-11-12,IOQ,深圳北站,BXP,北京西站,2025-11-12 11:41:00,2025-11-12 19:30:00,469,G80,高铁,二等座,充足,1107.5,1,557
深圳,北京,2025-11-12,NZQ,福田站,IZQ,广州南站,2025-11-12 12:48:00,2025-11-12 13:35:00,47,G6516,高铁,二等座,充足,1118,1,566
深圳,北京,2025-11-12,IZQ,广州南站,BJP,北京站,2025-11-12 14:16:00,2025-11-12 22:12:00,476,G78,高铁,二等座,充足,1118,2,566
深圳,北京,2025-11-12,IOQ,深圳北站,SJP,石家庄站,2025-11-12 09:29:00,2025-11-12 18:53:00,564,G342,高铁,二等座,充足,893.5,1,553
深圳,北京,2025-11-12,SJP,石家庄站,FTP,北京丰台站,2025-11-12 19:31:00,2025-11-12 20:59:00,88,G618,高铁,二等座,充足,893.5,2,553
深圳,北京,2025-11-12,IOQ,深圳北站,SJP,石家庄站,2025-11-12 11:41:00,2025-11-12 18:27:00,406,G80,高铁,二等座,充足,1166.5,1,565
深圳,北京,2025-11-12,SJP,石家庄站,FTP,北京丰台站,2025-11-12 18:49:00,2025-11-12 20:14:00,85,G626,高铁,二等座,充足,1166.5,2,565
深圳,北京,2025-11-12,IOQ,深圳北站,CWQ,长沙南站,2025-11-12 11:35:00,2025-11-12 14:12:00,157,G876,高铁,二等座,充足,1102.5,1,567
深圳,北京,2025-11-12,CWQ,长沙南站,BJP,北京站,2025-11-12 14:30:00,2025-11-12 22:19:00,469,G486,高铁,二等座,充足,1102.5,2,567
深圳,北京,2025-11-12,IOQ,深圳北站,IZQ,广州南站,2025-11-12 10:13:00,2025-11-12 10:49:00,36,G1040,高铁,二等座,充足,936.5,1,555
深圳,北京,2025-11-12,IZQ,广州南站,BXP,北京西站,2025-11-12 11:15:00,2025-11-12 21:20:00,605,G338,高铁,二等座,充足,936.5,2,555
深圳,北京,2025-11-12,IOQ,深圳北站,BXP,北京西站,2025-11-12 11:41:00,2025-11-12 19:30:00,469,G80,高铁,二等座,充足,1112.5,1,562
深圳,北京,2025-11-12,BXP,北京西站,BOP,北京东站,2025-11-12 20:00:00,2025-11-12 20:25:00,25,S109,城际,无座,充足,1112.5,2,562
深圳,北京,2025-11-12,IOQ,深圳北站,BXP,北京西站,2025-11-12 11:41:00,2025-11-12 19:30:00,469,G80,高铁,二等座,充足,1111.5,1,560
深圳,北京,2025-11-12,BXP,北京西站,BJP,北京站,2025-11-12 20:00:00,2025-11-12 20:14:00,14,S109,城际,无座,充足,1111.5,2,560
深圳,北京,2025-11-12,IOQ,深圳北站,FWP,白洋淀站,2025-11-12 09:42:00,2025-11-12 19:31:00,589,G306,高铁,二等座,充足,954,1,561
深圳,北京,2025-11-12,FWP,白洋淀站,BJP,北京站,2025-11-12 19:50:00,2025-11-12 21:55:00,125,C128,城际,二等座,充足,954,2,561
深圳,北京,2025-11-12,IOQ,深圳北站,FWP,白洋淀站,2025-11-12 09:42:00,2025-11-12 19:31:00,589,G306,高铁,二等座,充足,952,1,559
深圳,北京,2025-11-12,FWP,白洋淀站,VNP,北京南站,2025-11-12 19:50:00,2025-11-12 21:36:00,106,C128,城际,二等座,充足,952,2,559
北京,深圳,2025-11-18,BXP,北京西站,NZQ,福田站,2025-11-18 07:26:00,2025-11-18 18:49:00,683,G335,高铁,二等座,充足,944,1,575
北京,深圳,2025-11-18,BXP,北京西站,IOQ,深圳北站,2025-11-18 14:00:00,2025-11-18 22:24:00,504,G81,高铁,二等座,充足,1107.5,1,584
北京,深圳,2025-11-18,BXP,北京西站,IOQ,深圳北站,2025-11-18 07:26:00,2025-11-18 18:36:00,670,G335,高铁,二等座,充足,936.5,1,571
北京,深圳,2025-11-18,BXP,北京西站,IUQ,虎门站,2025-11-18 14:00:00,2025-11-18 22:05:00,485,G81,高铁,二等座,充足,1112.5,1,586
北京,深圳,2025-11-18,IUQ,虎门站,NZQ,福田站,2025-11-18 22:26:00,2025-11-18 22:56:00,30,G6263,高铁,二等座,充足,1112.5,2,586
北京,深圳,2025-11-18,FTP,北京丰台站,BMP,保定东站,2025-11-18 07:12:00,2025-11-18 07:49:00,37,G621,高铁,二等座,充足,972,1,582
北京,深圳,2025-11-18,BMP,保定东站,NZQ,福田站,2025-11-18 08:09:00,2025-11-18 18:49:00,640,G335,高铁,二等座,充足,972,2,582
北京,深圳,2025-11-18,BXP,北京西站,IZQ,广州南站,2025-11-18 10:00:00,2025-11-18 17:19:00,439,G79,高铁,二等座,充足,1115,1,583
北京,深圳,2025-11-18,IZQ,广州南站,NZQ,福田站,2025-11-18 17:47:00,2025-11-18 18:35:00,48,G6585,高铁,二等座,充足,1115,2,583
