poi_name,latitude,longitude,address,poi_type
平江路历史文化街区,31.313969,120.634556,,attraction
拙政园,31.324194,120.629211,,attraction
苏州博物馆,31.322948,120.627856,,attraction
七里山塘景区,31.317059,120.602105,,attraction
十全街,31.298923,120.632998,,attraction
怡园,31.307521,120.621266,,attraction
退思园,31.157833,120.720272,,attraction
三桥景区,31.158008,120.717448,,attraction
珍珠塔景园,31.160042,120.718122,,attraction
松鹤楼(观前店),31.310677,120.625678,,attraction
得月楼(观前店),31.310410,120.625388,,attraction
平江桃花源记(平江路店),31.314561,120.633675,,restaurant
墨客园·餐厅,31.315297,120.634429,,restaurant
好再来餐馆(肖家巷),31.312201,120.633994,,restaurant
自留地洋房咖啡餐厅(平江路店),31.313597,120.636821,,restaurant
茴悦Fennel&Laurel(仁恒仓街店),31.312871,120.638349,,restaurant
Grande A'moo(仁恒仓街店),31.312907,120.638670,,restaurant
馥郁食里,31.312708,120.639472,,restaurant
同仁四季椰子鸡(苏州仁恒仓街店),31.312277,120.639493,,restaurant
山野板扎·云贵川Bistro(仓街店),31.312262,120.639742,,restaurant
随柳居(建新巷店),31.309541,120.631804,,restaurant
园林里餐馆(园外苑店),31.323827,120.631367,,restaurant
11:11餐厅,31.325814,120.627879,,restaurant
苏州太太苏帮菜·苏面源面宴(拙政园店),31.321648,120.629695,,restaurant
生春阳餐馆(华阳里店),31.322492,120.632072,,restaurant
苏雅兴·文人苏式面馆(博物馆店),31.322121,120.626030,,restaurant
李百蟹(平江路店),31.321145,120.631896,,restaurant
渡口·茶餐厅(平江路店),31.320864,120.631685,,restaurant
橘酱餐厅(狮林里店),31.321947,120.625253,,restaurant
平江桃花源记(平江2店),31.320621,120.631810,,restaurant
芬兰之家西餐,31.320675,120.631957,,restaurant
粤喜猪脚.烧腊.餐厅(金座大厦店),31.311453,120.600703,,restaurant
初见山塘音乐餐厅酒吧,31.317726,120.601528,,restaurant
书香世家山塘府邸·陶然轩中餐厅,31.316772,120.603189,,restaurant
赵元章肉骨烧(山塘街店),31.316450,120.603223,,restaurant
花间堂茴香餐厅(山塘人家店),31.315962,120.603731,,restaurant
吴宅庄园·苏帮菜(山塘街店),31.316888,120.604254,,restaurant
马栋佩烧卖,31.318929,120.602753,,restaurant
鑫震源·苏式大虾生煎(山塘街店),31.315078,120.603486,,restaurant
孙盛兴奥灶面(山塘街总店),31.315056,120.603787,,restaurant
璞拾·茂苑餐厅,31.316030,120.604871,,restaurant
茂苑餐厅·山塘河景·民国私宴,31.316066,120.604961,,restaurant
素满香·素食自助餐厅(苏州·观前街店),31.310412,120.625730,,restaurant
得月楼(观前店),31.310410,120.625388,,restaurant
珍珠饭店,31.309900,120.625823,,restaurant
先启半步颠小酒馆(观前街店),31.309922,120.625108,,restaurant
破店小酒馆(观前店),31.309360,120.626841,,restaurant
回香楼清真餐厅,31.309343,120.624264,,restaurant
东吴苏锦记(宫巷店),31.308622,120.626670,,restaurant
那些年一起吃串的地方(观前店),31.308799,120.623973,,restaurant
李百蟹·蟹粉(观前街店),31.310294,120.628397,,restaurant
天山印象餐厅,31.312575,120.627284,,restaurant
笃笃笃糖粥(十全街店),31.298997,120.632930,,restaurant
润记·广东餐馆(凤凰街店),31.299340,120.632702,,restaurant
协和菜馆(凤凰街店),31.299520,120.632372,,restaurant
南园宾馆·忆江南咖啡厅(带城桥路店),31.296740,120.631931,,restaurant
五卅酒家(带城桥下塘店),31.299167,120.635984,,restaurant
食膳坊餐馆,31.302304,120.636011,,restaurant
祥鑫饮食店,31.298442,120.627964,,restaurant
PenHouse,31.298418,120.627903,,restaurant
Monkey King泰式餐吧,31.298628,120.627780,,restaurant
素人记素食餐厅,31.298404,120.627704,,restaurant
同里湖度假村同里一号船餐厅,31.156125,120.726825,,restaurant
茉里融合性餐厅,31.152002,120.726468,,restaurant
亿江南餐厅,31.156787,120.719058,,restaurant
同里承恩堂庭院私房菜,31.158649,120.720713,,restaurant
同里湖度假村(同里一号船餐厅),31.155828,120.730190,,restaurant
新鑫面餐馆,31.151863,120.718253,,restaurant
同里状元居,31.158314,120.716303,,restaurant
同里湖大饭店卡夫卡餐厅,31.163313,120.728278,,restaurant
同里湖大饭店意旋西餐厅,31.163403,120.728350,,restaurant
同里湖大饭店怡景轩中餐厅,31.163440,120.728300,,restaurant
梅里山下觅花涧·云南菜(石路店),31.311974,120.605834,,restaurant
小欢喜苏帮菜,31.311662,120.605837,,restaurant
萨莉亚意式餐厅(苏州观前街店),31.310619,120.622635,,restaurant
橘鸟轻食餐厅,31.304606,120.624018,,restaurant
温德姆花园酒店-鼎丰阁中餐厅,31.307645,120.625715,,restaurant
老阊门菜馆(养育巷店),31.306681,120.616020,,restaurant
缘由餐厅,31.332687,120.611931,,restaurant
雍禾植发员工餐厅(苏州世界贸易中心店),31.333420,120.609595,,restaurant
金山早茶·花前座餐厅,31.323137,120.612979,,restaurant
苏州高铁北站亚朵酒店·早餐厅(万汇广场店),31.422074,120.640438,,restaurant
大本营虾不打烊音乐烤吧,31.422183,120.635784,,restaurant
楼兰新疆主题餐厅(相城吾悦广场店),31.414101,120.631840,,restaurant
香雪海饭店中餐厅·宴会厅,31.272630,120.627510,,restaurant
苏苑饭店中餐厅(长桥地区店),31.273756,120.630269,,restaurant
格林豪泰餐厅(天域大厦店),31.271822,120.629163,,restaurant
合景万怡酒店·万荟轩自助餐厅,31.274825,120.527725,,restaurant
水天堂西餐厅(悠方店),31.275629,120.528432,,restaurant
星伦多海鲜自助餐厅(悠方店),31.274571,120.528623,,restaurant
新玛头餐厅,31.232386,120.475671,,restaurant
简雅餐厅(石胥路店),31.238974,120.479258,,restaurant
和庭文化餐厅,31.226769,120.478304,,restaurant
苏地亚美致酒店·茶餐厅,31.371457,120.605237,,restaurant
蛙大叔音乐烤吧(汇萃商业广场店),31.370861,120.607207,,restaurant
棒棒糖音乐餐吧,31.369408,120.605373,,restaurant
中联粤海国际酒店中餐厅,31.867002,120.515547,,restaurant
麦当劳购物公园金融街餐厅(华盛大厦店),31.867269,120.515086,,restaurant
云都里酒店(张家港购物公园店),31.869403,120.516097,,restaurant
泰泰漫·泰式茶餐厅(苏州环球港店),31.374945,120.635231,,restaurant
钱雨曼·怀旧餐厅,31.311636,120.603275,,restaurant
庆乐居[西北民族餐厅],31.311175,120.602679,,restaurant
苏州吴中希尔顿逸林酒店-厨艺全日制餐厅,31.185425,120.585075,,restaurant
爱米粒·自选餐厅(苏州湾中心广场店),31.185079,120.585318,,restaurant
Zapfler扎夫德国精酿餐厅(苏州湾中心广场店),31.183904,120.586571,,restaurant
牛宝宝牛排餐厅(阳光步行街店),31.447109,121.105247,,restaurant
肯德基车速取餐厅(前进九八六车速取),31.384278,121.003647,,restaurant
皇后餐厅(弘基财富广场店),31.384484,121.008743,,restaurant
筷客餐厅(弘基财富广场店),31.384770,121.009162,,restaurant
天佑餐厅,31.408360,120.447554,,restaurant
繁花里音乐餐吧小酒馆,31.375053,120.635620,,restaurant
家外家快捷式餐厅(相城大道店),31.375461,120.637909,,restaurant
苏州尹山湖希尔顿酒店·青雅中餐厅,31.245443,120.698313,,restaurant
重庆一号桥老火锅(学士街店),31.306095,120.611657,,restaurant
玖泉里烤肉,31.308067,120.611178,,restaurant
老鑫鹏餐厅(锦华园店),31.379381,121.000024,,restaurant
陆渡餐厅,31.470875,121.183775,,restaurant
抱石中餐厅·正宗苏帮菜(陆渡店),31.474993,121.183979,,restaurant
云尚轩餐厅(陆渡店),31.464629,121.184501,,restaurant
德發財·潮粥茶餐厅(张家港塘桥店),31.818006,120.642798,,restaurant
