restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
妈妈餐厅(城东路店),郑州,34.748675,113.691225,15.0,餐饮服务;中餐厅;中餐厅,17:30,21:00,郑州文庙,"113.688345,34.748659",34.748659,113.688345,4.4,生日套餐服务
甄玉川宴会中心,郑州,34.747760,113.691761,100.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,郑州文庙,"113.688345,34.748659",34.748659,113.688345,4.7,有包间;生日套餐服务
河南大学附属郑州第一人民医院·营养餐厅,郑州,34.750370,113.685219,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,郑州文庙,"113.688345,34.748659",34.748659,113.688345,3.7,有包间
闽豫中餐厅(金多银多珠宝店),郑州,34.748684,113.681630,90.0,餐饮服务;中餐厅;福建菜,10:00,22:00,郑州文庙,"113.688345,34.748659",34.748659,113.688345,4.0,户外座位;线上取号排队
老吴喵馆·猫咖餐厅(新世界百货店),郑州,34.752925,113.682675,28.0,餐饮服务;餐饮相关场所;餐饮相关,09:30,21:30,郑州文庙,"113.688345,34.748659",34.748659,113.688345,4.3,有包间
河南省中医药研究院附属医院餐厅,郑州,34.755083,113.685722,100.0,餐饮服务;中餐厅;中餐厅,17:00,19:30,郑州文庙,"113.688345,34.748659",34.748659,113.688345,3.8,有包间
宇通退休职工餐厅(宇通花园郑汴路42号院店),郑州,34.747100,113.697080,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,郑州文庙,"113.688345,34.748659",34.748659,113.688345,3.6,线上取号排队
妈妈餐厅,郑州,34.745025,113.680175,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,郑州文庙,"113.688345,34.748659",34.748659,113.688345,3.6,有等位区
二广餐馆,郑州,34.757454,113.691651,66.0,餐饮服务;中餐厅;清真菜馆,17:30,22:00,郑州文庙,"113.688345,34.748659",34.748659,113.688345,4.4,必吃榜top10;有包间
御膳堂·药膳餐厅(御玺大厦店),郑州,34.747991,113.699877,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,郑州文庙,"113.688345,34.748659",34.748659,113.688345,3.4,必吃榜top10;有等位区
彩丰楼中餐厅(郑州丹尼斯广场洲际酒店),郑州,34.757771,113.665954,227.0,餐饮服务;餐饮相关场所;餐饮相关,17:30,21:30,大卫城购物中心,"113.666031,34.758202",34.758202,113.666031,4.2,必吃榜top10
一绪寿喜烧(丹尼斯·大卫城店),郑州,34.757768,113.665886,159.0,餐饮服务;外国餐厅;日本料理,11:00,22:00,大卫城购物中心,"113.666031,34.758202",34.758202,113.666031,4.6,生日套餐服务
The boots泥靴Get holiday(大卫城店),郑州,34.758578,113.666557,117.0,餐饮服务;外国餐厅;西餐厅(综合风味),11:00,22:00,大卫城购物中心,"113.666031,34.758202",34.758202,113.666031,4.8,线上取号排队
王品牛排(郑州大卫城店),郑州,34.757501,113.666208,258.0,餐饮服务;外国餐厅;牛扒店(扒房),17:00,21:00,大卫城购物中心,"113.666031,34.758202",34.758202,113.666031,4.4,户外座位
湘鼎盛臻品餐厅(大卫城店),郑州,34.757365,113.665761,61.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,大卫城购物中心,"113.666031,34.758202",34.758202,113.666031,4.6,有等位区
祖母的厨房(丹尼斯·大卫城店),郑州,34.757262,113.666027,136.0,餐饮服务;中餐厅;中餐厅,11:00,21:30,大卫城购物中心,"113.666031,34.758202",34.758202,113.666031,4.5,必吃榜top10
德福的印度餐厅(大卫城店),郑州,34.756973,113.665911,83.0,餐饮服务;餐饮相关场所;餐饮相关,10:30,21:30,大卫城购物中心,"113.666031,34.758202",34.758202,113.666031,4.6,户外座位;有等位区
曼玉(丹尼斯·大卫城店),郑州,34.756848,113.666241,90.0,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,11:00,21:00,大卫城购物中心,"113.666031,34.758202",34.758202,113.666031,4.7,有等位区;生日套餐服务
