city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
上海,上海自然博物馆,B00156NVZG,以自然历史为主题的综合性博物馆，互动性强，适合亲子教育。,历史文化,,31.229167,121.451944,4.7,09:00,17:00,周一,2.5,4.0,30
上海,徐汇滨江绿地,B00156ZEPU,黄浦江西岸生态文化艺术带，融合自然景观与现代艺术装置，适合休闲漫步。,自然风光,,31.180766,121.463869,4.9,全天开放,全天开放,,2.0,3.5,0
上海,刘海粟美术馆,B0FFF9ZXZW,以刘海粟命名的专业美术馆，收藏展示现代中国美术作品。,艺术展览,,31.209504,121.419424,4.7,全天开放,全天开放,周一,1.5,3.0,0
上海,黄浦江游船,B00155QFFH,从水上欣赏外滩万国建筑群和陆家嘴现代天际线。,休闲体验,,31.227636,121.498369,4.5,10:00,21:00,,0.5,2.0,150
上海,上海鲁迅公园,B00155KZKW,纪念文学家鲁迅的主题公园，环境清幽适合晨练散步。,历史文化,,31.271766,121.483535,4.8,05:00,21:00,,0.5,2.0,0
上海,龙华寺,B00155AMEJ,上海最古老寺庙，千年古刹香火旺盛，春季桃花盛开。,历史文化,,31.175174,121.451842,4.9,07:00,16:30,,0.5,2.0,10
上海,上海K11购物艺术中心,B00156EKCV,将购物与艺术相结合的创新商业空间，定期举办当代艺术展览。,艺术展览,,31.223433,121.473582,4.8,10:00,22:00,,1.5,3.0,0
上海,武康大楼,B00155ITJ1,上海地标建筑，法式建筑典范，网红打卡地标建筑。,历史文化,,31.204430,121.438278,4.8,全天开放,全天开放,,0.0,1.5,0
上海,上海博物馆（人民广场馆）,B001535BBC,中国古代艺术博物馆，收藏丰富的青铜器、陶瓷、书画等珍品。,历史文化,,31.228234,121.475497,4.6,09:00,17:00,周一,1.5,3.0,0
上海,上海田子坊,B00155HO6Y,艺术创意园区，汇集画廊、手工艺店和特色咖啡厅。,艺术展览,,31.208197,121.468662,4.6,10:00,22:00,,1.0,2.5,0
