city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
重庆,重庆江北希尔顿惠庭酒店,重庆市江北区红石路318号,29.571345,106.495655,2022,5,339,4.5,希尔顿,健身房;洗衣机和烘干机
重庆,汉庭酒店(重庆东站长生桥地铁站店),重庆南岸区通江大道107号附3号,29.506233,106.656653,2025,3,267,5.0,汉庭,SPA服务;健身房;免费停车;洗衣机和烘干机
重庆,桔子重庆大坪龙湖时代天街酒店,大坪正街110号,29.540970,106.514986,2024,3,333,5.0,桔子,健身房;机器人送餐服务
重庆,仙女山哈希国际大酒店,重庆武隆区仙女山镇银杏大道57号33幢,29.417406,107.766265,2024,5,916,4.5,,SPA服务;健身房;机器人送餐服务
重庆,雲间小筑酒店(重庆茶园店),重庆市南岸区天文街道天荣路34号,29.519757,106.650916,2022,3,211,5.0,,健身房;免费停车;机器人送餐服务;洗衣机和烘干机
重庆,重庆洪崖洞千厮门大桥江景亚朵酒店,重庆市渝中区临江路2号,29.561246,106.577839,2018,4,553,4.4,亚朵,机器人送餐服务;泳池
重庆,城市便捷酒店（重庆大足石刻店）,重庆大足区龙岗中路246号,29.699131,105.718021,2025,3,124,4.9,,健身房;免费停车;机器人送餐服务;电视可投屏
重庆,豪泰酒店(观音桥郑家院子轻轨站店),黄泥磅紫荆路109号（地铁郑家院子站3号出口），近黄泥磅。,29.596847,106.532222,2019,3,80,4.8,,SPA服务;机器人送餐服务;洗衣机和烘干机;电视可投屏
重庆,维也纳酒店（5.0重庆融创文旅城店）,重庆市沙坪坝区西桂路公寓14号1幢3号门,29.638230,106.352458,2024,3,251,4.8,,免费停车;泳池
重庆,如家·neo-重庆奥体中心石桥铺地铁站店,九龙坡区渝州路108号,29.534221,106.493188,2020,2,174,4.9,如家,免费停车;机器人送餐服务;泳池
重庆,金科圣嘉酒店(朝天门湖广会馆店),长江滨江路80号,29.559166,106.588133,2023,4,136,4.8,,免费停车;电视可投屏
重庆,重庆北站北广场亚朵酒店,重庆市两江新区太湖东路11号两江产运星云1幢,29.617252,106.552192,2025,4,393,4.9,亚朵,免费停车;洗衣机和烘干机
重庆,桔子酒店(重庆杨家坪动物园店),"重庆九龙坡区杨家坪街道前进支路18号, 中国",29.508770,106.511598,2023,4,340,5.0,桔子,健身房;电视可投屏
重庆,桔子重庆冉家坝酒店,重庆市渝北区余松路319号,29.587200,106.492000,2017,3,265,4.8,桔子,SPA服务;洗衣机和烘干机
重庆,全季重庆上清寺酒店,重庆市渝中区上清寺嘉陵桥西村2号,29.560682,106.545678,2021,3,315,4.8,全季,SPA服务;免费停车;洗衣机和烘干机;电视可投屏
重庆,重庆希尔顿酒店,"中山三路139号, 两路口地铁站旁 ，近解放碑商圈",29.555068,106.549466,2005,5,564,4.8,希尔顿,健身房;机器人送餐服务;电视可投屏
重庆,汉庭重庆大渡口新山村地铁站酒店,翠柏路96号附92号、附93号、附94号（近新山村地铁站、大渡口步行街、天安数码城、万达广场）,29.470839,106.474801,2024,3,229,5.0,汉庭,SPA服务;免费停车;洗衣机和烘干机
重庆,桔子重庆解放碑步行街酒店,重庆市渝中区新华路138号,29.558200,106.582000,2019,3,339,4.7,桔子,机器人送餐服务;洗衣机和烘干机;电视可投屏
重庆,斯悦酒店(软件产业中心财富Mall店),重庆渝北区洪湖西路24号,29.608095,106.500893,2024,4,203,4.5,,SPA服务;机器人送餐服务;电视可投屏
重庆,全季重庆铜梁万达广场酒店,东城街道办事处财富广场东路88号潜能商都,29.840700,106.079000,2023,3,291,4.9,全季,健身房;免费停车;洗衣机和烘干机;电视可投屏
