origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
西安,北京,2025-11-12,XIY,咸阳机场,PKX,大兴国际机场,2025-11-12 17:30:00,2025-11-12 19:30:00,120,MU2115,东航,经济舱,充足,320,中型机,空客,370,1,209
西安,北京,2025-11-12,XIY,咸阳机场,PKX,大兴国际机场,2025-11-12 16:00:00,2025-11-12 18:00:00,120,MU2113,东航,经济舱,充足,C919,中型机,商飞,400,1,211
西安,北京,2025-11-12,XIY,咸阳机场,PKX,大兴国际机场,2025-11-12 14:00:00,2025-11-12 15:40:00,100,MU2111,东航,经济舱,充足,320,中型机,空客,410,1,210
西安,北京,2025-11-12,XIY,咸阳机场,PEK,首都国际机场,2025-11-12 14:00:00,2025-11-12 16:10:00,130,SC5342,山航,经济舱,充足,321,中型机,空客,700,1,219
西安,北京,2025-11-12,XIY,咸阳机场,PKX,大兴国际机场,2025-11-12 11:50:00,2025-11-12 14:00:00,130,3U2066,川航,经济舱,充足,321,中型机,空客,340,1,206
西安,北京,2025-11-12,XIY,咸阳机场,PEK,首都国际机场,2025-11-12 08:30:00,2025-11-12 10:50:00,140,CA1206,国航,经济舱,充足,737,中型机,波音,1000,1,221
西安,北京,2025-11-12,XIY,咸阳机场,PEK,首都国际机场,2025-11-12 18:50:00,2025-11-12 21:00:00,130,G58007,华夏,经济舱,充足,737,中型机,波音,600,1,217
西安,北京,2025-11-12,XIY,咸阳机场,PEK,首都国际机场,2025-11-12 14:00:00,2025-11-12 16:10:00,130,CA1210,国航,经济舱,充足,321,中型机,空客,700,1,218
西安,北京,2025-11-12,XIY,咸阳机场,PKX,大兴国际机场,2025-11-12 06:30:00,2025-11-12 08:30:00,120,MF3018,厦航,经济舱,充足,320,中型机,空客,332,1,204
西安,北京,2025-11-12,XIY,咸阳机场,CSX,黄花机场,2025-11-12 13:05:00,2025-11-12 14:50:00,105,GS7607,海航｜天津航空,经济舱,充足,320,中型机,空客,1330,1,230
西安,北京,2025-11-12,CSX,黄花机场,PEK,首都国际机场,2025-11-12 16:30:00,2025-11-12 18:55:00,145,HU7336,海航｜海南航空,经济舱,充足,330,大型机,空客,1330,2,230
北京,西安,2025-11-15,PEK,首都国际机场,XIY,咸阳机场,2025-11-15 11:55:00,2025-11-15 14:15:00,140,HU7237,海航｜海南航空,经济舱,充足,787,大型机,波音,450,1,246
北京,西安,2025-11-15,PEK,首都国际机场,XIY,咸阳机场,2025-11-15 17:00:00,2025-11-15 19:20:00,140,SC5351,山航,经济舱,充足,319,中型机,空客,430,1,242
北京,西安,2025-11-15,PKX,大兴国际机场,XIY,咸阳机场,2025-11-15 17:00:00,2025-11-15 19:10:00,130,KN6386,中联航,经济舱,充足,320,中型机,空客,564,1,248
北京,西安,2025-11-15,PEK,首都国际机场,TAO,胶东国际机场,2025-11-15 09:00:00,2025-11-15 10:25:00,85,CA1575,国航,经济舱,充足,320,中型机,空客,600,1,253
北京,西安,2025-11-15,TAO,胶东国际机场,XIY,咸阳机场,2025-11-15 12:35:00,2025-11-15 14:50:00,135,CA4863,国航,经济舱,充足,737,中型机,波音,600,2,253
北京,西安,2025-11-15,PKX,大兴国际机场,XIY,咸阳机场,2025-11-15 08:30:00,2025-11-15 10:35:00,125,MF1631,厦航,经济舱,充足,321,中型机,空客,318,1,232
北京,西安,2025-11-15,PEK,首都国际机场,XIY,咸阳机场,2025-11-15 06:40:00,2025-11-15 08:55:00,135,9H7137,海航｜长安航空,经济舱,充足,737,中型机,波音,450,1,238
北京,西安,2025-11-15,PEK,首都国际机场,XIY,咸阳机场,2025-11-15 19:15:00,2025-11-15 21:25:00,130,HU7537,海航｜海南航空,经济舱,充足,737,中型机,波音,400,1,239
北京,西安,2025-11-15,PKX,大兴国际机场,XIY,咸阳机场,2025-11-15 09:00:00,2025-11-15 10:55:00,115,MU2104,东航,经济舱,充足,321,中型机,空客,445,1,240
北京,西安,2025-11-15,PEK,首都国际机场,XIY,咸阳机场,2025-11-15 20:15:00,2025-11-15 22:25:00,130,CA1205,国航,经济舱,充足,321,中型机,空客,900,1,249
北京,西安,2025-11-15,PKX,大兴国际机场,XIY,咸阳机场,2025-11-15 12:55:00,2025-11-15 15:00:00,125,MU2110,东航,经济舱,充足,320NEO,中型机,空客,445,1,244
