restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
重庆餐馆(嘉华路店),泉州,24.703018,118.452352,100.0,餐饮服务;中餐厅;中餐厅,09:00,22:00,安平桥,"118.448945,24.707569",24.707569,118.448945,4.0
大拇指快餐厅(安平店),泉州,24.702140,118.451665,24.0,餐饮服务;快餐厅;快餐厅,08:00,21:00,安平桥,"118.448945,24.707569",24.707569,118.448945,4.1
川豫餐馆,泉州,24.701145,118.451819,100.0,餐饮服务;中餐厅;中餐厅,10:00,24:00,安平桥,"118.448945,24.707569",24.707569,118.448945,3.7
食味天快餐厅,泉州,24.701463,118.443982,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,安平桥,"118.448945,24.707569",24.707569,118.448945,4.1
安平茶餐厅,泉州,24.705692,118.457473,76.0,餐饮服务;中餐厅;中餐厅,17:00,21:30,安平桥,"118.448945,24.707569",24.707569,118.448945,4.3
商谊园快餐厅,泉州,24.706721,118.459936,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,安平桥,"118.448945,24.707569",24.707569,118.448945,4.0
聚贤快餐厅(海八龙大厦店),泉州,24.697803,118.451460,100.0,餐饮服务;快餐厅;快餐厅,09:00,22:00,安平桥,"118.448945,24.707569",24.707569,118.448945,4.0
禾三苗餐馆(侨成金沙城仁福苑店),泉州,24.708459,118.461820,100.0,餐饮服务;中餐厅;中餐厅,09:00,21:00,安平桥,"118.448945,24.707569",24.707569,118.448945,4.0
四院餐馆,泉州,24.702665,118.436896,100.0,餐饮服务;中餐厅;中餐厅,09:00,21:00,安平桥,"118.448945,24.707569",24.707569,118.448945,4.0
兄弟餐馆(捷宏·盛宴店),泉州,24.707549,118.463624,100.0,餐饮服务;中餐厅;中餐厅,08:30,22:00,安平桥,"118.448945,24.707569",24.707569,118.448945,3.6
丽娜人生中西式音乐餐厅(泉州总店),泉州,24.894490,118.588141,100.0,餐饮服务;快餐厅;快餐厅,10:00,22:00,天后宫,"118.588755,24.895235",24.895235,118.588755,4.1
胜利餐馆,泉州,24.894445,118.587585,38.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,天后宫,"118.588755,24.895235",24.895235,118.588755,4.3
