city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
上海,全季上海中山公园江苏路酒店(原江苏路地铁站店),上海市长宁区长宁路350号,31.223936,121.427179,2019,3,386,4.3,全季
上海,上海北外滩四平路希尔顿欢朋酒店,中国上海市虹口区四平路870号,31.274454,121.501411,2024,3,852,4.9,希尔顿
上海,上海鲁能JW万豪侯爵酒店,浦明路988号,31.216472,121.513642,2019,5,1943,4.7,万豪
上海,上海虹桥国际机场希尔顿酒店,上海市长宁区云纱路188号,31.195416,121.349255,2024,5,991,4.7,希尔顿
上海,上海浦东南万枫酒店,上海浦东新区沪南路938号,31.182867,121.554214,2024,4,496,4.8,
上海,上海奉贤前昇希尔顿酒店,上海市奉贤区融沁路818号,30.896143,121.575567,2020,5,598,4.6,希尔顿
上海,维也纳酒店(5.0上海松江影视乐园店),上海市松江区车墩镇北松公路5233号2幢,31.012867,121.302573,2021,3,550,4.9,
上海,全季上海嘉定新城远香湖酒店,塔秀路88号,31.350903,121.262203,2016,3,481,4.8,全季
上海,桔子上海徐家汇田林路酒店,田林路1号,31.171267,121.423392,2024,3,305,4.9,桔子
上海,上海虹桥国展北新泾地铁站亚朵酒店,上海市长宁区天山西路173号,31.216722,121.373111,2018,4,729,4.8,亚朵
上海,凯曼·致格酒店(上海吴淞国际游轮码头店),上海市宝山区淞宝路368号。,31.385830,121.502590,2025,3,419,4.7,
上海,全季上海世博三林路酒店,上海市浦东新区杨高南路5139号,31.148400,121.532000,2019,3,449,4.9,全季
上海,上海迪士尼乐园酒店,申迪西路1009号（位于迪士尼度假区）,31.135110,121.666316,2016,5,3220,4.8,
上海,桔子上海淮海中路十号名邸酒店,上海市徐汇区 宝庆路10号7号楼,31.210859,121.449795,2020,3,649,4.7,桔子
上海,上海浦东喜来登由由大酒店及公寓,浦建路38号 ，近浦东南路,31.209306,121.517912,2018,5,840,4.5,
上海,全季上海惠南拱极路酒店,上海市浦东新区惠南镇拱极路2626弄38号,31.054864,121.772829,2025,3,422,4.9,全季
上海,锦江之星上海国际旅游度假区秀沿路地铁站酒店,上海浦东新区环桥路1160-1号,31.137103,121.604661,2016,2,142,4.6,锦江之星
上海,上海明天广场JW万豪酒店,上海市南京西路399号,31.230484,121.469865,2017,5,1870,4.7,万豪
上海,上海湫竹酒店,新场镇沪南公路7518号,31.029478,121.654712,2022,5,693,4.7,
上海,如家·neo-上海陆家浜路地铁站店,上海市黄浦区大林路265号,31.212479,121.482974,2019,2,306,4.5,如家
