city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
郑州,如家旗下-郑州新郑国际机场睿柏·云酒店,河南省郑州市新郑市新港街道飞翔路186号如家睿柏.云酒店(新郑国际机场店),34.532732,113.827800,2022,3,137,4.9,如家
郑州,郑州雅瑟国际酒店(省科技馆象湖店),河南省郑州市郑东新区郑开大道76号,34.775698,113.858697,2023,4,223,4.5,
郑州,云缦酒店(郑州港区比亚迪工厂店),郑州航空港区岗李乡邻港大道与徳育街交叉口3-5层,34.368782,113.919851,2023,3,105,4.9,
郑州,汉庭郑州象湖科技馆酒店,中牟县杨桥大道与良秀路交叉口向西100米路南,34.763200,113.863000,2022,2,244,4.8,汉庭
郑州,汉庭郑州二七广场酒店,管城区商城路231号,34.754346,113.671977,2017,2,219,4.8,汉庭
郑州,郑州中牟智璞酒店（（只有河南电影小镇店））,绿博文化产业园区交通路东富贵路南融信城市之窗6号楼,34.786329,113.955310,2022,4,199,4.9,
郑州,郑州北龙湖金融中心金融岛亚朵酒店,郑州市郑东新区龙翔一街与如意河东二街交叉口西南角（好睦邻.如意坊）7号楼1层147-149号、3、4、5层整层）,34.801804,113.740044,2024,4,402,4.8,亚朵
郑州,汉庭郑州航海东路酒店,石化路69号（中州大道与石化路交叉口）,34.725246,113.718570,2018,2,175,4.6,汉庭
郑州,郑州汇艺万怡酒店,河南 郑州 郑东新区商鼎路 77 号 B 座,34.753708,113.770139,2015,5,552,4.7,万豪
郑州,昆仑乐居精选酒店(郑州华南城锦艺城店),河南省郑州市新郑市孟庄镇双湖大道与豫丰路交叉口东北角飞宇机电城23号楼1楼北侧、3-10层,34.613066,113.733835,2020,3,206,5.0,
郑州,桔子郑州郑东新区会展中心酒店,郑州市金水区红专路119号,34.779780,113.702020,2020,3,265,4.4,桔子
郑州,郑州金审中州颐和酒店,郑州金水区政七街27号,34.781424,113.686953,2025,4,223,4.5,
郑州,河南省黄河迎宾馆,郑州市迎宾路1号（近郑州文化路，靠近黄河风景区）,34.872278,113.648540,2018,5,839,4.8,
郑州,全季郑州会展中心未来路酒店,河南省郑州市金水区未来路60号,34.772300,113.707000,2020,3,328,4.6,全季
郑州,汉庭酒店(郑州东站东广场商鼎路店),"郑州管城回族区商鼎路与嘉园路交叉口华润置地新时代广场4号楼, 中国",34.755908,113.787360,2024,3,282,4.8,汉庭
郑州,辰玺酒店(郑州会展中心店),河南省郑州市金水东路16号，金水东路与黄河南路交叉口东北角,34.764990,113.745222,2019,5,401,4.7,
郑州,如家-郑州中原福塔东地铁站店,河南省郑州市管城回族区经济开发区明湖街道经开第三大街110号中润大厦,34.722713,113.746504,2023,2,224,4.9,如家
郑州,桔子郑州省政府万象城酒店,郑东新区正光北街与德厚街交叉口西南角煤建大厦B座东单元1层局部，3-14层,34.771074,113.755528,2024,3,330,4.9,桔子
郑州,未来宜居酒店(健康路夜市郑大二附院店),纬三路15号,34.769325,113.669130,2019,3,152,4.3,
郑州,郑州郑东新区希尔顿欢朋酒店,商都路67号,34.745195,113.763361,2019,4,417,4.7,希尔顿
