restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
NEW ARC落日餐厅(玄武湖金陵STYLE店),南京,32.066600,118.813012,95.0,餐饮服务;中餐厅;中餐厅,11:00,22:00,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.7,必吃榜top10;生日套餐服务
方苑·湖景宴(玄武湖店),南京,32.068443,118.808893,371.0,餐饮服务;中餐厅;中餐厅,17:00,21:30,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.4,线上取号排队
金陵之星大酒店-中餐厅,南京,32.072880,118.812323,101.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.0,有包间;生日套餐服务
泓小满Bistro·南京特色小馆,南京,32.065951,118.813648,87.0,餐饮服务;中餐厅;中餐厅,17:00,22:00,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.6,必吃榜top10;有等位区
夏提乐客西域餐厅(金陵STYLE店),南京,32.065844,118.813334,60.0,餐饮服务;外国餐厅;外国餐厅,10:30,22:00,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.7,生日套餐服务
徐州印象餐厅,南京,32.065749,118.812922,64.0,餐饮服务;中餐厅;中餐厅,16:00,22:00,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.7,线上取号排队
名轩中餐厅,南京,32.066370,118.815739,168.0,餐饮服务;中餐厅;中餐厅,17:00,21:30,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.1,有等位区
丝绸之路新疆艾则孜烧烤餐厅(锁金店),南京,32.073502,118.814071,60.0,餐饮服务;中餐厅;特色/地方风味餐厅,16:00,02:30,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.3,有等位区
周润发中餐厅,南京,32.065167,118.813406,21.0,餐饮服务;中餐厅;中餐厅,09:00,21:00,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.2,生日套餐服务
江南院餐厅(板仓街店),南京,32.067685,118.817973,74.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,南京城墙台城景区,"118.812688,32.069455",32.069455,118.812688,4.5,线上取号排队
懒生活艺术餐厅,南京,32.068502,118.820836,146.0,餐饮服务;中餐厅;浙江菜,17:00,21:30,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.6,必吃榜top10;有包间
悦涧花园餐厅,南京,32.053654,118.826412,141.0,餐饮服务;中餐厅;中餐厅,09:30,22:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.4,户外座位;有包间
南京泊金花间堂·琵琶山居酒店·花间食餐厅,南京,32.053020,118.826593,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.1,有等位区
宽渡·琵琶湖餐厅,南京,32.052922,118.826357,82.0,餐饮服务;中餐厅;中餐厅,17:00,20:45,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.6,线上取号排队
丰和坊花园餐厅,南京,32.058898,118.817225,100.0,餐饮服务;中餐厅;中餐厅,10:00,21:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,3.8,有包间
琵琶屿湖畔绿色有机餐厅,南京,32.054359,118.821680,157.0,购物服务;购物相关场所;购物相关场所,11:00,21:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.8,生日套餐服务
南京林业大学-南大山公寓餐厅,南京,32.075920,118.821336,12.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.0,有包间
世纪缘湖滨花园酒店·湖景轩中餐厅,南京,32.064443,118.814406,83.0,餐饮服务;中餐厅;中餐厅,17:00,20:30,中国科学院紫金山天文台,"118.830719,32.064698",32.064698,118.830719,4.4,必吃榜top10;有包间
晚晴楼美食轩,南京,32.020352,118.789761,100.0,餐饮服务;餐饮相关场所;餐饮相关,17:00,21:00,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,4.1,生日套餐服务;线上取号排队
正兴餐厅,南京,32.020275,118.790175,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,2.6,户外座位;线上取号排队
老宋记捞汁小海鲜,南京,32.021861,118.789212,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,4.3,户外座位;有等位区
天圆楼真江南时尚餐厅(夫子庙店),南京,32.019013,118.790272,100.0,餐饮服务;中餐厅;中餐厅,10:00,23:00,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,4.3,有包间;生日套餐服务
十壹景观露台餐吧(夫子庙步行街店),南京,32.021395,118.791283,79.0,餐饮服务;外国餐厅;西餐厅(综合风味),11:00,22:30,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,4.3,有等位区;生日套餐服务
天丰楼餐厅,南京,32.020696,118.786196,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,3.7,生日套餐服务
永和园酒楼,南京,32.022689,118.787481,100.0,餐饮服务;中餐厅;综合酒楼,16:30,22:00,南京夫子庙,"118.788899,32.020660",32.020660,118.788899,4.3,生日套餐服务
