restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating,tags
锦峰大酒店中餐厅,南昌,28.661546,115.898490,51.0,餐饮服务;中餐厅;中餐厅|餐饮服务;咖啡厅;咖啡厅,17:00,20:30,绳金塔,"115.899890,28.660962",28.660962,115.899890,4.2,户外座位
陶鲜生海鲜餐厅(站前西路店),南昌,28.661934,115.897709,84.0,餐饮服务;中餐厅;海鲜酒楼,16:30,21:30,绳金塔,"115.899890,28.660962",28.660962,115.899890,3.9,生日套餐服务;线上取号排队
三杯李白自唱串串音乐餐吧,南昌,28.658558,115.902303,59.0,体育休闲服务;娱乐场所;酒吧|餐饮服务;中餐厅;火锅店,18:00,02:00,绳金塔,"115.899890,28.660962",28.660962,115.899890,4.3,户外座位;有等位区
小欧水煮店(会堂路店),南昌,28.660188,115.903966,100.0,餐饮服务;中餐厅;中餐厅,11:30,23:30,绳金塔,"115.899890,28.660962",28.660962,115.899890,4.6,线上取号排队
程姐的小餐馆,南昌,28.659128,115.904257,24.0,餐饮服务;中餐厅;中餐厅,10:00,21:00,绳金塔,"115.899890,28.660962",28.660962,115.899890,4.2,户外座位;线上取号排队
芳芳餐馆(前进路店),南昌,28.656660,115.899740,100.0,餐饮服务;中餐厅;中餐厅,09:00,22:00,绳金塔,"115.899890,28.660962",28.660962,115.899890,4.2,有等位区
隆江猪脚饭·烧腊餐厅(船山路店),南昌,28.664218,115.895622,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,绳金塔,"115.899890,28.660962",28.660962,115.899890,3.8,必吃榜top10;线上取号排队
桃苑餐馆,南昌,28.658065,115.893862,48.0,餐饮服务;中餐厅;中餐厅,09:00,21:00,绳金塔,"115.899890,28.660962",28.660962,115.899890,4.1,有包间;线上取号排队
福山餐馆,南昌,28.664901,115.905641,61.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,绳金塔,"115.899890,28.660962",28.660962,115.899890,3.8,有包间
百家餐馆(华龙国际大厦店),南昌,28.664593,115.906351,100.0,餐饮服务;快餐厅;快餐厅,09:00,21:00,绳金塔,"115.899890,28.660962",28.660962,115.899890,4.1,户外座位;线上取号排队
东方豪景花园酒店-怡景旋转餐厅,南昌,28.678026,115.886839,144.0,餐饮服务;外国餐厅;西餐厅(综合风味),16:30,20:00,胜利路步行街,"115.888103,28.678755",28.678755,115.888103,4.2,有包间;有等位区
MIYA·米央自由餐厅,南昌,28.678785,115.886451,60.0,餐饮服务;外国餐厅;外国餐厅,10:00,21:00,胜利路步行街,"115.888103,28.678755",28.678755,115.888103,4.4,生日套餐服务;线上取号排队
堂瓦里·传统赣菜(建德观店),南昌,28.681722,115.888249,65.0,餐饮服务;餐饮相关场所;餐饮相关,17:00,21:30,胜利路步行街,"115.888103,28.678755",28.678755,115.888103,4.8,生日套餐服务
回家吃饭地道南昌菜(建德观总店),南昌,28.681816,115.888628,52.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,胜利路步行街,"115.888103,28.678755",28.678755,115.888103,4.7,户外座位;线上取号排队
阿菊港味餐厅(百盛B馆店),南昌,28.676784,115.891040,69.0,餐饮服务;餐饮相关场所;餐饮相关,10:00,22:00,胜利路步行街,"115.888103,28.678755",28.678755,115.888103,3.8,户外座位;生日套餐服务
文记餐厅(胜利广场住宅楼B区店),南昌,28.682113,115.887944,100.0,餐饮服务;中餐厅;中餐厅,16:00,21:30,胜利路步行街,"115.888103,28.678755",28.678755,115.888103,4.5,有包间;线上取号排队
涂记粤式茶餐厅(保赤仓居民小区店),南昌,28.677214,115.892024,30.0,餐饮服务;快餐厅;茶餐厅,17:00,21:00,胜利路步行街,"115.888103,28.678755",28.678755,115.888103,4.2,线上取号排队
老味道餐馆(章江路店),南昌,28.678848,115.883719,105.0,餐饮服务;中餐厅;中餐厅,10:00,22:30,胜利路步行街,"115.888103,28.678755",28.678755,115.888103,4.0,户外座位
忆品嘉华自助餐厅(购购商城店),南昌,28.675246,115.890008,70.0,餐饮服务;中餐厅;中餐厅,10:00,22:00,胜利路步行街,"115.888103,28.678755",28.678755,115.888103,4.4,有等位区
不二民谣音乐餐吧(南昌店),南昌,28.674621,115.887100,102.0,餐饮服务;中餐厅;中餐厅,11:00,02:00,胜利路步行街,"115.888103,28.678755",28.678755,115.888103,4.8,必吃榜top10;有包间
星记茶餐厅(万寿宫店),南昌,28.673815,115.891090,32.0,餐饮服务;快餐厅;快餐厅,09:30,21:30,南昌八一起义纪念馆,"115.889435,28.674670",28.674670,115.889435,4.4,户外座位
陈记手工绿豆饼(珠宝街店),南昌,28.673066,115.890280,16.0,餐饮服务;糕饼店;糕饼店,08:00,22:30,南昌八一起义纪念馆,"115.889435,28.674670",28.674670,115.889435,4.7,必吃榜top10;户外座位
佐敦茶餐厅(象山南路店),南昌,28.675008,115.891432,58.0,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,11:00,21:00,南昌八一起义纪念馆,"115.889435,28.674670",28.674670,115.889435,4.6,必吃榜top10;户外座位
南昌大饭店(万寿宫店),南昌,28.673696,115.887108,100.0,住宿服务;宾馆酒店;宾馆酒店,11:00,21:00,南昌八一起义纪念馆,"115.889435,28.674670",28.674670,115.889435,4.7,必吃榜top10;线上取号排队
东发道茶冰厅(万寿宫历史文化街区店),南昌,28.673802,115.886297,54.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:30,南昌八一起义纪念馆,"115.889435,28.674670",28.674670,115.889435,3.8,户外座位
南昌里·老街南昌味(万寿宫店),南昌,28.672945,115.886539,56.0,餐饮服务;中餐厅;中餐厅,16:30,21:00,南昌八一起义纪念馆,"115.889435,28.674670",28.674670,115.889435,4.7,有包间
呆呆私房小海鲜,南昌,28.673664,115.892870,93.0,餐饮服务;中餐厅;海鲜酒楼,11:30,21:00,南昌八一起义纪念馆,"115.889435,28.674670",28.674670,115.889435,4.4,必吃榜top10;生日套餐服务
前湖宾馆自助餐厅,南昌,28.652881,115.807440,223.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,南昌大学(前湖校区),"115.801325,28.656317",28.656317,115.801325,4.1,有等位区
