restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
红妈海鲜餐厅,泉州,24.912722,118.587884,100.0,餐饮服务;中餐厅;海鲜酒楼,10:00,24:00,泉府小西埕,"118.588758,24.913247",24.913247,118.588758,4.3
八芳林·泉州菜馆(西街店),泉州,24.912134,118.588839,75.0,餐饮服务;中餐厅;中餐厅,11:00,21:30,泉府小西埕,"118.588758,24.913247",24.913247,118.588758,4.7
春哥铁板烧(西街店),泉州,24.912167,118.590318,100.0,餐饮服务;中餐厅;中餐厅,12:00,02:30,泉府小西埕,"118.588758,24.913247",24.913247,118.588758,4.6
湘小二中餐厅,泉州,24.913062,118.590721,59.0,餐饮服务;餐饮相关场所;餐饮相关,10:00,23:00,泉府小西埕,"118.588758,24.913247",24.913247,118.588758,4.3
西街曾氏老记面线糊(西街总店),泉州,24.912310,118.590529,10.0,餐饮服务;中餐厅;中餐厅,06:00,23:00,泉府小西埕,"118.588758,24.913247",24.913247,118.588758,4.0
蚌壳hám-khàk餐厅(七栩钟楼店),泉州,24.912602,118.591247,303.0,餐饮服务;外国餐厅;外国餐厅,11:00,22:00,泉府小西埕,"118.588758,24.913247",24.913247,118.588758,4.6
路边摊快餐厅(泉州市北门旅游购物街店),泉州,24.914241,118.591900,100.0,餐饮服务;中餐厅;中餐厅,07:00,21:00,泉府小西埕,"118.588758,24.913247",24.913247,118.588758,4.3
觅鲤大排档(闽南菜),泉州,24.910288,118.591036,72.0,餐饮服务;中餐厅;中餐厅,10:00,01:00,泉府小西埕,"118.588758,24.913247",24.913247,118.588758,4.2
康醍餐厅,泉州,24.911298,118.592645,84.0,餐饮服务;中餐厅;台湾菜,10:00,22:30,泉府小西埕,"118.588758,24.913247",24.913247,118.588758,4.4
豪客来牛排(泉州东街钟楼餐厅),泉州,24.912041,118.593041,45.0,餐饮服务;外国餐厅;西餐厅(综合风味),10:30,22:00,泉府小西埕,"118.588758,24.913247",24.913247,118.588758,4.3
丽娜人生中西式音乐餐厅(泉州总店),泉州,24.894490,118.588141,100.0,餐饮服务;快餐厅;快餐厅,10:00,22:00,天后宫,"118.588755,24.895235",24.895235,118.588755,4.1
胜利餐馆,泉州,24.894445,118.587585,38.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,天后宫,"118.588755,24.895235",24.895235,118.588755,4.3
自选快餐厅,泉州,24.897184,118.590875,100.0,餐饮服务;快餐厅;快餐厅,11:00,21:00,天后宫,"118.588755,24.895235",24.895235,118.588755,3.4
万家餐馆,泉州,24.895030,118.593372,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,天后宫,"118.588755,24.895235",24.895235,118.588755,3.8
吉祥餐馆(灯福街店),泉州,24.891104,118.592805,50.0,餐饮服务;中餐厅;中餐厅,10:30,22:30,天后宫,"118.588755,24.895235",24.895235,118.588755,4.5
甄好呷自助称重快餐厅(大洋店),泉州,24.895851,118.594983,33.0,餐饮服务;餐饮相关场所;餐饮相关,10:00,22:00,天后宫,"118.588755,24.895235",24.895235,118.588755,4.2
艺荷园蔬食自助餐厅,泉州,24.900897,118.592886,29.0,餐饮服务;中餐厅;中餐厅|生活服务;生活服务场所;生活服务场所,17:00,20:30,天后宫,"118.588755,24.895235",24.895235,118.588755,4.6
好成财牛排馆(涂门总店),泉州,24.901835,118.591758,100.0,餐饮服务;外国餐厅;牛扒店(扒房),10:00,20:30,天后宫,"118.588755,24.895235",24.895235,118.588755,4.3
新疆热河美食餐厅(泉州店),泉州,24.897409,118.596286,36.0,餐饮服务;餐饮相关场所;餐饮相关,11:30,02:00,天后宫,"118.588755,24.895235",24.895235,118.588755,4.5
闽南味餐厅(棋盘园店),泉州,24.900000,118.594903,59.0,餐饮服务;中餐厅;福建菜,10:30,24:00,天后宫,"118.588755,24.895235",24.895235,118.588755,4.2
王记海鲜餐馆,泉州,24.681804,118.696974,100.0,餐饮服务;中餐厅;中餐厅,17:00,00:30,永宁古城,"118.697084,24.677637",24.677637,118.697084,3.7
古卫城餐厅,泉州,24.673875,118.699425,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,永宁古城,"118.697084,24.677637",24.677637,118.697084,3.4
美誉美味餐厅,泉州,24.683232,118.701637,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,永宁古城,"118.697084,24.677637",24.677637,118.697084,0.2
咱厝味餐厅,泉州,24.678335,118.689680,100.0,餐饮服务;中餐厅;中餐厅,09:00,21:00,永宁古城,"118.697084,24.677637",24.677637,118.697084,4.1
八卦鸡排茶餐厅,泉州,24.682735,118.691902,36.0,餐饮服务;快餐厅;快餐厅,10:00,22:00,永宁古城,"118.697084,24.677637",24.677637,118.697084,4.0
滨海海鲜馆,泉州,24.672361,118.702255,81.0,餐饮服务;中餐厅;海鲜酒楼,10:00,23:00,永宁古城,"118.697084,24.677637",24.677637,118.697084,4.3
萍萍海鲜餐厅,泉州,24.675962,118.689475,100.0,餐饮服务;中餐厅;海鲜酒楼,10:00,24:00,永宁古城,"118.697084,24.677637",24.677637,118.697084,4.2
丰盛海鲜酒楼(326县道店),泉州,24.677754,118.689070,100.0,餐饮服务;中餐厅;海鲜酒楼,09:30,22:30,永宁古城,"118.697084,24.677637",24.677637,118.697084,4.4
来甲快餐厅,泉州,24.683187,118.702781,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,永宁古城,"118.697084,24.677637",24.677637,118.697084,3.8
兄弟餐馆(前坂新村西区店),泉州,24.895574,118.596981,43.0,餐饮服务;中餐厅;中餐厅,10:30,01:30,德济门遗址,"118.588435,24.894531",24.894531,118.588435,4.4
毅家餐馆,泉州,24.869275,118.654475,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,东海湾,"118.656082,24.870162",24.870162,118.656082,2.4
老妈快餐厅(东海湾亲子广场店),泉州,24.872033,118.654740,21.0,餐饮服务;快餐厅;快餐厅,10:00,20:00,东海湾,"118.656082,24.870162",24.870162,118.656082,4.0
红心地瓜粥快捷餐厅(东海店),泉州,24.872290,118.655164,17.0,餐饮服务;快餐厅;快餐厅,11:00,21:00,东海湾,"118.656082,24.870162",24.870162,118.656082,3.8
豪客来牛排(泉州东海湾新华都餐厅),泉州,24.871418,118.653567,66.0,餐饮服务;外国餐厅;外国餐厅,10:00,22:00,东海湾,"118.656082,24.870162",24.870162,118.656082,4.5
古鲁特烤肉自助餐厅(泉州东海湾),泉州,24.871327,118.653298,58.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,东海湾,"118.656082,24.870162",24.870162,118.656082,4.6
闽味餐厅,泉州,24.867346,118.654609,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,东海湾,"118.656082,24.870162",24.870162,118.656082,4.1
锦标楼餐厅,泉州,24.874189,118.657790,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,东海湾,"118.656082,24.870162",24.870162,118.656082,3.1
新意快餐厅(泉州宝德购物广场店),泉州,24.864185,118.654797,100.0,餐饮服务;中餐厅;中餐厅,09:30,21:00,东海湾,"118.656082,24.870162",24.870162,118.656082,4.2
赣闽餐馆(建益大厦南),泉州,24.862161,118.655823,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,东海湾,"118.656082,24.870162",24.870162,118.656082,3.7
食代餐厅(东海店),泉州,24.861338,118.657299,100.0,餐饮服务;中餐厅;中餐厅,09:00,21:00,东海湾,"118.656082,24.870162",24.870162,118.656082,4.2
星缘音乐吧,泉州,24.934758,118.584752,262.0,体育休闲服务;娱乐场所;KTV,11:00,21:00,中国闽台缘博物馆,"118.589887,24.934989",24.934989,118.589887,4.0
欣香餐馆,泉州,24.935964,118.595053,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:30,中国闽台缘博物馆,"118.589887,24.934989",24.934989,118.589887,4.3
清源中式餐馆,泉州,24.938396,118.594929,65.0,餐饮服务;快餐厅;快餐厅,11:00,22:00,中国闽台缘博物馆,"118.589887,24.934989",24.934989,118.589887,4.1
美味餐厅(清源山店),泉州,24.940220,118.595308,100.0,餐饮服务;餐饮相关场所;餐饮相关,08:00,20:00,中国闽台缘博物馆,"118.589887,24.934989",24.934989,118.589887,4.2
北水榭茶餐厅,泉州,24.928607,118.584494,41.0,餐饮服务;快餐厅;茶餐厅,08:00,23:30,中国闽台缘博物馆,"118.589887,24.934989",24.934989,118.589887,4.1
铁路下餐馆,泉州,24.943075,118.589191,100.0,餐饮服务;中餐厅;特色/地方风味餐厅,11:00,21:00,中国闽台缘博物馆,"118.589887,24.934989",24.934989,118.589887,4.1
好食再餐馆,泉州,24.941154,118.595897,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,中国闽台缘博物馆,"118.589887,24.934989",24.934989,118.589887,4.1
老泉山餐馆,泉州,24.941661,118.595652,48.0,餐饮服务;中餐厅;中餐厅,16:30,21:30,中国闽台缘博物馆,"118.589887,24.934989",24.934989,118.589887,4.1
第一餐厅(信息学院第一食堂),泉州,24.942700,118.585388,36.0,餐饮服务;中餐厅;中餐厅,06:30,21:00,中国闽台缘博物馆,"118.589887,24.934989",24.934989,118.589887,4.4
湖畔花园餐厅,泉州,24.934433,118.579499,66.0,餐饮服务;中餐厅;中餐厅,09:00,22:00,中国闽台缘博物馆,"118.589887,24.934989",24.934989,118.589887,3.8
李先生音乐主题餐厅,泉州,24.674252,118.707382,100.0,餐饮服务;快餐厅;快餐厅,11:00,21:00,石狮黄金海岸,"118.707192,24.673685",24.673685,118.707192,3.8
三四芽饮品店,泉州,24.674252,118.707382,90.0,餐饮服务;中餐厅;福建菜|餐饮服务;冷饮店;冷饮店,11:00,21:00,石狮黄金海岸,"118.707192,24.673685",24.673685,118.707192,3.8
海岛海鲜楼(黄金海岸店),泉州,24.674513,118.707283,50.0,餐饮服务;中餐厅;中餐厅,10:00,23:30,石狮黄金海岸,"118.707192,24.673685",24.673685,118.707192,3.8
闽狮渔海鲜馆,泉州,24.685975,118.717825,70.0,餐饮服务;中餐厅;海鲜酒楼,08:00,24:00,石狮黄金海岸,"118.707192,24.673685",24.673685,118.707192,4.0
沐光而来音乐餐饮吧(红塔湾店),泉州,24.685406,118.718791,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,石狮黄金海岸,"118.707192,24.673685",24.673685,118.707192,3.9
玖号厨房海鲜酒楼(石狮十里黄金海岸红塔湾旅游区店),泉州,24.686294,118.717923,85.0,餐饮服务;中餐厅;海鲜酒楼,10:30,01:00,石狮黄金海岸,"118.707192,24.673685",24.673685,118.707192,4.3
海堤湾海鲜馆,泉州,24.686325,118.717903,100.0,餐饮服务;中餐厅;海鲜酒楼,11:00,23:45,石狮黄金海岸,"118.707192,24.673685",24.673685,118.707192,4.0
渔铺私厨泉州菜,泉州,24.913223,118.584174,69.0,餐饮服务;中餐厅;中餐厅,11:00,21:30,泉州西街,"118.585013,24.913284",24.913284,118.585013,4.6
半坡老房子餐厅,泉州,24.915495,118.584602,64.0,餐饮服务;中餐厅;中餐厅,17:00,21:00,泉州西街,"118.585013,24.913284",24.913284,118.585013,4.4
三脚虎·现炒痛风锅(西街店),泉州,24.914277,118.582408,100.0,餐饮服务;中餐厅;中餐厅,11:00,23:30,泉州西街,"118.585013,24.913284",24.913284,118.585013,4.7
张林阿山姜母鸭(泉州新华北路店),泉州,24.911231,118.583200,66.0,餐饮服务;中餐厅;中餐厅,11:00,20:30,泉州西街,"118.585013,24.913284",24.913284,118.585013,4.5
阿忠海鲜餐馆(新华北路店),泉州,24.916149,118.584741,52.0,餐饮服务;中餐厅;海鲜酒楼,16:30,22:30,泉州西街,"118.585013,24.913284",24.913284,118.585013,4.4
星期八复合式餐厅(滨发基金楼店),泉州,24.916196,118.584752,19.0,餐饮服务;快餐厅;快餐厅,08:30,22:30,泉州西街,"118.585013,24.913284",24.913284,118.585013,4.4
开元盛世广场餐厅,泉州,24.917233,118.584235,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,泉州西街,"118.585013,24.913284",24.913284,118.585013,3.9
菲力皇后牛排自助餐厅(开元盛世广场店),泉州,24.917467,118.585093,74.0,餐饮服务;中餐厅;中餐厅,10:00,21:30,泉州西街,"118.585013,24.913284",24.913284,118.585013,4.4
阿芬卤面(花巷店),泉州,24.908252,118.589653,14.0,餐饮服务;中餐厅;中餐厅,10:00,24:00,中山路,"118.590704,24.908531",24.908531,118.590704,4.0
渝园餐厅,泉州,24.908448,118.589209,67.0,餐饮服务;餐饮相关场所;餐饮相关,17:00,23:00,中山路,"118.590704,24.908531",24.908531,118.590704,4.1
泉州酒店(远风泰国菜餐厅),泉州,24.908060,118.588577,120.0,餐饮服务;中餐厅;中餐厅,17:30,21:30,中山路,"118.590704,24.908531",24.908531,118.590704,4.1
远风泰国菜餐厅(庄府巷店),泉州,24.907707,118.588439,151.0,餐饮服务;外国餐厅;泰国/越南菜品餐厅,17:00,22:00,中山路,"118.590704,24.908531",24.908531,118.590704,4.5
路韩餐厅(南俊路店),泉州,24.907600,118.593111,57.0,餐饮服务;外国餐厅;韩国料理,10:30,22:00,中山路,"118.590704,24.908531",24.908531,118.590704,4.7
瑞桐茶餐厅,泉州,24.906267,118.591746,59.0,餐饮服务;快餐厅;茶餐厅,11:00,21:00,中山路,"118.590704,24.908531",24.908531,118.590704,4.1
和成记茶餐厅,泉州,24.907011,118.592925,67.0,餐饮服务;快餐厅;茶餐厅,11:00,21:00,中山路,"118.590704,24.908531",24.908531,118.590704,4.3
泉州酒店(沁园春中餐厅),泉州,24.907712,118.588061,33.0,餐饮服务;中餐厅;中餐厅,17:30,21:30,中山路,"118.590704,24.908531",24.908531,118.590704,4.1
西街头一家(中山路店),泉州,24.905770,118.589087,82.0,餐饮服务;餐饮相关场所;餐饮相关,10:00,22:00,中山路,"118.590704,24.908531",24.908531,118.590704,4.8
莫乐斯世界餐,泉州,24.881847,118.619748,175.0,餐饮服务;餐饮相关场所;餐饮相关,17:00,21:30,真武庙,"118.621028,24.879593",24.879593,118.621028,4.7
膳得楼餐厅(泉州店),泉州,24.879407,118.617651,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,真武庙,"118.621028,24.879593",24.879593,118.621028,4.3
鲤酒翡萃·港式海鲜火锅(环球城店),泉州,24.885340,118.620172,276.0,餐饮服务;中餐厅;中餐厅,17:00,23:00,真武庙,"118.621028,24.879593",24.879593,118.621028,4.7
好回头餐馆,泉州,24.885131,118.618736,100.0,餐饮服务;中餐厅;中餐厅,10:30,24:00,真武庙,"118.621028,24.879593",24.879593,118.621028,3.8
邱老头咸水鸭餐厅(金帝花园店),泉州,24.882837,118.615211,15.0,餐饮服务;中餐厅;中餐厅,10:00,23:00,真武庙,"118.621028,24.879593",24.879593,118.621028,4.1
九六茶餐,泉州,24.887157,118.621475,100.0,餐饮服务;快餐厅;快餐厅,11:00,21:00,真武庙,"118.621028,24.879593",24.879593,118.621028,3.4
南北餐馆(院前路店),泉州,24.886186,118.615651,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,真武庙,"118.621028,24.879593",24.879593,118.621028,3.4
颜色餐厅,泉州,24.880386,118.611937,132.0,餐饮服务;外国餐厅;西餐厅(综合风味),17:00,22:00,真武庙,"118.621028,24.879593",24.879593,118.621028,4.5
转角餐厅(都城大厦店),泉州,24.880430,118.611853,100.0,餐饮服务;中餐厅;中餐厅,09:00,21:00,真武庙,"118.621028,24.879593",24.879593,118.621028,4.1
鲤港海鲜酒楼(沉州店),泉州,24.879844,118.611734,150.0,餐饮服务;中餐厅;海鲜酒楼,17:00,22:00,真武庙,"118.621028,24.879593",24.879593,118.621028,4.7
合味快餐厅,泉州,24.737439,118.576122,100.0,餐饮服务;快餐厅;快餐厅,11:00,21:00,泉州南站,"118.584161,24.737783",24.737783,118.584161,3.5
香啦格快餐厅,泉州,24.730996,118.569305,100.0,餐饮服务;餐饮相关场所;餐饮相关,06:00,22:00,泉州南站,"118.584161,24.737783",24.737783,118.584161,3.9
亿家兴餐馆,泉州,24.732106,118.568531,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,泉州南站,"118.584161,24.737783",24.737783,118.584161,2.1
