city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
重庆,山城步道·建兴坡大梯道,B0FFFE4P2C,重庆特色山城步道，体验爬坡上坎的山城生活，城市徒步,休闲体验,,29.551340,106.548454,4.2,00:00,24:00,,0.5,2.0,0
重庆,重庆市人民大礼堂,B00170BPJJ,重庆地标建筑，仿古宫殿式建筑，新中国建筑艺术经典,历史文化,,29.561674,106.553277,4.7,08:00,18:00,,0.0,1.5,8
重庆,山城巷传统风貌区,B0FFK7WOXJ,老重庆记忆的石板巷道，保存完好的传统山城建筑风貌。,历史文化,,29.550114,106.568822,4.8,全天开放,全天开放,,1.0,2.5,0
重庆,重庆十八梯传统风貌区,B0G1XDI8P4,重庆最具代表性的山城街区，展现老重庆市井生活和建筑特色。,历史文化,,29.551015,106.573042,4.8,全天开放,全天开放,,1.0,2.5,0
重庆,磁器口古镇,B00170IFE4,千年古镇，传统巴渝文化，品尝特色小吃，感受老重庆风情,历史文化,,29.581184,106.449705,4.8,00:00,24:00,,2.0,3.5,0
重庆,四川美术学院(黄桷坪校区),B001786TUE,西南地区知名美术学院，校园充满艺术氛围，可参观美术馆。,艺术展览,,29.487559,106.541138,4.5,08:00,17:00,,0.5,2.0,0
重庆,李子坝单轨穿楼观景平台,B0FFLH5QFT,网红打卡地，观看轻轨穿楼奇观，体验重庆魔幻现实主义,城市地标,,29.553629,106.537916,4.8,06:30,23:00,,0.0,1.5,0
重庆,白公馆旧址,B0FFK75W6R,革命历史遗迹，缅怀革命先烈，了解重庆抗战历史,历史文化,,29.576464,106.432065,4.7,09:00,16:30,,0.5,2.0,0
重庆,重庆朝天门广场,B00170L11G,长江和嘉陵江交汇处，重庆的标志性地标和码头。,城市地标,,29.566880,106.587866,4.8,全天开放,全天开放,,1.0,2.5,0
重庆,解放碑步行街,B0FFG33I2E,重庆最繁华商业中心，购物休闲胜地，感受都市活力,城市地标,,29.557253,106.575329,4.8,全天开放,全天开放,,0.5,2.0,0
重庆,中美合作所集中营旧址-渣滓洞监狱,B00170AODT,国民党关押共产党员和进步人士的监狱，红色革命教育重要遗址。,历史文化,,29.585922,106.432707,4.3,09:00,16:30,,0.5,2.0,0
重庆,千厮门大桥,B0FFGBJ8U6,横跨嘉陵江的地标大桥，是观赏洪崖洞全景和江景的最佳观景点。,城市地标,,29.569264,106.576790,4.5,全天开放,全天开放,,0.0,1.5,0
重庆,朝天门码头,B00170I3Z0,两江交汇处，重庆历史悠久的港口，可乘坐两江游船观夜景。,自然风光,,29.563361,106.589421,4.0,全天开放,全天开放,,1.0,2.5,0
重庆,重庆长江索道,B0K22HFH8P,"跨江空中交通，体验""空中巴士""，俯瞰两江美景",休闲体验,,29.552542,106.593961,4.5,07:30,22:30,,0.0,1.5,30
重庆,洪崖洞民俗风貌区,B0FFG8V7SH,重庆标志性建筑群，吊脚楼风格，夜景璀璨，体验山城魅力,历史文化,,29.562204,106.579027,4.8,09:00,23:00,,1.0,2.5,0
重庆,长嘉汇弹子石老街,B0FFHCL1T9,滨江历史街区，融合传统巴渝文化与现代商业的特色街区。,历史文化,,29.579709,106.588015,4.7,10:00,22:00,,1.0,2.5,0
