origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
哈尔滨,大连,2025-11-12,HTB,哈尔滨北站,DFT,大连北站,2025-11-12 11:12:00,2025-11-12 15:53:00,281,G768,高铁,一等座,充足,913.5,1,43
哈尔滨,大连,2025-11-12,VAB,哈尔滨西站,DFT,大连北站,2025-11-12 10:40:00,2025-11-12 14:44:00,244,G710,高铁,二等座,充足,403.5,1,25
哈尔滨,大连,2025-11-12,VAB,哈尔滨西站,DFT,大连北站,2025-11-12 18:15:00,2025-11-12 22:39:00,264,G722,高铁,二等座,充足,466.5,1,39
哈尔滨,大连,2025-11-12,VAB,哈尔滨西站,DFT,大连北站,2025-11-12 16:42:00,2025-11-12 20:46:00,244,G772,高铁,二等座,充足,551.5,1,31
哈尔滨,大连,2025-11-12,VAB,哈尔滨西站,SBT,沈阳北站,2025-11-12 16:14:00,2025-11-12 18:16:00,122,G914,高铁,二等座,充足,420.5,1,40
哈尔滨,大连,2025-11-12,SBT,沈阳北站,DFT,大连北站,2025-11-12 18:31:00,2025-11-12 20:16:00,105,G9138,高铁,二等座,充足,420.5,2,40
哈尔滨,大连,2025-11-12,VAB,哈尔滨西站,DFT,大连北站,2025-11-12 07:34:00,2025-11-12 11:13:00,219,G48,高铁,二等座,充足,423.5,1,24
哈尔滨,大连,2025-11-12,VAB,哈尔滨西站,DFT,大连北站,2025-11-12 07:26:00,2025-11-12 11:45:00,259,G706,高铁,二等座,充足,551.5,1,28
哈尔滨,大连,2025-11-12,HBB,哈尔滨站,DFT,大连北站,2025-11-12 16:28:00,2025-11-12 20:46:00,258,G772,高铁,二等座,充足,406.5,1,37
哈尔滨,大连,2025-11-12,VAB,哈尔滨西站,CCT,长春站,2025-11-12 13:01:00,2025-11-12 15:01:00,120,Z174,普快,硬座,充足,354.0,1,42
哈尔滨,大连,2025-11-12,CCT,长春站,DLT,大连站,2025-11-12 15:28:00,2025-11-12 19:19:00,231,G8018,高铁,二等座,充足,354.0,2,42
哈尔滨,大连,2025-11-12,VAB,哈尔滨西站,SYT,沈阳站,2025-11-12 16:49:00,2025-11-12 19:07:00,138,G786,高铁,二等座,充足,428.5,1,48
哈尔滨,大连,2025-11-12,SYT,沈阳站,DLT,大连站,2025-11-12 19:26:00,2025-11-12 21:12:00,106,G8066,高铁,二等座,充足,428.5,2,48
大连,哈尔滨,2025-11-16,DFT,大连北站,YGT,营口东站,2025-11-16 15:17:00,2025-11-16 16:13:00,56,G3633,高铁,二等座,充足,412.5,1,84
大连,哈尔滨,2025-11-16,YGT,营口东站,VAB,哈尔滨西站,2025-11-16 16:46:00,2025-11-16 20:00:00,194,G725,高铁,二等座,充足,412.5,2,84
大连,哈尔滨,2025-11-16,DFT,大连北站,VAB,哈尔滨西站,2025-11-16 07:48:00,2025-11-16 12:16:00,268,G707,高铁,二等座,充足,403.5,1,70
大连,哈尔滨,2025-11-16,DLT,大连站,HBB,哈尔滨站,2025-11-16 07:46:00,2025-11-16 20:56:00,790,K2623,普快,硬座,充足,124.0,1,63
大连,哈尔滨,2025-11-16,DFT,大连北站,VAB,哈尔滨西站,2025-11-16 12:21:00,2025-11-16 16:46:00,265,G717,高铁,二等座,充足,410.5,1,87
大连,哈尔滨,2025-11-16,VAB,哈尔滨西站,HBB,哈尔滨站,2025-11-16 17:25:00,2025-11-16 17:35:00,10,D9167,动车,二等座,充足,410.5,2,87
大连,哈尔滨,2025-11-16,DFT,大连北站,VAB,哈尔滨西站,2025-11-16 17:57:00,2025-11-16 22:09:00,252,G729,高铁,一等座,充足,893.5,1,66
大连,哈尔滨,2025-11-16,DFT,大连北站,VAB,哈尔滨西站,2025-11-16 08:02:00,2025-11-16 11:38:00,216,G47,高铁,二等座,充足,423.5,1,65
大连,哈尔滨,2025-11-16,DLT,大连站,CCT,长春站,2025-11-16 11:40:00,2025-11-16 15:19:00,219,G8013,高铁,二等座,充足,365.0,1,80
大连,哈尔滨,2025-11-16,CCT,长春站,VAB,哈尔滨西站,2025-11-16 15:39:00,2025-11-16 17:42:00,123,Z157,普快,硬座,充足,365.0,2,80
大连,哈尔滨,2025-11-16,DFT,大连北站,VAB,哈尔滨西站,2025-11-16 15:40:00,2025-11-16 20:00:00,260,G725,高铁,二等座,充足,403.5,1,75
大连,哈尔滨,2025-11-16,DFT,大连北站,VAB,哈尔滨西站,2025-11-16 07:00:00,2025-11-16 11:02:00,242,G703,高铁,二等座,充足,403.5,1,64
大连,哈尔滨,2025-11-16,DFT,大连北站,VAB,哈尔滨西站,2025-11-16 05:55:00,2025-11-16 10:14:00,259,G701,高铁,二等座,充足,403.5,1,69
