origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
合肥,成都,2025-11-12,ENH,合肥南站,ICW,成都东站,2025-11-12 11:07:00,2025-11-12 21:01:00,594,D953,动车,二等座,充足,515,1,210
合肥,成都,2025-11-12,ICW,成都东站,CNW,成都南站,2025-11-12 21:40:00,2025-11-12 21:50:00,10,C745,城际,二等座,充足,515,2,210
合肥,成都,2025-11-12,ENH,合肥南站,ICW,成都东站,2025-11-12 11:07:00,2025-11-12 21:01:00,594,D953,动车,二等座,充足,508,1,204
合肥,成都,2025-11-12,ENH,合肥南站,CUW,重庆北站,2025-11-12 11:07:00,2025-11-12 18:57:00,470,D953,动车,二等座,充足,586.5,1,213
合肥,成都,2025-11-12,CUW,重庆北站,ICW,成都东站,2025-11-12 19:17:00,2025-11-12 20:45:00,88,G318,高铁,二等座,充足,586.5,2,213
合肥,成都,2025-11-12,HFH,合肥站,UAH,六安站,2025-11-12 07:49:00,2025-11-12 08:52:00,63,K305,普快,硬座,充足,491.5,1,214
合肥,成都,2025-11-12,UAH,六安站,ICW,成都东站,2025-11-12 09:20:00,2025-11-12 19:43:00,623,D3077,动车,二等座,充足,491.5,2,214
合肥,成都,2025-11-12,HFH,合肥站,ICW,成都东站,2025-11-12 08:35:00,2025-11-12 17:53:00,558,G1886,高铁,二等座,充足,773.5,1,218
合肥,成都,2025-11-12,ENH,合肥南站,ICW,成都东站,2025-11-12 10:37:00,2025-11-12 21:46:00,669,D3057,动车,二等座,充足,508,1,212
合肥,成都,2025-11-12,ENH,合肥南站,ICW,成都东站,2025-11-12 08:12:00,2025-11-12 19:10:00,658,D2255,动车,二等座,充足,508,1,208
合肥,成都,2025-11-12,ENH,合肥南站,CUW,重庆北站,2025-11-12 10:21:00,2025-11-12 19:15:00,534,D3073,动车,二等座,充足,467,1,209
合肥,成都,2025-11-12,CUW,重庆北站,ICW,成都东站,2025-11-12 19:47:00,2025-11-12 22:03:00,136,D2223,动车,二等座,充足,467,2,209
合肥,成都,2025-11-12,ENH,合肥南站,ICW,成都东站,2025-11-12 11:07:00,2025-11-12 21:01:00,594,D953,动车,二等座,充足,516,1,211
合肥,成都,2025-11-12,ICW,成都东站,CNW,成都南站,2025-11-12 21:54:00,2025-11-12 22:04:00,10,C15,城际,二等座,充足,516,2,211
合肥,成都,2025-11-12,ENH,合肥南站,CUW,重庆北站,2025-11-12 10:21:00,2025-11-12 19:15:00,534,D3073,动车,二等座,充足,467,1,206
合肥,成都,2025-11-12,CUW,重庆北站,ICW,成都东站,2025-11-12 19:36:00,2025-11-12 21:53:00,137,D2207,动车,二等座,充足,467,2,206
成都,合肥,2025-11-15,ICW,成都东站,ENH,合肥南站,2025-11-15 07:36:00,2025-11-15 18:29:00,653,D2224,动车,二等座,充足,508,1,222
成都,合肥,2025-11-15,ICW,成都东站,ENH,合肥南站,2025-11-15 07:47:00,2025-11-15 17:34:00,587,D954,动车,二等座,充足,508,1,220
成都,合肥,2025-11-15,ICW,成都东站,HKN,汉口站,2025-11-15 07:47:00,2025-11-15 15:43:00,476,D954,动车,二等座,充足,508,1,221
成都,合肥,2025-11-15,HKN,汉口站,ENH,合肥南站,2025-11-15 16:11:00,2025-11-15 17:56:00,105,G1726,高铁,二等座,充足,508,2,221
成都,合肥,2025-11-15,ICW,成都东站,JZH,金寨站,2025-11-15 07:52:00,2025-11-15 18:13:00,621,D354,动车,二等座,充足,507,1,225
成都,合肥,2025-11-15,JZH,金寨站,ENH,合肥南站,2025-11-15 18:46:00,2025-11-15 19:24:00,38,D2374,动车,二等座,充足,507,2,225
成都,合肥,2025-11-15,ICW,成都东站,UAH,六安站,2025-11-15 09:12:00,2025-11-15 20:04:00,652,D3078,动车,二等座,充足,491.5,1,226
成都,合肥,2025-11-15,UAH,六安站,HFH,合肥站,2025-11-15 20:44:00,2025-11-15 21:54:00,70,K306,普快,硬座,充足,491.5,2,226
成都,合肥,2025-11-15,ICW,成都东站,HFH,合肥站,2025-11-15 11:51:00,2025-11-15 21:41:00,590,G1888,高铁,二等座,充足,756.5,1,228
成都,合肥,2025-11-15,ICW,成都东站,ENH,合肥南站,2025-11-15 08:03:00,2025-11-15 19:09:00,666,D2208,动车,二等座,充足,508,1,223
成都,合肥,2025-11-15,ICW,成都东站,ENH,合肥南站,2025-11-15 07:52:00,2025-11-15 18:59:00,667,D354,动车,二等座,充足,508,1,224
