city,attraction_name,attraction_id,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price
杭州,白堤,B0FFFTYEG4,白居易任杭州刺史时修建的湖堤，春季桃花柳絮飞舞时最美。,历史文化,,30.255701,120.149189,4.8,全天开放,全天开放,,0.5,2.0,0
杭州,杭州工艺美术博物馆,B023B0I02U,展示杭州传统手工艺和现代工艺美术作品，包含丝绸、刺绣、雕刻等多种工艺门类。,历史文化,,30.315645,120.136930,4.7,09:00,16:30,周二,1.0,2.5,0
杭州,九溪烟树,B0FFHMH4J8,西湖新十景之一，九条溪流汇集，秋季景色尤为迷人。,自然风光,,30.202395,120.113350,4.8,全天开放,全天开放,,1.5,3.0,0
杭州,小河历史文化街区,B0FFFWQ8DS,保存完好的历史街区，典型的江南水乡建筑，生活气息浓厚。,历史文化,,30.308302,120.135337,4.7,全天开放,全天开放,,1.5,3.0,0
杭州,浙江省博物馆(孤山馆区),B023B06XVX,浙江省内最重要的综合性博物馆，收藏丰富的历史文物和艺术珍品，位于风景秀丽的孤山。,历史文化,,30.251243,120.143778,4.5,09:00,17:00,周一,1.0,2.5,0
杭州,花港观鱼,B023B023B2,西湖十景之一，以观赏红鲤鱼著称的园林景区，春季花开时尤为美丽。,自然风光,,30.230233,120.139095,4.7,全天开放,全天开放,,0.5,2.0,0
杭州,断桥残雪,B023B01EE6,西湖十景之一，白娘子与许仙相遇的传说地，是西湖北线的起点。,历史文化,,30.258106,120.151299,4.7,全天开放,全天开放,,0.0,1.5,0
杭州,雷峰塔景区,B023B09LKR,重建的千年古塔，登塔可俯瞰西湖全景，与《白蛇传》传说密切相关。,历史文化,,30.230934,120.148849,4.8,08:00,20:00,,0.5,2.0,40
杭州,清河坊步行街,B023B1E89A,杭州最具代表性的历史文化街区，保留明清建筑风格，各类特色小店云集。,历史文化,,30.240073,120.168923,4.7,全天开放,全天开放,,2.0,3.5,0
杭州,印象西湖演出,,大型山水实景演出，融合杭州文化与现代艺术，夜晚在西湖上演出。,历史文化,,30.250800,120.149800,4.7,19:40,20:35,,1.0,2.5,340
