city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
杭州,如家-杭州萧山国际机场店,浙江杭州萧山区红山大道55号（可乘坐地铁1号线或机场大巴至萧山机场站，联系酒店班车接站，详询酒店前台）,30.231844,120.399721,2014,2,154,4.6,如家
杭州,桔子杭州文体中心西溪湿地酒店,西湖区文二西路738号,30.281383,120.079410,2019,3,305,4.8,桔子
杭州,汉庭杭州东湖北路酒店,临平区宏达路3号,30.460900,120.297000,2016,2,172,4.6,汉庭
杭州,杭州滨江希尔顿欢朋酒店,杭州 滨江区 缤纷街599号 ，近江南大道。,30.214829,120.224650,2017,4,399,4.8,希尔顿
杭州,杭州胤隆会休闲主题酒店,通惠中路698号,30.179290,120.285795,2013,3,205,4.6,
杭州,全季建德新安江江畔酒店,建德新安江新安路283号,29.473400,119.263000,2021,3,288,4.8,全季
杭州,杭州农林大学青山湖开元名庭酒店,锦城街道钱王街282号,30.231863,119.731587,2025,4,273,4.5,
杭州,杭州西湖湖滨凤起路亚朵酒店,凤起路503号,30.263271,120.160516,2018,4,496,4.2,亚朵
杭州,曼居酒店(杭州新登富春港店),富阳区登城北路69号,29.972619,119.737452,2019,4,278,4.3,
杭州,维也纳酒店（5.0深化版杭州桐庐富春江店）,城南街道春江路1108号,29.789091,119.678699,2025,3,248,4.2,
杭州,格雷斯精选酒店杭州金沙湖店,经济技术开发区幸福南路1288号天福财智大厦5幢117室,30.319279,120.319595,2017,4,289,4.7,
杭州,杭州鸬鸟希尔顿花园酒店,鸬鸟镇寻梨街8号,30.469522,119.769431,2017,5,394,4.5,希尔顿
杭州,如家·neo-杭州西湖湖滨银泰in77店,中河中路168号,30.252786,120.172684,2016,2,273,4.4,如家
杭州,汉庭杭州新天地酒店,费家塘路630号新天地商务中心15幢，一层部分，二至三层,30.323959,120.186371,2024,3,311,4.9,汉庭
杭州,千岛湖福朋喜来登酒店,千岛湖集贤路1699号,29.659642,119.003828,2021,5,368,4.6,
杭州,杭州华玺大酒店,浙江省杭州市临平区东湖街道东湖中路234号,30.429301,120.305511,2025,4,119,4.5,
杭州,千岛湖MOXY酒店,浙江省杭州市淳安县千岛湖镇青溪银泰城6幢606室,29.610373,119.144395,2023,4,278,4.7,万豪
杭州,如家-杭州西湖黄龙万科中心颐高店,西湖区黄姑山路11号,30.274559,120.133797,2019,2,167,4.6,如家
