origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,seat_status,price,segment_index,route_index
长春,大连,2025-11-12,CCT,长春站,DLT,大连站,2025-11-12 10:48:00,2025-11-12 14:11:00,203,G8010,高铁,二等座,充足,316.5,1,207
长春,大连,2025-11-12,CCT,长春站,SYT,沈阳站,2025-11-12 15:18:00,2025-11-12 19:08:00,230,K1986,普快,硬座,充足,228.0,1,206
长春,大连,2025-11-12,SYT,沈阳站,DLT,大连站,2025-11-12 19:26:00,2025-11-12 21:12:00,106,G8066,高铁,二等座,充足,228.0,2,206
长春,大连,2025-11-12,CCT,长春站,SBT,沈阳北站,2025-11-12 15:11:00,2025-11-12 18:09:00,178,Z174,普快,硬座,充足,219.0,1,183
长春,大连,2025-11-12,SBT,沈阳北站,DFT,大连北站,2025-11-12 18:31:00,2025-11-12 20:16:00,105,G9138,高铁,二等座,充足,219.0,2,183
长春,大连,2025-11-12,CCT,长春站,DLT,大连站,2025-11-12 06:54:00,2025-11-12 10:50:00,236,G8004,高铁,二等座,充足,316.5,1,209
长春,大连,2025-11-12,CCT,长春站,DLT,大连站,2025-11-12 09:57:00,2025-11-12 13:33:00,216,G8128,高铁,二等座,充足,316.5,1,213
长春,大连,2025-11-12,CRT,长春西站,DFT,大连北站,2025-11-12 15:30:00,2025-11-12 18:56:00,206,G720,高铁,二等座,充足,304.5,1,204
长春,大连,2025-11-12,CRT,长春西站,DFT,大连北站,2025-11-12 20:14:00,2025-11-12 23:00:00,166,G732,高铁,二等座,充足,304.5,1,186
长春,大连,2025-11-12,CRT,长春西站,DFT,大连北站,2025-11-12 16:47:00,2025-11-12 20:06:00,199,G724,高铁,一等座,充足,804.5,1,200
长春,大连,2025-11-12,CRT,长春西站,SBT,沈阳北站,2025-11-12 18:23:00,2025-11-12 20:03:00,100,D562,动车,二等座,充足,267.5,1,194
长春,大连,2025-11-12,SBT,沈阳北站,DFT,大连北站,2025-11-12 20:35:00,2025-11-12 22:34:00,119,G8126,高铁,二等座,充足,267.5,2,194
长春,大连,2025-11-12,CCT,长春站,DLT,大连站,2025-11-12 07:30:00,2025-11-12 11:13:00,223,G8006,高铁,二等座,充足,316.5,1,214
大连,长春,2025-11-17,DLT,大连站,BYT,鲅鱼圈站,2025-11-17 15:13:00,2025-11-17 16:11:00,58,G8055,高铁,二等座,充足,323.0,1,268
大连,长春,2025-11-17,BYT,鲅鱼圈站,CCT,长春站,2025-11-17 16:51:00,2025-11-17 19:38:00,167,G8019,高铁,二等座,充足,323.0,2,268
大连,长春,2025-11-17,DLT,大连站,WXT,瓦房店西站,2025-11-17 15:13:00,2025-11-17 15:51:00,38,G8055,高铁,二等座,充足,316.0,1,262
大连,长春,2025-11-17,WXT,瓦房店西站,CRT,长春西站,2025-11-17 16:14:00,2025-11-17 18:55:00,161,G725,高铁,二等座,充足,316.0,2,262
大连,长春,2025-11-17,DFT,大连北站,CRT,长春西站,2025-11-17 17:57:00,2025-11-17 21:10:00,193,G729,高铁,二等座,充足,298.5,1,236
大连,长春,2025-11-17,DLT,大连站,CCT,长春站,2025-11-17 11:12:00,2025-11-17 14:31:00,199,G8011,高铁,二等座,充足,327.5,1,257
大连,长春,2025-11-17,DFT,大连北站,CRT,长春西站,2025-11-17 06:46:00,2025-11-17 10:09:00,203,G771,高铁,二等座,充足,304.5,1,232
大连,长春,2025-11-17,DFT,大连北站,CRT,长春西站,2025-11-17 14:17:00,2025-11-17 17:32:00,195,G773,高铁,二等座,充足,304.5,1,242
大连,长春,2025-11-17,DLT,大连站,PPT,四平东站,2025-11-17 14:29:00,2025-11-17 17:26:00,177,G8127,高铁,二等座,充足,316.5,1,263
大连,长春,2025-11-17,PPT,四平东站,CRT,长春西站,2025-11-17 17:46:00,2025-11-17 18:13:00,27,G1261,高铁,二等座,充足,316.5,2,263
大连,长春,2025-11-17,DFT,大连北站,PPT,四平东站,2025-11-17 17:57:00,2025-11-17 20:41:00,164,G729,高铁,二等座,充足,305.5,1,250
大连,长春,2025-11-17,PPT,四平东站,CRT,长春西站,2025-11-17 21:03:00,2025-11-17 21:30:00,27,G1255,高铁,二等座,充足,305.5,2,250
大连,长春,2025-11-17,DFT,大连北站,CRT,长春西站,2025-11-17 13:32:00,2025-11-17 16:10:00,158,G49,高铁,一等座,充足,815.5,1,235
大连,长春,2025-11-17,DLT,大连站,PPT,四平东站,2025-11-17 09:17:00,2025-11-17 12:14:00,177,G8007,高铁,二等座,充足,328.5,1,266
大连,长春,2025-11-17,PPT,四平东站,CCT,长春站,2025-11-17 12:33:00,2025-11-17 13:06:00,33,G3533,高铁,二等座,充足,328.5,2,266
