origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
西宁,上海,2025-11-12,XNN,曹家堡机场,SHA,虹桥国际机场,2025-11-12 07:15:00,2025-11-12 12:10:00,295,G58501,华夏,经济舱,充足,320,中型机,空客,1480,1,29
西宁,上海,2025-11-12,XNN,曹家堡机场,PVG,浦东国际机场,2025-11-12 13:20:00,2025-11-12 16:05:00,165,MU8576,东航,经济舱,充足,737-800,中型机,波音,860,1,27
西宁,上海,2025-11-12,XNN,曹家堡机场,SHA,虹桥国际机场,2025-11-12 07:15:00,2025-11-12 12:10:00,295,MU2153,东航,经济舱,充足,320,中型机,空客,1400,1,28
西宁,上海,2025-11-12,XNN,曹家堡机场,SHA,虹桥国际机场,2025-11-12 07:15:00,2025-11-12 12:10:00,295,HO5548,吉祥,经济舱,充足,320,中型机,空客,1840,1,31
西宁,上海,2025-11-12,XNN,曹家堡机场,PVG,浦东国际机场,2025-11-12 13:20:00,2025-11-12 16:05:00,165,FM9210,上航,经济舱,充足,737-800,中型机,波音,775,1,25
西宁,上海,2025-11-12,XNN,曹家堡机场,SHA,虹桥国际机场,2025-11-12 07:15:00,2025-11-12 12:10:00,295,MF3037,厦航,经济舱,充足,320,中型机,空客,1490,1,30
西宁,上海,2025-11-12,XNN,曹家堡机场,PVG,浦东国际机场,2025-11-12 12:30:00,2025-11-12 15:25:00,175,CA8320,国航,经济舱,充足,320,中型机,空客,810,1,26
西宁,上海,2025-11-12,XNN,曹家堡机场,TFU,天府机场,2025-11-12 13:15:00,2025-11-12 14:55:00,100,3U6344,川航,经济舱,充足,320,中型机,空客,1340,1,38
西宁,上海,2025-11-12,TFU,天府机场,PVG,浦东国际机场,2025-11-12 16:30:00,2025-11-12 19:15:00,165,CA4507,国航,经济舱,充足,319,中型机,空客,1340,2,38
西宁,上海,2025-11-12,XNN,曹家堡机场,XIY,咸阳机场,2025-11-12 17:55:00,2025-11-12 19:20:00,85,MU2314,东航,经济舱,充足,319,中型机,空客,661,1,34
西宁,上海,2025-11-12,XIY,咸阳机场,SHA,虹桥国际机场,2025-11-12 21:00:00,2025-11-12 23:05:00,125,MU2169,东航,经济舱,充足,C919,中型机,商飞,661,2,34
西宁,上海,2025-11-12,XNN,曹家堡机场,PVG,浦东国际机场,2025-11-12 20:30:00,2025-11-12 23:30:00,180,MU2310,东航,经济舱,充足,320,中型机,空客,508,1,22
上海,西宁,2025-11-15,SHA,虹桥国际机场,XNN,曹家堡机场,2025-11-15 13:20:00,2025-11-15 18:35:00,315,HO5549,吉祥,经济舱,充足,320,中型机,空客,1840,1,49
上海,西宁,2025-11-15,SHA,虹桥国际机场,XIY,咸阳机场,2025-11-15 17:50:00,2025-11-15 20:30:00,160,MU2166,东航,经济舱,充足,320NEO,中型机,空客,599,1,50
上海,西宁,2025-11-15,XIY,咸阳机场,XNN,曹家堡机场,2025-11-15 22:10:00,2025-11-15 23:45:00,95,MU2349,东航,经济舱,充足,319,中型机,空客,599,2,50
上海,西宁,2025-11-15,PVG,浦东国际机场,XNN,曹家堡机场,2025-11-15 06:30:00,2025-11-15 10:20:00,230,9C7165,春秋,经济舱,充足,320,中型机,空客,451,1,40
上海,西宁,2025-11-15,PVG,浦东国际机场,XNN,曹家堡机场,2025-11-15 16:00:00,2025-11-15 19:40:00,220,HO5411,吉祥,经济舱,充足,320,中型机,空客,844,1,45
上海,西宁,2025-11-15,SHA,虹桥国际机场,XIY,咸阳机场,2025-11-15 14:10:00,2025-11-15 16:45:00,155,MU2158,东航,经济舱,充足,320,中型机,空客,594,1,53
上海,西宁,2025-11-15,XIY,咸阳机场,XNN,曹家堡机场,2025-11-15 22:10:00,2025-11-15 23:45:00,95,MU2349,东航,经济舱,充足,319,中型机,空客,594,2,53
上海,西宁,2025-11-15,SHA,虹桥国际机场,XNN,曹家堡机场,2025-11-15 13:20:00,2025-11-15 18:35:00,315,MU2156,东航,经济舱,充足,320,中型机,空客,1478,1,46
上海,西宁,2025-11-15,PVG,浦东国际机场,XNN,曹家堡机场,2025-11-15 08:45:00,2025-11-15 12:35:00,230,FM9209,上航,经济舱,充足,737-800,中型机,波音,772,1,44
上海,西宁,2025-11-15,PVG,浦东国际机场,XIY,咸阳机场,2025-11-15 16:15:00,2025-11-15 18:55:00,160,CA8325,国航,经济舱,充足,321,中型机,空客,889,1,56
上海,西宁,2025-11-15,XIY,咸阳机场,XNN,曹家堡机场,2025-11-15 20:50:00,2025-11-15 22:25:00,95,MU6096,东航,经济舱,充足,320,中型机,空客,889,2,56
上海,西宁,2025-11-15,PVG,浦东国际机场,XIY,咸阳机场,2025-11-15 16:00:00,2025-11-15 18:45:00,165,MU2162,东航,经济舱,充足,320,中型机,空客,546,1,52
上海,西宁,2025-11-15,XIY,咸阳机场,XNN,曹家堡机场,2025-11-15 22:10:00,2025-11-15 23:45:00,95,MU2349,东航,经济舱,充足,319,中型机,空客,546,2,52
上海,西宁,2025-11-15,PVG,浦东国际机场,XIY,咸阳机场,2025-11-15 11:55:00,2025-11-15 14:40:00,165,MU2296,东航,经济舱,充足,320,中型机,空客,546,1,55
上海,西宁,2025-11-15,XIY,咸阳机场,XNN,曹家堡机场,2025-11-15 22:10:00,2025-11-15 23:45:00,95,MU2349,东航,经济舱,充足,319,中型机,空客,546,2,55
