poi_name,latitude,longitude,address,poi_type
八大山人纪念馆,28.604789,115.916642,,attraction
万寿宫历史文化街区,28.674121,115.887019,,attraction
南昌之星摩天轮,28.655929,115.850254,,attraction
赣江市民公园-秋水广场,28.683089,115.862117,,attraction
青云谱道观,28.604789,115.916642,,attraction
艾溪湖森林湿地公园,28.689605,115.990201,,attraction
南昌八一起义纪念馆,28.674670,115.889435,,attraction
江西省博物馆（新馆）,28.705900,115.881823,,attraction
象山森林公园,28.951573,115.966089,,attraction
胜利路步行街,28.678755,115.888103,,attraction
老味道餐馆(章江路店),28.678848,115.883719,,restaurant
饭堂滕阁餐厅(大士院住宅四区店),28.683394,115.886260,,restaurant
MIYA·米央自由餐厅,28.678785,115.886451,,restaurant
东方豪景花园酒店-怡景旋转餐厅,28.678026,115.886839,,restaurant
读者餐厅,28.704138,115.880581,,restaurant
慕佳音乐餐吧凤凰洲店(建军雕塑广场店),28.702944,115.882016,,restaurant
千年福茶餐厅(凤凰假日广场店),28.709715,115.880360,,restaurant
芒果欢乐餐厅,28.701301,115.879440,,restaurant
千百味·红餐厅(省科技馆店),28.700795,115.878631,,restaurant
蓝鲸海鲜.赣菜餐厅,28.700706,115.878777,,restaurant
玖色鹿餐厅(红谷滩店),28.703468,115.874768,,restaurant
厨艺餐厅(九颂山河店),28.698989,115.876357,,restaurant
觅食记·芸熹牛排自助餐厅(绿地外滩公馆写字楼店),28.716479,115.880720,,restaurant
福记烧腊餐厅(梧桐里店),28.716122,115.877511,,restaurant
云林山水酒店·梅湖中餐厅,28.607862,115.912846,,restaurant
墨香餐馆,28.602499,115.911372,,restaurant
四家乐餐馆,28.606961,115.928080,,restaurant
吴家餐馆(洪铃大厦店),28.613977,115.907696,,restaurant
熊姐餐厅,28.607440,115.930285,,restaurant
家兴餐馆,28.617213,115.913810,,restaurant
微笑主题餐厅(恒茂汇景店),28.607537,115.932403,,restaurant
鹏程九运餐厅,28.603836,115.933579,,restaurant
花园小餐厅,28.621357,115.921621,,restaurant
东名海鲜大排档(暂停营业),28.607937,115.934335,,restaurant
南昌大饭店(万寿宫店),28.673696,115.887108,,restaurant
不二民谣音乐餐吧(南昌店),28.674621,115.887100,,restaurant
东发道茶冰厅(万寿宫历史文化街区店),28.673802,115.886297,,restaurant
南昌里·老街南昌味(万寿宫店),28.672945,115.886539,,restaurant
小刘餐馆,28.673557,115.884538,,restaurant
忆品嘉华自助餐厅(购购商城店),28.675246,115.890008,,restaurant
陈记手工绿豆饼(珠宝街店),28.673066,115.890280,,restaurant
星记茶餐厅(万寿宫店),28.673815,115.891090,,restaurant
佐敦茶餐厅(象山南路店),28.675008,115.891432,,restaurant
锦峰大酒店中餐厅,28.661546,115.898490,,restaurant
陶鲜生海鲜餐厅(站前西路店),28.661934,115.897709,,restaurant
芳芳餐馆(前进路店),28.656660,115.899740,,restaurant
隆江猪脚饭·烧腊餐厅(船山路店),28.664218,115.895622,,restaurant
桃苑餐馆,28.658065,115.893862,,restaurant
玖五京菜(南昌万象城店),28.655558,115.848630,,restaurant
NEED创意韩国料理(南昌万象城店),28.655845,115.848512,,restaurant
花千代现烤活鱼甄选餐厅(南昌万象城店),28.656083,115.848176,,restaurant
克茗冰室(南昌万象城店),28.655165,115.848014,,restaurant
野果yeego(南昌万象城店),28.654725,115.847675,,restaurant
泰心动·东南亚餐厅(南昌万象城店),28.654762,115.847518,,restaurant
悦得闲茶楼(南昌万象城店),28.654390,115.847545,,restaurant
春字号·江西菜(万象城店),28.655289,115.847072,,restaurant
绿茶餐厅(南昌万象城店),28.654399,115.847107,,restaurant
美吉温德姆花园餐厅,28.659125,115.851775,,restaurant
一色·旧冈瓦,28.681151,115.861205,,restaurant
紫玉轩中餐厅,28.680689,115.859231,,restaurant
薇荨西餐厅,28.681334,115.858430,,restaurant
海底捞火锅(绿地缤纷城店),28.684941,115.855593,,restaurant
小城门情境文化主题餐厅,28.677846,115.858162,,restaurant
鲟阳宴.喜悦餐厅,28.677573,115.857722,,restaurant
立苑餐厅(双子塔店),28.685258,115.854830,,restaurant
渔家概念料理,28.689449,115.859049,,restaurant
富二楼餐厅(联发广场),28.689948,115.863954,,restaurant
嘉州李(双子塔303观光厅店),28.685582,115.854218,,restaurant
智选假日酒店餐厅,28.688526,115.993787,,restaurant
肯德基(艾溪湖公园店),28.684514,115.989401,,restaurant
自选餐厅(艾溪湖三路店),28.693903,115.998424,,restaurant
