restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
新荣记(BFC外滩金融中心店),上海,31.227300,121.497666,781.0,餐饮服务;中餐厅;浙江菜,17:30,20:30,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,4.6
上海滩餐厅(BFC外滩金融中心店),上海,31.227219,121.497657,714.0,餐饮服务;中餐厅;浙江菜,17:00,21:00,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,4.8
DA VITTORIO SHANGHAI,上海,31.227327,121.497532,2315.0,餐饮服务;外国餐厅;西餐厅(综合风味),18:00,21:30,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,4.6
东发道茶冰厅(BFC外滩金融中心店),上海,31.227591,121.497309,66.0,餐饮服务;中餐厅;广东菜(粤菜),10:30,21:00,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,4.5
遇外滩(BFC外滩金融中心店),上海,31.226455,121.498458,759.0,餐饮服务;中餐厅;福建菜,17:30,21:00,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,4.6
莆田PUTIEN(外滩金融中心店),上海,31.226065,121.497799,100.0,餐饮服务;中餐厅;福建菜|住宿服务;住宿服务相关;住宿服务相关,17:00,21:30,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,4.4
MOON N BACK农场餐馆,上海,31.225721,121.498254,171.0,餐饮服务;外国餐厅;外国餐厅,11:30,22:00,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,4.6
上海外滩英迪格酒店·Quay江畔餐厅(中山东二路店),上海,31.226183,121.500038,200.0,餐饮服务;餐饮相关场所;餐饮相关,06:30,22:30,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,4.3
上海外滩英迪格酒店·恰餐厅,上海,31.226125,121.500094,701.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,3.9
十六铺3号游船码头水上自助餐厅,上海,31.225600,121.501144,283.0,餐饮服务;中餐厅;中餐厅,07:30,23:30,黄浦江游船,"121.498369,31.227636",31.227636,121.498369,3.9
Justgrapes 萄醉 (安福路店),上海,31.214333,121.444635,122.0,餐饮服务;外国餐厅;西餐厅(综合风味),10:00,23:00,安福路,"121.444314,31.214156",31.214156,121.444314,4.5
Alimentari(安福路店),上海,31.214373,121.444793,125.0,餐饮服务;中餐厅;中餐厅,09:00,23:30,安福路,"121.444314,31.214156",31.214156,121.444314,4.7
The Garden Restaurant 花园西餐厅,上海,31.215012,121.444771,100.0,体育休闲服务;娱乐场所;酒吧|餐饮服务;外国餐厅;外国餐厅,10:30,24:00,安福路,"121.444314,31.214156",31.214156,121.444314,4.2
MoneyShops(乌鲁木齐中路店),上海,31.215293,121.444450,100.0,餐饮服务;外国餐厅;西餐厅(综合风味),08:00,22:00,安福路,"121.444314,31.214156",31.214156,121.444314,4.7
美丽那波利意大利餐厅(长乐路店),上海,31.216157,121.445306,100.0,餐饮服务;外国餐厅;意式菜品餐厅,11:00,21:00,安福路,"121.444314,31.214156",31.214156,121.444314,3.6
钟姐·港式手打柠檬茶(乌鲁木齐中路店),上海,31.212119,121.445999,100.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,安福路,"121.444314,31.214156",31.214156,121.444314,3.4
上金雀华人餐厅(乌中店),上海,31.211970,121.446373,86.0,餐饮服务;中餐厅;广东菜(粤菜),11:00,21:00,安福路,"121.444314,31.214156",31.214156,121.444314,4.4
合记茶餐厅(华山路店),上海,31.217165,121.444516,79.0,餐饮服务;快餐厅;茶餐厅,09:00,20:30,安福路,"121.444314,31.214156",31.214156,121.444314,4.0
吴茂兴本帮面(华山路店),上海,31.217324,121.444922,28.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,安福路,"121.444314,31.214156",31.214156,121.444314,3.8
柴米多CHIMIDO·农场餐厅(乌中市集店),上海,31.211302,121.446342,100.0,餐饮服务;中餐厅;中餐厅,15:30,21:30,安福路,"121.444314,31.214156",31.214156,121.444314,4.5
新旺茶餐厅(世博源店),上海,31.183040,121.492946,86.0,餐饮服务;快餐厅;茶餐厅,10:00,21:00,中华艺术宫,"121.494740,31.184338",31.184338,121.494740,4.4
华泰金融大厦博成路餐厅,上海,31.186367,121.494851,30.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,中华艺术宫,"121.494740,31.184338",31.184338,121.494740,3.9
翠华餐厅(世博源店),上海,31.184324,121.492115,98.0,餐饮服务;快餐厅;茶餐厅,08:00,21:00,中华艺术宫,"121.494740,31.184338",31.184338,121.494740,4.6
客满缘自选餐厅,上海,31.186844,121.495720,25.0,餐饮服务;中餐厅;中餐厅,05:30,20:00,中华艺术宫,"121.494740,31.184338",31.184338,121.494740,4.4
蔡澜点心,上海,31.182563,121.492373,109.0,餐饮服务;餐饮相关场所;餐饮相关,10:00,21:00,中华艺术宫,"121.494740,31.184338",31.184338,121.494740,4.3
你好·基辅乌克兰餐厅(世博源1区),上海,31.187171,121.492055,100.0,餐饮服务;外国餐厅;外国餐厅,11:00,21:00,中华艺术宫,"121.494740,31.184338",31.184338,121.494740,4.5
安东尼奥餐厅(世博源店),上海,31.187268,121.492018,173.0,餐饮服务;外国餐厅;意式菜品餐厅|餐饮服务;外国餐厅;西餐厅(综合风味),10:30,21:30,中华艺术宫,"121.494740,31.184338",31.184338,121.494740,4.0
宝粤楼广式点心茶楼(世博源店),上海,31.187809,121.491421,104.0,餐饮服务;中餐厅;广东菜(粤菜),17:00,20:30,中华艺术宫,"121.494740,31.184338",31.184338,121.494740,4.7
漫巷·韩国料理,上海,31.185075,121.488925,112.0,餐饮服务;外国餐厅;韩国料理,17:00,21:00,中华艺术宫,"121.494740,31.184338",31.184338,121.494740,4.7
中信银行大厦餐厅,上海,31.183871,121.488072,100.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,中华艺术宫,"121.494740,31.184338",31.184338,121.494740,2.5
碟春餐厅,上海,31.223436,121.473585,118.0,餐饮服务;餐饮相关场所;餐饮相关,11:00,21:00,上海K11购物艺术中心,"121.473582,31.223433",31.223433,121.473582,4.3
阿吾罗日本料理(K11艺术中心店),上海,31.223248,121.473393,200.0,餐饮服务;外国餐厅;日本料理,11:30,14:00,上海K11购物艺术中心,"121.473582,31.223433",31.223433,121.473582,4.6
currify·黑盐·印度创意料理(K11店),上海,31.223287,121.473898,106.0,餐饮服务;中餐厅;中餐厅,11:00,21:30,上海K11购物艺术中心,"121.473582,31.223433",31.223433,121.473582,4.6
捷尼赛思餐厅(香港广场购物中心北区店),上海,31.223804,121.474396,361.0,餐饮服务;外国餐厅;韩国料理,11:00,22:00,上海K11购物艺术中心,"121.473582,31.223433",31.223433,121.473582,4.4
DOPASTTA帕萨朵(新天地广场店),上海,31.222675,121.473864,83.0,餐饮服务;餐饮相关场所;餐饮相关,16:00,20:30,上海K11购物艺术中心,"121.473582,31.223433",31.223433,121.473582,4.6
泰瑶餐厅,上海,31.222554,121.474117,100.0,餐饮服务;外国餐厅;外国餐厅,10:00,22:00,上海K11购物艺术中心,"121.473582,31.223433",31.223433,121.473582,3.9
兢杰冰室(新天地店),上海,31.222634,121.474314,57.0,餐饮服务;快餐厅;茶餐厅,10:00,21:30,上海K11购物艺术中心,"121.473582,31.223433",31.223433,121.473582,4.5
新旺茶餐厅(香港广场店),上海,31.223895,121.474866,79.0,餐饮服务;快餐厅;茶餐厅,08:00,22:00,上海K11购物艺术中心,"121.473582,31.223433",31.223433,121.473582,4.5
OTF加州餐厅(新天地广场店),上海,31.222271,121.473965,114.0,餐饮服务;外国餐厅;西餐厅(综合风味),11:00,21:00,上海K11购物艺术中心,"121.473582,31.223433",31.223433,121.473582,4.6
浩海火烧云傣家菜(新天地广场店),上海,31.222148,121.473930,116.0,餐饮服务;中餐厅;云贵菜,11:00,22:00,上海K11购物艺术中心,"121.473582,31.223433",31.223433,121.473582,4.7
JSL三椒餐厅,上海,31.228150,121.451818,47.0,餐饮服务;中餐厅;中餐厅,11:00,21:00,上海自然博物馆,"121.451944,31.229167",31.229167,121.451944,4.4
KLAY现代印度餐厅(北京西路1110弄小区店),上海,31.229796,121.453432,253.0,餐饮服务;外国餐厅;印度风味,11:30,22:00,上海自然博物馆,"121.451944,31.229167",31.229167,121.451944,4.7
荣府宴(南阳路店),上海,31.228155,121.450517,1789.0,餐饮服务;中餐厅;江苏菜,17:30,21:00,上海自然博物馆,"121.451944,31.229167",31.229167,121.451944,4.6
