poi_name,latitude,longitude,address,poi_type
湖广会馆,29.557921,106.586915,,attraction
南滨路,29.541622,106.576856,,attraction
重庆中国三峡博物馆,29.562014,106.550513,,attraction
重庆市人民大礼堂,29.561674,106.553277,,attraction
朝天门码头,29.563361,106.589421,,attraction
红岩革命纪念馆,29.551553,106.497421,,attraction
涂鸦一条街,29.488979,106.539867,,attraction
重庆动物园,29.504023,106.505799,,attraction
中美合作所集中营旧址-渣滓洞监狱,29.585922,106.432707,,attraction
千厮门大桥,29.569264,106.576790,,attraction
北步园老火锅(洪崖洞店),29.561089,106.578870,,restaurant
今朝醉小酒馆(洪崖洞店),29.561251,106.578230,,restaurant
杨记隆府重庆江湖菜(解放碑总店),29.561053,106.578091,,restaurant
丁孃孃火锅(洪崖洞店),29.562602,106.580798,,restaurant
陈婆婆火锅,29.561436,106.577164,,restaurant
北步园老火锅(洪崖洞戴家巷店),29.561223,106.577220,,restaurant
珮姐老火锅(洪崖洞店),29.561384,106.581577,,restaurant
饭江湖·江湖菜(湖广会馆店),29.557397,106.587080,,restaurant
九九豆花馆(解放碑步行街店),29.559132,106.584040,,restaurant
小聚家庭料理,29.555101,106.585600,,restaurant
SPEAKEASY花园餐厅,29.557825,106.582875,,restaurant
老码头餐馆重庆小面特色江湖菜,29.562890,106.587738,,restaurant
大米先生(来福士餐厅),29.562981,106.585820,,restaurant
鹿鸣云端餐厅,29.563207,106.586046,,restaurant
来福士第二餐厅(重庆来福士广场店),29.563225,106.588275,,restaurant
徐生记.楼外香中餐厅(解放碑复星国际店),29.560375,106.581225,,restaurant
鑫怡江景风味餐厅,29.541884,106.578847,,restaurant
鹅艺空间(南滨路店),29.541583,106.580916,,restaurant
和记火爆(南滨路店),29.541567,106.581252,,restaurant
鲜龙井火锅(南滨路店),29.540327,106.582700,,restaurant
沉香牛肉面,29.537018,106.572562,,restaurant
渝味道风味餐厅(福利社店),29.535687,106.575028,,restaurant
兴玥餐厅(后堡社区店),29.538125,106.570225,,restaurant
香宇面庄,29.548771,106.575784,,restaurant
挤一桌·辣变,29.534036,106.578180,,restaurant
福满家火锅,29.548696,106.573429,,restaurant
泰想念泰国餐厅,29.583056,106.439680,,restaurant
寻味歌磁中餐厅,29.583431,106.439710,,restaurant
林中乐辣子鸡(歌乐山总店),29.576545,106.427053,,restaurant
四川外国语大学东苑餐厅,29.572651,106.438974,,restaurant
百姓餐馆(曾家岩隧道店),29.560680,106.551088,,restaurant
峡韵餐馆小面(人民村小区店),29.562897,106.552496,,restaurant
桃源餐馆,29.559479,106.549782,,restaurant
克拉里拉西餐厅,29.564931,106.549439,,restaurant
颐之时花园餐厅,29.562546,106.546935,,restaurant
红渝餐馆,29.558406,106.548331,,restaurant
常记餐馆,29.557865,106.549087,,restaurant
小罗餐馆(枣子岚垭正街店),29.559884,106.555045,,restaurant
樊哥餐馆,29.559945,106.555127,,restaurant
沃林餐厅,29.565726,106.554520,,restaurant
自立餐馆面庄,29.558174,106.555240,,restaurant
渝燕餐馆,29.558079,106.555388,,restaurant
大溪沟梯坎面,29.563705,106.557315,,restaurant
朱氏盈园餐馆,29.558033,106.555405,,restaurant
兴怡餐馆,29.563785,106.557302,,restaurant
家佳聚餐馆(华福山水店),29.494741,106.443631,,restaurant
富安居餐馆(富安居小区店),29.495151,106.443675,,restaurant
喜庭(重庆来福士广场店),29.564028,106.588688,,restaurant
白马·江景老川菜(来福士店),29.564844,106.588629,,restaurant
重庆朝天门voco酒店·妙全日餐厅(地标时代购物广场店),29.564286,106.587592,,restaurant
楼兰新疆主题餐厅(重庆渝中来福士店),29.565099,106.588479,,restaurant
鹅冠(重庆来福士广场店),29.564998,106.587422,,restaurant
菁中餐厅JING,29.565492,106.587966,,restaurant
重·林国际放题美食餐厅(重庆来福士洲际酒店),29.565585,106.588132,,restaurant
朝天门来福士餐厅,29.565057,106.587303,,restaurant
卜道·江景餐厅,29.549118,106.497887,,restaurant
精致川菜.半山园林餐厅,29.548330,106.503601,,restaurant
尚一嘴小餐馆(万科锦尚店),29.544963,106.495665,,restaurant
铜锣湾(重庆天地店),29.553287,106.508317,,restaurant
庆扒房牛排餐厅(重庆天地店),29.552872,106.508620,,restaurant
鲨鱼餐厅(重庆天地店),29.552893,106.508782,,restaurant
七火锅(红原路店),29.561637,106.498364,,restaurant
一尺花园(洋炮局店),29.559808,106.504572,,restaurant
古星院GUGA Garden(重庆天地商业主楼店),29.552817,106.509346,,restaurant
云实川粤融合餐厅(重庆天地店),29.552710,106.510184,,restaurant
知味标帜餐厅(重庆解放碑威斯汀酒店),29.556611,106.580239,,restaurant
胡记蹄花汤,29.489075,106.543050,,restaurant
东北娜佳餐馆,29.490131,106.543338,,restaurant
蔡大嫂餐馆,29.492889,106.543652,,restaurant
金凌餐馆,29.493808,106.542002,,restaurant
元气餐馆,29.494048,106.538564,,restaurant
Carmen(卡门)西班牙餐厅,29.494074,106.537215,,restaurant
何姐餐馆,29.478861,106.543759,,restaurant
谁潮聚星音乐餐厅精酿酒馆,29.490775,106.557375,,restaurant
联防食店家常菜(铁路一村店),29.502187,106.530448,,restaurant
麒麟姜爆临崖餐厅(京渝国际文创园店),29.503131,106.527694,,restaurant
春之屋快餐厅,29.503767,106.508263,,restaurant
程记餐馆,29.509143,106.504845,,restaurant
胖哥餐馆(冶金路店),29.509323,106.504574,,restaurant
糊涂餐馆,29.509590,106.505644,,restaurant
小巷餐馆,29.509545,106.504658,,restaurant
茶楼中餐,29.497781,106.505004,,restaurant
豪客来(重庆杨家坪印象汇餐厅),29.500034,106.512033,,restaurant
家常餐馆,29.497125,106.503175,,restaurant
福实餐馆(晴海荟购物广场店),29.508196,106.513382,,restaurant
大米先生(九龙坡区西郊路第二餐厅),29.508059,106.513658,,restaurant
山城老堂口(解放碑店),29.558980,106.579620,,restaurant
独仙花园餐厅,29.561625,106.543987,,restaurant
六六号餐馆(上清寺店),29.558725,106.545358,,restaurant
家常味餐馆(上清寺路店),29.558502,106.544684,,restaurant
老字号洞亭火锅(防空洞店),29.556657,106.549174,,restaurant
大河沟映山红餐厅,29.587855,106.437853,,restaurant
廖代秀餐馆,29.582088,106.418818,,restaurant
真知味餐馆歌乐山,29.581598,106.418562,,restaurant
小罗餐馆(中昂嘉御湾店),29.594886,106.443680,,restaurant
桂群餐馆,29.582149,106.418282,,restaurant
立波餐馆(歌乐山店),29.581612,106.418359,,restaurant
景美家小满餐厅(重庆科技馆店),29.571365,106.578267,,restaurant
豪客来牛排(重庆财信广场餐厅),29.571232,106.572945,,restaurant
洪霞餐馆(财信广场店),29.571378,106.572315,,restaurant
悟饭·只用鲜货烹饪的餐厅(财信广场店),29.571052,106.571561,,restaurant
二姐餐馆(寰宇天下天擎店),29.574298,106.577472,,restaurant
重庆丽晶酒店·丽晶轩中餐厅,29.571181,106.570596,,restaurant
二刀潮牛(重庆IFS·黑金店),29.575455,106.574497,,restaurant
纽约夜市场·韩式欢聚餐厅(国金中心IFS店),29.575722,106.574538,,restaurant
金翠河茶餐厅(重庆IFS国金中心店),29.576360,106.573830,,restaurant
均益餐馆,29.507651,106.443274,,restaurant
云港假日酒店餐厅,29.723243,106.640111,,restaurant
GTC餐厅,29.707450,106.654578,,restaurant
华鼎团膳餐厅麻辣烫,29.707111,106.655343,,restaurant
小米辣美味餐厅,29.611091,106.551772,,restaurant
坝坝餐馆(火车站北广场店),29.612523,106.549853,,restaurant
川渝老字号餐馆(华宇·天宫广场店),29.613718,106.548901,,restaurant
黄记餐馆,29.419324,107.758920,,restaurant
悦庭楠舍餐厅,29.424881,107.766342,,restaurant
8号花园餐厅,29.426992,107.768010,,restaurant
宇哥餐馆(幸福时光里店),29.507716,106.658284,,restaurant
饭米粒餐馆(长生桥店),29.508537,106.656703,,restaurant
重庆东站茶园希尔顿欢朋酒店·欢朋餐厅,29.511005,106.656941,,restaurant
龙缸清水湖有机鱼餐厅(冉家坝店),29.583989,106.487790,,restaurant
君睿餐馆(南桥苑店),29.586983,106.485939,,restaurant
九九餐馆(健康家园店),29.593704,106.490396,,restaurant
嘉盛餐馆(招商雍华府店),29.619312,106.553365,,restaurant
69号服务区的士餐厅(渝北店),29.619418,106.553466,,restaurant
九里香餐馆(重庆融创文旅城锦御店),29.640725,106.354438,,restaurant
重庆山前宋品酒店-品顺中餐厅,29.636684,106.359101,,restaurant
重庆施柏阁酒店·BelaBela全日制餐厅,29.635854,106.362623,,restaurant
奇点餐馆(重庆龙岗中路步行街店),29.698670,105.720554,,restaurant
禾道食府(润泰花园店),29.697557,105.715508,,restaurant
观澜荟营养餐厅,29.701389,105.713638,,restaurant
足乐有道音乐茶餐吧(大渡口店),29.470928,106.478045,,restaurant
香美鲜餐馆(秋实景苑店),29.466737,106.475215,,restaurant
港弥金牌烧鹅饭,29.473984,106.478278,,restaurant
如家精选酒店(重庆大坪龙湖时代天街店)·餐厅,29.540831,106.514441,,restaurant
渝味响火锅(英利旗舰店),29.540326,106.515742,,restaurant
豪客来牛排(重庆大坪英利餐厅),29.539001,106.516697,,restaurant
豪泰酒店(观音桥郑家院子轻轨站店),29.596847,106.532222,黄泥磅紫荆路109号（地铁郑家院子站3号出口），近黄泥磅。,hotel
维也纳酒店（5.0重庆融创文旅城店）,29.638230,106.352458,重庆市沙坪坝区西桂路公寓14号1幢3号门,hotel
城市便捷酒店（重庆大足石刻店）,29.699131,105.718021,重庆大足区龙岗中路246号,hotel
雲间小筑酒店(重庆茶园店),29.519757,106.650916,重庆市南岸区天文街道天荣路34号,hotel
斯悦酒店(软件产业中心财富Mall店),29.608095,106.500893,重庆渝北区洪湖西路24号,hotel
金科圣嘉酒店(朝天门湖广会馆店),29.559166,106.588133,长江滨江路80号,hotel
仙女山哈希国际大酒店,29.417406,107.766265,重庆武隆区仙女山镇银杏大道57号33幢,hotel
全季重庆铜梁万达广场酒店,29.840700,106.079000,东城街道办事处财富广场东路88号潜能商都,hotel
全季重庆上清寺酒店,29.560682,106.545678,重庆市渝中区上清寺嘉陵桥西村2号,hotel
重庆洪崖洞千厮门大桥江景亚朵酒店,29.561246,106.577839,重庆市渝中区临江路2号,hotel
重庆北站北广场亚朵酒店,29.617252,106.552192,重庆市两江新区太湖东路11号两江产运星云1幢,hotel
重庆希尔顿酒店,29.555068,106.549466,"中山三路139号, 两路口地铁站旁 ，近解放碑商圈",hotel
重庆江北希尔顿惠庭酒店,29.571345,106.495655,重庆市江北区红石路318号,hotel
如家·neo-重庆奥体中心石桥铺地铁站店,29.534221,106.493188,九龙坡区渝州路108号,hotel
