city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand
北京,北京大成路解放军301总医院亚朵X酒店,北京市丰台区大成路6号院1号楼,39.888685,116.272711,2024,4,491,4.6,亚朵
北京,北京延庆万豪酒店,延庆区新城街92号院,40.476067,115.983884,2021,5,569,4.6,万豪
北京,全季北京南锣鼓巷安定门地铁站酒店,北京市东城区安定门内车辇店胡同甲11号,39.945500,116.406000,2017,3,615,4.7,全季
北京,北京中关村永丰基地亚朵酒店,丰润中路5号院29号楼,40.081823,116.229852,2019,4,557,4.6,亚朵
北京,北京天坛东门站希尔顿花园酒店,北京市东城区左安门内大街3号,39.883391,116.433820,2023,5,660,3.9,希尔顿
北京,北京大兴希尔顿酒店,中国北京市大兴区高米店南里18号楼,39.768750,116.339146,2020,5,838,4.5,希尔顿
北京,喆啡酒店（北京新国展理想汽车研发总部店）,顺沙路张喜庄段95号楼1号院,40.147076,116.553454,2020,3,212,4.5,
北京,全季北京三里屯太古里酒店,北京市朝阳区幸福一村55号1号楼,39.934400,116.448000,2019,3,558,4.6,全季
北京,北京国贸双井亚朵酒店,"北京朝阳区北京市朝阳区东三环南路5号, 中国",39.890911,116.461003,2022,4,570,4.8,亚朵
北京,北京乐多港万豪酒店,城南街道南口路29号,40.232499,116.188641,2018,5,833,4.6,万豪
北京,Club Med地中海邻境·北京延庆度假村,中国北京市延庆区张山营镇古龙路66号,40.463240,115.820770,2019,5,605,4.5,
北京,桔子北京王府井酒店,北京市东城区灯市口大街57号,39.918800,116.413000,2019,3,611,4.7,桔子
北京,北京国贸商务区希尔顿欢朋酒店,建国路37号,39.908560,116.521174,2020,4,715,4.8,希尔顿
北京,北京大悦酒店,西单北大街乙131号,39.910967,116.373479,2019,5,1137,4.6,
北京,北京古北水镇大酒店,司马台区古北水镇旅游度假风景区,40.644311,117.269432,2015,5,927,4.4,
北京,北京翠湖花园酒店,上庄镇翠湖路8号,40.112365,116.204964,2021,3,248,4.9,
